date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2023-11-14,2023,Council Formal Meeting,Council,1,"Approve the work session meeting minutes of September 19, 2023; October 3, 2023; and October 10, 2023, as well as the formal meeting minutes of October 3, 2023.",Procedural/Administrative,7-0 Pass,Alejandro Puy,Ana Valdemoros,Alejandro Puy,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,1,Exit out of Closed Session,Procedural/Administrative,6-0 Pass,Daniel Dugan,Alejandro Puy,Alejandro Puy,Aye,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,1,Close the public hearing on RDA Budget Amendment No. 1 for Fiscal Year 2023-24 and defer action to later on in the agenda.,Public Hearing Action,6-0 Pass,Chris Wharton,Daniel Dugan,Alejandro Puy,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,1,"Approve the work session meeting minutes of September 19, 2023; October 3, 2023; and October 10, 2023, as well as the formal meeting minutes of October 3, 2023.",Procedural/Administrative,7-0 Pass,Alejandro Puy,Ana Valdemoros,Ana Valdemoros,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,1,Exit out of Closed Session,Procedural/Administrative,6-0 Pass,Daniel Dugan,Alejandro Puy,Ana Valdemoros,Aye,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,1,Close the public hearing on RDA Budget Amendment No. 1 for Fiscal Year 2023-24 and defer action to later on in the agenda.,Public Hearing Action,6-0 Pass,Chris Wharton,Daniel Dugan,Ana Valdemoros,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,1,"Approve the work session meeting minutes of September 19, 2023; October 3, 2023; and October 10, 2023, as well as the formal meeting minutes of October 3, 2023.",Procedural/Administrative,7-0 Pass,Alejandro Puy,Ana Valdemoros,Chris Wharton,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,1,Exit out of Closed Session,Procedural/Administrative,6-0 Pass,Daniel Dugan,Alejandro Puy,Chris Wharton,Aye,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,1,Close the public hearing on RDA Budget Amendment No. 1 for Fiscal Year 2023-24 and defer action to later on in the agenda.,Public Hearing Action,6-0 Pass,Chris Wharton,Daniel Dugan,Chris Wharton,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,1,"Approve the work session meeting minutes of September 19, 2023; October 3, 2023; and October 10, 2023, as well as the formal meeting minutes of October 3, 2023.",Procedural/Administrative,7-0 Pass,Alejandro Puy,Ana Valdemoros,Daniel Dugan,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,1,Exit out of Closed Session,Procedural/Administrative,6-0 Pass,Daniel Dugan,Alejandro Puy,Daniel Dugan,Aye,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,1,Close the public hearing on RDA Budget Amendment No. 1 for Fiscal Year 2023-24 and defer action to later on in the agenda.,Public Hearing Action,6-0 Pass,Chris Wharton,Daniel Dugan,Daniel Dugan,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,1,"Approve the work session meeting minutes of September 19, 2023; October 3, 2023; and October 10, 2023, as well as the formal meeting minutes of October 3, 2023.",Procedural/Administrative,7-0 Pass,Alejandro Puy,Ana Valdemoros,Darin Mano,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,1,Exit out of Closed Session,Procedural/Administrative,6-0 Pass,Daniel Dugan,Alejandro Puy,Darin Mano,Aye,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,1,Close the public hearing on RDA Budget Amendment No. 1 for Fiscal Year 2023-24 and defer action to later on in the agenda.,Public Hearing Action,6-0 Pass,Chris Wharton,Daniel Dugan,Darin Mano,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,1,"Approve the work session meeting minutes of September 19, 2023; October 3, 2023; and October 10, 2023, as well as the formal meeting minutes of October 3, 2023.",Procedural/Administrative,7-0 Pass,Alejandro Puy,Ana Valdemoros,Sarah Young,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,1,Exit out of Closed Session,Procedural/Administrative,6-0 Pass,Daniel Dugan,Alejandro Puy,Sarah Young,Aye,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,1,Close the public hearing on RDA Budget Amendment No. 1 for Fiscal Year 2023-24 and defer action to later on in the agenda.,Public Hearing Action,6-0 Pass,Chris Wharton,Daniel Dugan,Sarah Young,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,1,"Approve the work session meeting minutes of September 19, 2023; October 3, 2023; and October 10, 2023, as well as the formal meeting minutes of October 3, 2023.",Procedural/Administrative,7-0 Pass,Alejandro Puy,Ana Valdemoros,Victoria Petro,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,1,Exit out of Closed Session,Procedural/Administrative,6-0 Pass,Daniel Dugan,Alejandro Puy,Victoria Petro,Absent,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,1,Close the public hearing on RDA Budget Amendment No. 1 for Fiscal Year 2023-24 and defer action to later on in the agenda.,Public Hearing Action,6-0 Pass,Chris Wharton,Daniel Dugan,Victoria Petro,Absent,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,2,Adopt Joint Ceremonial Resolution 32 of 2023 Recognizing December 1st as World AIDS Day in Salt Lake City.,Ceremonial Resolution,7-0 Pass,Daniel Dugan,Chris Wharton,Alejandro Puy,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,2,"Enter into Closed Session as the RDA Board and City Council for the purposes of strategy sessions to discuss the purchase, exchange, or lease of real property and for attorney-client matters that are privileged",Procedural/Administrative,6-0 Pass,Ana Valdemoros,Alejandro Puy,Alejandro Puy,Aye,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,2,"Approve the meeting minutes of May 9, 2023; September 12, 2023; and October 10, 2023.",Procedural/Administrative,6-0 Pass,Daniel Dugan,Chris Wharton,Alejandro Puy,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,2,Adopt Joint Ceremonial Resolution 32 of 2023 Recognizing December 1st as World AIDS Day in Salt Lake City.,Ceremonial Resolution,7-0 Pass,Daniel Dugan,Chris Wharton,Ana Valdemoros,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,2,"Enter into Closed Session as the RDA Board and City Council for the purposes of strategy sessions to discuss the purchase, exchange, or lease of real property and for attorney-client matters that are privileged",Procedural/Administrative,6-0 Pass,Ana Valdemoros,Alejandro Puy,Ana Valdemoros,Aye,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,2,"Approve the meeting minutes of May 9, 2023; September 12, 2023; and October 10, 2023.",Procedural/Administrative,6-0 Pass,Daniel Dugan,Chris Wharton,Ana Valdemoros,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,2,Adopt Joint Ceremonial Resolution 32 of 2023 Recognizing December 1st as World AIDS Day in Salt Lake City.,Ceremonial Resolution,7-0 Pass,Daniel Dugan,Chris Wharton,Chris Wharton,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,2,"Enter into Closed Session as the RDA Board and City Council for the purposes of strategy sessions to discuss the purchase, exchange, or lease of real property and for attorney-client matters that are privileged",Procedural/Administrative,6-0 Pass,Ana Valdemoros,Alejandro Puy,Chris Wharton,Aye,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,2,"Approve the meeting minutes of May 9, 2023; September 12, 2023; and October 10, 2023.",Procedural/Administrative,6-0 Pass,Daniel Dugan,Chris Wharton,Chris Wharton,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,2,Adopt Joint Ceremonial Resolution 32 of 2023 Recognizing December 1st as World AIDS Day in Salt Lake City.,Ceremonial Resolution,7-0 Pass,Daniel Dugan,Chris Wharton,Daniel Dugan,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,2,"Enter into Closed Session as the RDA Board and City Council for the purposes of strategy sessions to discuss the purchase, exchange, or lease of real property and for attorney-client matters that are privileged",Procedural/Administrative,6-0 Pass,Ana Valdemoros,Alejandro Puy,Daniel Dugan,Aye,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,2,"Approve the meeting minutes of May 9, 2023; September 12, 2023; and October 10, 2023.",Procedural/Administrative,6-0 Pass,Daniel Dugan,Chris Wharton,Daniel Dugan,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,2,Adopt Joint Ceremonial Resolution 32 of 2023 Recognizing December 1st as World AIDS Day in Salt Lake City.,Ceremonial Resolution,7-0 Pass,Daniel Dugan,Chris Wharton,Darin Mano,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,2,"Enter into Closed Session as the RDA Board and City Council for the purposes of strategy sessions to discuss the purchase, exchange, or lease of real property and for attorney-client matters that are privileged",Procedural/Administrative,6-0 Pass,Ana Valdemoros,Alejandro Puy,Darin Mano,Aye,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,2,"Approve the meeting minutes of May 9, 2023; September 12, 2023; and October 10, 2023.",Procedural/Administrative,6-0 Pass,Daniel Dugan,Chris Wharton,Darin Mano,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,2,Adopt Joint Ceremonial Resolution 32 of 2023 Recognizing December 1st as World AIDS Day in Salt Lake City.,Ceremonial Resolution,7-0 Pass,Daniel Dugan,Chris Wharton,Sarah Young,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,2,"Enter into Closed Session as the RDA Board and City Council for the purposes of strategy sessions to discuss the purchase, exchange, or lease of real property and for attorney-client matters that are privileged",Procedural/Administrative,6-0 Pass,Ana Valdemoros,Alejandro Puy,Sarah Young,Aye,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,2,"Approve the meeting minutes of May 9, 2023; September 12, 2023; and October 10, 2023.",Procedural/Administrative,6-0 Pass,Daniel Dugan,Chris Wharton,Sarah Young,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,2,Adopt Joint Ceremonial Resolution 32 of 2023 Recognizing December 1st as World AIDS Day in Salt Lake City.,Ceremonial Resolution,7-0 Pass,Daniel Dugan,Chris Wharton,Victoria Petro,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Council Work Session Meeting,Council,2,"Enter into Closed Session as the RDA Board and City Council for the purposes of strategy sessions to discuss the purchase, exchange, or lease of real property and for attorney-client matters that are privileged",Procedural/Administrative,6-0 Pass,Ana Valdemoros,Alejandro Puy,Victoria Petro,Absent,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,2,"Approve the meeting minutes of May 9, 2023; September 12, 2023; and October 10, 2023.",Procedural/Administrative,6-0 Pass,Daniel Dugan,Chris Wharton,Victoria Petro,Absent,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,3,Close the public hearing and defer action to a future Council meeting regarding the Subdivision Code Amendments (Petition No. PLNPCM2023-00494).,Public Hearing Action,7-0 Pass,Alejandro Puy,Daniel Dugan,Alejandro Puy,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,3,Adopt Resolution 15 of 2023 RDA Budget Amendment No. 1 for Fiscal Year 2023-24 only for the item shown on the motion sheet.,Budget Amendment,6-0 Pass,Chris Wharton,Daniel Dugan,Alejandro Puy,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,3,Close the public hearing and defer action to a future Council meeting regarding the Subdivision Code Amendments (Petition No. PLNPCM2023-00494).,Public Hearing Action,7-0 Pass,Alejandro Puy,Daniel Dugan,Ana Valdemoros,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
2023-11-14,2023,Redevelopment Agency Rda Meeting,RDA,3,Adopt Resolution 15 of 2023 RDA Budget Amendment No. 1 for Fiscal Year 2023-24 only for the item shown on the motion sheet.,Budget Amendment,6-0 Pass,Chris Wharton,Daniel Dugan,Ana Valdemoros,Aye,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md,minutes
2023-11-14,2023,Council Formal Meeting,Council,3,Close the public hearing and defer action to a future Council meeting regarding the Subdivision Code Amendments (Petition No. PLNPCM2023-00494).,Public Hearing Action,7-0 Pass,Alejandro Puy,Daniel Dugan,Chris Wharton,Aye,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md,minutes
