city,candidate,election_year,office,seat,regime,regime_basis,raised_gross,spent_gross,carryover_opening,carryover_basis,raised_net_of_carryover,ending_balance,chain_closes,n_filings,n_live,n_governing,chain_len,is_floor,in_kind_basis,confidence,governing_filings,excluded_filings,gap_reason,itemized_check_raised,itemized_check_spent,itemized_check_note,review_flag
juab_county,"Michael ""Mike"" Price",2010,Assessor,,cumulative-single,single-filing,0.00,748.50,,,,748.50,,1,1,1,0,,unknown,B,raw/juab_2010_primary/Mike_Price_10-28-10.pdf,,,,748.50,latest-ledger,
juab_county,Shirl Julian Nichols,2010,Assessor,,cumulative-single,single-filing,578.20,578.20,,,,0.00,,1,1,1,0,,unknown,B,raw/juab_2010_primary/Shirl_Nichols_10-28-10.pdf,,,578.20,578.20,latest-ledger,
juab_county,Jared W. Eldridge,2010,Attorney,,cumulative-single,single-filing,0.00,0.00,,,,0.00,,1,1,1,0,,unknown,B,raw/juab_2010_primary/Jared_Eldridge_10-28-10.pdf,,,,,no itemized layer,
juab_county,Kathleen Kenison,2010,Clerk/Auditor,,cumulative-single,single-filing,2130.41,2130.41,,,,0.00,,1,1,1,0,,unknown,B,raw/juab_2010_primary/Kathy_Kenison_10-28-10.pdf,,,2130.41,2130.41,latest-ledger,
juab_county,Patricia M Ingram,2010,Clerk/Auditor,,cumulative-single,single-filing,145.00,1121.47,,,,-976.47,,1,1,1,0,,unknown,B,raw/juab_2010_primary/Pat_Ingram_10-28-10.pdf,,,145.00,1121.47,latest-ledger,
juab_county,Chad P. Winn,2010,Commissioner,,cumulative-single,single-filing,0.00,20.00,,,,20.00,,1,1,1,0,,unknown,B,raw/juab_2010_primary/Chad_Winn_10-28-10.pdf,,,,20.00,latest-ledger,
juab_county,LuWayne Walker,2010,Commissioner,,cumulative-single,single-filing,1545.00,,,,,,,1,1,1,0,,unknown,B,raw/juab_2010_primary/Lu_Walker_10-28-10.pdf,,,125.00,1420.00,latest-ledger,
juab_county,Rick Lee Carlton,2010,Commissioner,,cumulative-single,single-filing,2279.15,2279.15,,,,0.00,,1,1,1,0,,unknown,B,raw/juab_2010_primary/Rick_Carlton_10-28-10.pdf,,,2279.25,2279.25,latest-ledger,
juab_county,Cody T. Anderson,2010,Recorder/Surveyor,,cumulative-single,single-filing,396.88,826.19,,,,1223.27,,1,1,1,0,,unknown,B,raw/juab_2010_primary/Cody_Anderson_10-28-10.pdf,,,396.88,826.19,latest-ledger,
juab_county,Craig J. Sperry,2010,Recorder/Surveyor,,cumulative-single,single-filing,245.00,2694.63,,,,-2459.63,,1,1,1,0,,unknown,B,raw/juab_2010_primary/Craig_Sperry_10-28-10.pdf,,,225.00,2694.63,latest-ledger,
