body_id,body_name,date,flag_class,evidence_url,pmn_title,pmn_files,known_unrecovered,note
1559,Magna Planning Commission,2019-09-12,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/554979.html,Planning Commission Meeting,,,no repo record of this meeting date at all (lower confidence)
1559,Magna Planning Commission,2019-12-12,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/574513.html,Planning Commission Meeting,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2020-08-25,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/623899.html,Notice of Public Hearing - Ordinance Amendments,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2020-09-08,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/627445.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2020-09-22,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/630052.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2020-10-13,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/630685.html,Notice of Public Hearing - 2020 Magna Amended Fee Schedule for Cemetery,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2020-10-27,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/636917.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2020-11-24,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/642347.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2020-12-08,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/642943.html,Notice of Public Hearing - 2021 Magna Consolidated Fee Schedule,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2020-12-15,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/646113.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2022-08-16,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/775189.html,SPECIAL WORKSHOP MEETING,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2024-06-18,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/921549.html,Magna City Council Special Meeting,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2024-09-24,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/941589.html,Magna City Council Meeting,,,no repo record of this meeting date at all (lower confidence)
6925,Community Reinvestment Agency of Magna,2024-12-10,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/959665.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2025-09-09,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1025157.html,Ordinance 2025-O-14,,,no repo record of this meeting date at all (lower confidence)
6925,Community Reinvestment Agency of Magna,2026-05-12,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1079775.html,Magna Community Reinvestment Agency Meeting,,,no repo record of this meeting date at all (lower confidence)
5803,Magna Council,2022-11-29,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/796515.html,SPECIAL WORKSHOP MEETING,11-29-22.pdf,,
5803,Magna Council,2023-02-23,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/814393.html,SPECIAL WORKSHOP MEETING,02-23-23.pdf,,
5803,Magna Council,2023-03-23,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/818785.html,SPECIAL WORKSHOP MEETING,03-23-23.pdf,,
