date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,source,date_precision,is_incremental,matched_election_candidate,join_confidence,sha256,notes
2016-06-01,Bennion Gardner,Metro Township Council Seat 3,2016,interim,Pre-primary interim (June),2016 Bennion Gardner (Metro Township Council Seat 3) — campaign-finance disclosure (Pre-primary interim (June)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/june/bennion-gardner-magna-3_redacted.pdf,2026-07-13,scanned,none (raw acquisition; text/OCR/vision deferred),raw/201606_bennion-gardner-magna-3_redacted.pdf,slco_clerk_static,county_folder_ym,,BENNION GARDNER,high,921c11d95bbbea23d8f62331c47bf0ba8bb9897095de52d0c38a19f2c0d45ffa,2016 D3 runner-up.
2016-06-01,Brint D. Peel,Metro Township Council Seat 2,2016,interim,Pre-primary interim (June),2016 Brint D. Peel (Metro Township Council Seat 2) — campaign-finance disclosure (Pre-primary interim (June)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/june/brint-d.-peel-magna-2_redacted.pdf,2026-07-13,scanned,none (raw acquisition; text/OCR/vision deferred),raw/201606_brint-d.-peel-magna-2_redacted.pdf,slco_clerk_static,county_folder_ym,,BRINT D. PEEL,high,19fe5c5b83e6ce64abbf28d7206810e693d8e5e0d5e3c2795e464cc92fe151dd,2016 D2 winner.
2016-06-01,Christopher Aaron Weight,Metro Township Council Seat 4,2016,interim,Pre-primary interim (June),2016 Christopher Aaron Weight (Metro Township Council Seat 4) — campaign-finance disclosure (Pre-primary interim (June)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/june/christopher-aaron-weight-magna-4_redacted.pdf,2026-07-13,scanned,none (raw acquisition; text/OCR/vision deferred),raw/201606_christopher-aaron-weight-magna-4_redacted.pdf,slco_clerk_static,county_folder_ym,,,medium,dc29d17aa608e68f333078d0078394e23164f50f8d015e8207aad58d9bfc0fa1,2016 D4 primary-field candidate.
2016-06-01,Dan Johnson,Metro Township Council Seat 1,2016,interim,Pre-primary interim (June),2016 Dan Johnson (Metro Township Council Seat 1) — campaign-finance disclosure (Pre-primary interim (June)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/june/dan-johnson-magna-1_redacted.pdf,2026-07-13,scanned,none (raw acquisition; text/OCR/vision deferred),raw/201606_dan-johnson-magna-1_redacted.pdf,slco_clerk_static,county_folder_ym,,,medium,a9c110b865b46340d7d774f5a0a324079467c89524fdcadffcc49aaf2bea343c,2016 D1 primary-field candidate.
2016-06-01,Dan W. Peay,Metro Township Council Seat 3,2016,interim,Pre-primary interim (June),2016 Dan W. Peay (Metro Township Council Seat 3) — campaign-finance disclosure (Pre-primary interim (June)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/june/dan-w.-peay-magna-3_redacted.pdf,2026-07-13,scanned,none (raw acquisition; text/OCR/vision deferred),raw/201606_dan-w.-peay-magna-3_redacted.pdf,slco_clerk_static,county_folder_ym,,DAN W. PEAY,high,19389151caac3f2beced3f1dcb500da029407426cc0c4afd2651a1268860b060,2016 D3 winner (later D3 2019 winner).
2016-06-01,Daniel R. Cripps,Metro Township Council Seat 4,2016,interim,Pre-primary interim (June),2016 Daniel R. Cripps (Metro Township Council Seat 4) — campaign-finance disclosure (Pre-primary interim (June)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/june/daniel-r.-cripps-magna-4_redacted.pdf,2026-07-13,scanned,none (raw acquisition; text/OCR/vision deferred),raw/201606_daniel-r.-cripps-magna-4_redacted.pdf,slco_clerk_static,county_folder_ym,,,medium,93a13ff692f0d18d836717655699461841a14cf799efa201f9c7fa8724203bd0,2016 D4 primary-field candidate.
2016-06-01,Dustin Chad White,Metro Township Council Seat 2,2016,interim,Pre-primary interim (June),2016 Dustin Chad White (Metro Township Council Seat 2) — campaign-finance disclosure (Pre-primary interim (June)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/june/dustin-white--magna-2_redacted.pdf,2026-07-13,scanned,none (raw acquisition; text/OCR/vision deferred),raw/201606_dustin-white--magna-2_redacted.pdf,slco_clerk_static,county_folder_ym,,,medium,9e59ee41a464d4bf9308b19ba46aad0acce36966f59ff1705e6b9eadcd538956,2016 D2 primary-field candidate.
2016-06-01,Georgia York,Metro Township Council Seat 1,2016,interim,Pre-primary interim (June),2016 Georgia York (Metro Township Council Seat 1) — campaign-finance disclosure (Pre-primary interim (June)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/june/georgia-york-magna-1_redacted.pdf,2026-07-13,scanned,none (raw acquisition; text/OCR/vision deferred),raw/201606_georgia-york-magna-1_redacted.pdf,slco_clerk_static,county_folder_ym,,GEORGIA YORK,high,01c9ce908b167b9061d95d0456f344891ef47e182e48fe049b648994f61fd7f0,2016 D1 runner-up.
2016-06-01,John Sudbury,Metro Township Council Seat 4,2016,interim,Pre-primary interim (June),2016 John Sudbury (Metro Township Council Seat 4) — campaign-finance disclosure (Pre-primary interim (June)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/june/john-sudbury-magna-4_redacted.pdf,2026-07-13,scanned,none (raw acquisition; text/OCR/vision deferred),raw/201606_john-sudbury-magna-4_redacted.pdf,slco_clerk_static,county_folder_ym,,JOHN SUDBURY,high,63fd44bd59eba6b8c136ac4005a0ac09449b5c36b7779c0732cd592e6ac55f5c,2016 D4 runner-up.
2016-06-01,LaDell Bishop,Metro Township Council Seat 4,2016,interim,Pre-primary interim (June),2016 LaDell Bishop (Metro Township Council Seat 4) — campaign-finance disclosure (Pre-primary interim (June)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/june/ladell-bishop--magna-4_redacted.pdf,2026-07-13,scanned,none (raw acquisition; text/OCR/vision deferred),raw/201606_ladell-bishop--magna-4_redacted.pdf,slco_clerk_static,county_folder_ym,,,medium,f39dc73b0906c9372d683361a70b3893931e01940a6430e8229a7d9e0670edec,2016 D4 primary-field candidate.
