candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Bennion Gardner,Metro Township Council Seat 3,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_bennion-gardner-magna-3_redacted.pdf,40d7930d,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
Brint D. Peel,Metro Township Council Seat 2,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_brint-d.-peel-magna-2_redacted.pdf,d60ed4c0,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
Christopher Aaron Weight,Metro Township Council Seat 4,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_christopher-aaron-weight-magna-4_redacted.pdf,1daf24f6,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
Dan Johnson,Metro Township Council Seat 1,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_dan-johnson-magna-1_redacted.pdf,19da38ef,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
Dan W. Peay,Metro Township Council Seat 3,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_dan-w.-peay-magna-3_redacted.pdf,209b9a32,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
Daniel R. Cripps,Metro Township Council Seat 4,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_daniel-r.-cripps-magna-4_redacted.pdf,324abf87,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
Dustin Chad White,Metro Township Council Seat 2,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_dustin-white--magna-2_redacted.pdf,fef5763e,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
Georgia York,Metro Township Council Seat 1,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_georgia-york-magna-1_redacted.pdf,bd242aa3,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
John Sudbury,Metro Township Council Seat 4,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_john-sudbury-magna-4_redacted.pdf,3a8d8426,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
LaDell Bishop,Metro Township Council Seat 4,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_ladell-bishop--magna-4_redacted.pdf,6bd7b515,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
Leon Kelly Peterson,Metro Township Council Seat 2,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_leon-kelly-peterson-magna-2_redacted.pdf,1318fe19,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
Mark E. Elieson,Metro Township Council Seat 2,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_mark-elieson--magna-2_redacted.pdf,542235a5,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
Paul A. Kunz,Metro Township Council Seat 2,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_paul-kunz-magna-2_redacted.pdf,f5e49e2f,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
Renee M. Anderson,Metro Township Council Seat 3,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_renee-m.-anderson-magna-3_redacted.pdf,2f7143a8,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
Steve Prokopis,Metro Township Council Seat 1,2016,2016-06-01,Pre-primary interim (June),interim,,,,,,,,,,,0.00,0,0,raw/201606_steve-prokopis-magna-1_redacted.pdf,d9affd7c,low,"not transcribed (2016 founding-cycle township scan, below the 2017 data floor; not cached in the 2026-07-17 vision tranche — inventory-only)",
