candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
Alexander J. Adriano,City Mayor,,2025,2025-08-01,Primary-election disclosure (August),2025-06-02,CANVA DOOR HANGERS (PERSONAL FUNDS),Canva Door Hangers (PERSONAL FUNDS),,218.00,False,True,raw/202508_adriano_magna-mayor_primary_v567.pdf,7fd12fe8,v1,medium,vision_cache/vision,0
Alexander J. Adriano,City Mayor,,2025,2025-08-01,Primary-election disclosure (August),2025-06-16,WIX CAMPAIGN WEBSITE SUBSCRIPTION (PERSONAL FUNDS),Wix Campaign Website Subscription (PERSONAL FUNDS),,25.74,False,True,raw/202508_adriano_magna-mayor_primary_v567.pdf,7fd12fe8,v2,medium,vision_cache/vision,0
Alexander J. Adriano,City Mayor,,2025,2025-08-01,Primary-election disclosure (August),2025-06-18,CANVA SUBSCRIPTION (PERSONAL FUNDS),Canva Subscription (PERSONAL FUNDS),,15.00,False,True,raw/202508_adriano_magna-mayor_primary_v567.pdf,7fd12fe8,v3,medium,vision_cache/vision,0
Alexander J. Adriano,City Mayor,,2025,2025-08-01,Primary-election disclosure (August),2025-06-02,GSL MUNICIPAL SERVICES DISTRICT (PERSONAL FUNDS),Gsl Municipal Services District (PERSONAL FUNDS),,50.00,False,True,raw/202508_adriano_magna-mayor_primary_v567.pdf,7fd12fe8,v4,medium,vision_cache/vision,0
Alexander J. Adriano,City Mayor,,2025,2025-08-01,Primary-election disclosure (August),2025-06-26,YARD SIGNS (PERSONAL FUNDS),Yard Signs (PERSONAL FUNDS),,502.70,False,True,raw/202508_adriano_magna-mayor_primary_v567.pdf,7fd12fe8,v5,medium,vision_cache/vision,0
Alexander J. Adriano,City Mayor,,2025,2025-08-01,Primary-election disclosure (August),2025-07-19,FEDEX FLYERS (PERSONAL FUNDS),Fedex Flyers (PERSONAL FUNDS),,337.38,False,True,raw/202508_adriano_magna-mayor_primary_v567.pdf,7fd12fe8,v6,medium,vision_cache/vision,0
Alexander J. Adriano,City Mayor,,2025,2025-08-01,Primary-election disclosure (August),2025-07-18,CANVA SUBSCRIPTION (PERSONAL FUNDS),Canva Subscription (PERSONAL FUNDS),,15.00,False,True,raw/202508_adriano_magna-mayor_primary_v567.pdf,7fd12fe8,v7,medium,vision_cache/vision,0
Alexander J. Adriano,City Mayor,,2025,2025-08-01,Primary-election disclosure (August),2025-07-16,WIX CAMPAIGN WEBSITE (PERSONAL FUNDS),Wix Campaign Website (PERSONAL FUNDS),,25.78,False,True,raw/202508_adriano_magna-mayor_primary_v567.pdf,7fd12fe8,v8,medium,vision_cache/vision,0
Alexander J. Adriano,City Mayor,,2025,2025-08-01,Primary-election disclosure (August),2025-07-17,CANVA FLYERS (PERSONAL FUNDS),Canva Flyers (PERSONAL FUNDS),,218.00,False,True,raw/202508_adriano_magna-mayor_primary_v567.pdf,7fd12fe8,v9,medium,vision_cache/vision,0
Cisco Rodriguez,City Council District 2,,2025,2025-08-01,Primary-election disclosure (August),,Amazon- Campaign Banner,Amazon- Campaign Banner,,28.99,False,True,raw/202508_rodriguez_magna-d2_primary_v569.pdf,0ed57e24,v1,medium,vision_cache/vision,0
