city,candidate,election_year,office,seat,raised,spent,n_filings,n_live,basis,review_flag
magna,Dan Johnson,2016,Metro Township Council Seat 1,,0.0,0.0,2,2,sum-interim,
magna,Georgia York,2016,Metro Township Council Seat 1,,0.0,0.0,2,2,sum-interim,
magna,Steve Prokopis,2016,Metro Township Council Seat 1,,0.0,0.0,2,2,sum-interim,
magna,Toni Sears,2016,Metro Township Council Seat 1,,0.0,0.0,2,2,sum-interim,
magna,Brint D. Peel,2016,Metro Township Council Seat 2,,0.0,0.0,2,2,sum-interim,
magna,Dustin Chad White,2016,Metro Township Council Seat 2,,0.0,0.0,2,2,sum-interim,
magna,Leon Kelly Peterson,2016,Metro Township Council Seat 2,,0.0,0.0,2,2,sum-interim,
magna,Mark E. Elieson,2016,Metro Township Council Seat 2,,0.0,0.0,2,2,sum-interim,
magna,Paul A. Kunz,2016,Metro Township Council Seat 2,,0.0,0.0,2,2,sum-interim,
magna,Troy Larsen,2016,Metro Township Council Seat 2,,0.0,0.0,2,2,sum-interim,
magna,Bennion Gardner,2016,Metro Township Council Seat 3,,0.0,0.0,2,2,sum-interim,
magna,Dan W. Peay,2016,Metro Township Council Seat 3,,0.0,0.0,1,1,single,
magna,Renee M. Anderson,2016,Metro Township Council Seat 3,,0.0,0.0,2,2,sum-interim,
magna,Stuart Lawrence,2016,Metro Township Council Seat 3,,0.0,0.0,2,2,sum-interim,
magna,Christopher Aaron Weight,2016,Metro Township Council Seat 4,,0.0,0.0,2,2,sum-interim,
magna,Daniel R. Cripps,2016,Metro Township Council Seat 4,,0.0,0.0,2,2,sum-interim,
magna,John Sudbury,2016,Metro Township Council Seat 4,,0.0,0.0,2,2,sum-interim,
magna,LaDell Bishop,2016,Metro Township Council Seat 4,,0.0,0.0,2,2,sum-interim,
magna,Trish Hull,2016,Metro Township Council Seat 4,,0.0,0.0,2,2,sum-interim,
magna,Eric Ferguson,2016,Metro Township Council Seat 5,,0.0,0.0,1,1,single,
magna,Brint D. Peel,2017,Metro Township Council Seat 2,,0.0,0.0,1,1,single,
magna,Trish Hull,2017,Metro Township Council Seat 4,,0.0,0.0,1,1,single,
magna,Steve Prokopis,2019,Metro Township Council District 1,,0.0,0.0,1,1,single,
magna,Dan W. Peay,2019,Metro Township Council District 3,,0.0,0.0,2,2,summary,
magna,Audrey Pierce,2019,Metro Township Council District 5,,0.0,0.0,1,1,single,
magna,Brint D. Peel,2021,Metro Township Council District 2,,1500.0,1332.09,1,1,summary,
magna,Eric Barney,2021,Metro Township Council District 2,,370.11,370.11,2,1,summary,
magna,Paris Ramos,2021,Metro Township Council District 2,,0.0,0.0,1,1,single,
magna,Trish Hull,2021,Metro Township Council District 4,,150.0,50.0,2,1,summary,
magna,Megan L. Olsen,2025,City Council District 2,,2789.64,2789.64,3,1,single,
magna,Eric Gordon Barney,2025,City Council District 2,,430.65,430.65,3,1,single,
magna,Cisco Rodriguez,2025,City Council District 2,,50.0,36.98,1,1,single,
magna,Terry George,2025,City Council District 4,,1981.62,1981.62,3,3,sum-interim,
magna,Brooks Jones,2025,City Council District 4,,958.44,958.44,1,1,summary,
magna,Trish A. Hull,2025,City Council District 4,,30.0,191.26,3,3,sum-interim,
magna,Mickey M. Sudbury,2025,City Mayor,,10734.72,9735.34,3,3,override,"OVERRIDE: Whole-cycle raised = primary $6180.05 + oct-07 general-period (summary Col C thru Oct 2) $1920.00 + oct-28 $2634.67 = $10734.72; spent = $5885.05 + $2160.62 + $1689.67 = $9735.34. The oct-07 (v642) cover ($6180.05/$5885.05) is the summary Column-A total that RESTATES the primary (kept verbatim + flagged in filing_totals) — summing the cover double-counts the primary, so cycle uses the oct-07 Column-C general-period figures. Balance chain: primary end $295.00 -> oct-07 ColC begin $295 end $54.38 -> oct-28 begin $54.33 (a ~$50 filer arithmetic discrepancy on the oct-28 ending balance retained verbatim)."
magna,Alexander J. Adriano,2025,City Mayor,,4222.22,4222.22,3,3,override,"OVERRIDE: Whole-cycle raised = primary $1407.60 + oct-07 $158.79 + oct-28 $2655.83 = $4222.22; spent = $1407.60 + $101.56 + $2713.06 = $4222.22. The oct-28 (v643) cover TOTAL CONTRIBUTIONS ($38.35) EXCLUDES the $2617.48 self-contribution the filer itemized on Schedule A (funds the $2663.14 mailing); balance chain proves it (begin $57.23 + $38.35 + $2617.48 - $2713.06 = $0.00 end). Generic summed the cover, understating raised by $2617.48. filing_totals keeps the $38.35 cover verbatim + flagged."
magna,Michael Romero,2025,City Mayor,,1258.8,1258.8,2,2,override,"OVERRIDE: Whole-cycle raised = primary $1258.80 + closing $0 = $1258.80; spent = primary $1166.04 + primary-eliminated closing (v644) loan repayment $92.76 = $1258.80. The closing (filing_type=summary) is a per-period FINAL not a cumulative restatement: its Column B begins $92.76 (= primary ending balance), repays the $92.76 loan, ends $0 — so the generic summary rule (max not sum) undercounts spent by $92.76."
magna,Maxwell White,2025,City Mayor,,20.0,0.0,2,1,summary,
