date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2020-01-21,2020,Planning Commission,PlanningCommission,3,"based on the information and findings set forth in the staff report and upon the evidence and explanations received today, to forward a positive recommendation to the City Council for the Barber Property; 7401 South 5490 West; Peterson Development LLC/Ryan Peterson (applicant) amending the General Plan Future Land Use Map for 10.02 acres from Very Low Density Residential to Low Density Residential",Land-Use/Zoning,Positive recommendation 6:1,Trish Hatch,,Jay Thomas,Nay,pmn_backfill/text/pc_2020-01-21_a31809_6f0235c31a2c4b399a782bcc3f544216.txt,citysite_minutes
2020-01-21,2020,Planning Commission,PlanningCommission,4,"based on the information and findings set forth in the staff report and upon the evidence and explanations received today, to forward a positive recommendation to the City Council for the Barber Property; 7401 South 5490 West; Peterson Development LLC/Ryan Peterson (applicant) to Rezone 10.02 acres from RR-1D Zone to R-1-12F and RR-20F Zones",Land-Use/Zoning,Positive recommendation 6:1,Trish Hatch,,Jay Thomas,Nay,pmn_backfill/text/pc_2020-01-21_a31809_6f0235c31a2c4b399a782bcc3f544216.txt,citysite_minutes
2020-02-04,2020,Planning Commission,PlanningCommission,1,"to approve the minutes from January 21, 2020 as listed in the packet",Procedural/Administrative,6:0 Pass,Corbin England,Jay Thomas,Kent Shelton,Absent,pmn_backfill/text/pc_2020-02-04_a31809_a51dcc1a0ef84dadab8758768954e842.txt,citysite_minutes
2020-02-04,2020,Planning Commission,PlanningCommission,2,"to postpone the City of West Jordan Zone 3 North 3MG Reservoir to the February 18, 2020 meeting",Procedural/Administrative,6:0 Pass,,,Kent Shelton,Absent,pmn_backfill/text/pc_2020-02-04_a31809_a51dcc1a0ef84dadab8758768954e842.txt,citysite_minutes
2020-02-04,2020,Planning Commission,PlanningCommission,4,"in addition, to direct staff to take a close look at transportation and segregation of uses, adequate commercial to support the population, and community amenities. For staff to highlight and bullet point those items as they go through the process from now on. The amendment was accepted by Commissioners Hatch and England and the motion passed 4-2 in favor with Commissioner Allen and Commissioner…",Other,4:2 Approved (Final Action),,,Ammon Allen,Nay,pmn_backfill/text/pc_2020-02-04_a31809_a51dcc1a0ef84dadab8758768954e842.txt,citysite_minutes
2020-02-04,2020,Planning Commission,PlanningCommission,4,"in addition, to direct staff to take a close look at transportation and segregation of uses, adequate commercial to support the population, and community amenities. For staff to highlight and bullet point those items as they go through the process from now on. The amendment was accepted by Commissioners Hatch and England and the motion passed 4-2 in favor with Commissioner Allen and Commissioner…",Other,4:2 Approved (Final Action),,,Jay Thomas,Nay,pmn_backfill/text/pc_2020-02-04_a31809_a51dcc1a0ef84dadab8758768954e842.txt,citysite_minutes
2020-02-04,2020,Planning Commission,PlanningCommission,4,"in addition, to direct staff to take a close look at transportation and segregation of uses, adequate commercial to support the population, and community amenities. For staff to highlight and bullet point those items as they go through the process from now on. The amendment was accepted by Commissioners Hatch and England and the motion passed 4-2 in favor with Commissioner Allen and Commissioner…",Other,4:2 Approved (Final Action),,,Kent Shelton,Absent,pmn_backfill/text/pc_2020-02-04_a31809_a51dcc1a0ef84dadab8758768954e842.txt,citysite_minutes
2020-02-04,2020,Planning Commission,PlanningCommission,5,"Trish Hatch move, based on the information and findings set forth in the staff report and upon the evidence and explanations received today, to forward a recommendation to the City Council for the Master Development Plan for Jones Ranch; 8800 South U-111; as described in the staff report. The motion was seconded by Matt Quinney and passed 4-2 in favor with Commissioner Allen and Commissioner…",Land-Use/Zoning,Positive recommendation 4:2,,Matt Quinney,Ammon Allen,Nay,pmn_backfill/text/pc_2020-02-04_a31809_a51dcc1a0ef84dadab8758768954e842.txt,citysite_minutes
2020-02-04,2020,Planning Commission,PlanningCommission,5,"Trish Hatch move, based on the information and findings set forth in the staff report and upon the evidence and explanations received today, to forward a recommendation to the City Council for the Master Development Plan for Jones Ranch; 8800 South U-111; as described in the staff report. The motion was seconded by Matt Quinney and passed 4-2 in favor with Commissioner Allen and Commissioner…",Land-Use/Zoning,Positive recommendation 4:2,,Matt Quinney,Jay Thomas,Nay,pmn_backfill/text/pc_2020-02-04_a31809_a51dcc1a0ef84dadab8758768954e842.txt,citysite_minutes
2020-02-04,2020,Planning Commission,PlanningCommission,5,"Trish Hatch move, based on the information and findings set forth in the staff report and upon the evidence and explanations received today, to forward a recommendation to the City Council for the Master Development Plan for Jones Ranch; 8800 South U-111; as described in the staff report. The motion was seconded by Matt Quinney and passed 4-2 in favor with Commissioner Allen and Commissioner…",Land-Use/Zoning,Positive recommendation 4:2,,Matt Quinney,Kent Shelton,Absent,pmn_backfill/text/pc_2020-02-04_a31809_a51dcc1a0ef84dadab8758768954e842.txt,citysite_minutes
2020-02-18,2020,Planning Commission,PlanningCommission,1,"to approve the minutes from February 4, 2020 as corrected in the pre-meeting",Procedural/Administrative,5:0 Pass,Ammon Allen,Jay Thomas,Corbin England,Absent,pmn_backfill/text/pc_2020-02-18_a31809_b57bcb2e931d43ad82f8091ccad6afc3.txt,citysite_minutes
2020-02-18,2020,Planning Commission,PlanningCommission,1,"to approve the minutes from February 4, 2020 as corrected in the pre-meeting",Procedural/Administrative,5:0 Pass,Ammon Allen,Jay Thomas,Trish Hatch,Absent,pmn_backfill/text/pc_2020-02-18_a31809_b57bcb2e931d43ad82f8091ccad6afc3.txt,citysite_minutes
2020-02-18,2020,Planning Commission,PlanningCommission,2,"to approve the Preliminary/Final Site Plan for the City of the West Jordan Zone 3 North, 3MG Water Tank located at 6050 West 7800 South; City of West Jordan (applicant) subject to the approval conditions 1 through 4 as listed",Land-Use/Zoning,5:0 Approved (Final Action),Jay Thomas,Ammon Allen,Corbin England,Absent,pmn_backfill/text/pc_2020-02-18_a31809_b57bcb2e931d43ad82f8091ccad6afc3.txt,citysite_minutes
2020-02-18,2020,Planning Commission,PlanningCommission,2,"to approve the Preliminary/Final Site Plan for the City of the West Jordan Zone 3 North, 3MG Water Tank located at 6050 West 7800 South; City of West Jordan (applicant) subject to the approval conditions 1 through 4 as listed",Land-Use/Zoning,5:0 Approved (Final Action),Jay Thomas,Ammon Allen,Trish Hatch,Absent,pmn_backfill/text/pc_2020-02-18_a31809_b57bcb2e931d43ad82f8091ccad6afc3.txt,citysite_minutes
2020-02-18,2020,Planning Commission,PlanningCommission,3,"to approve the Conditional Use Permit for the City of the West Jordan Zone 3 North, 3MG Water Tank located at 6050 West 7800 South; City of West Jordan (applicant) subject to the approval conditions 1 through 4 as listed",Land-Use/Zoning,5:0 Approved (Final Action),Jay Thomas,Ammon Allen,Corbin England,Absent,pmn_backfill/text/pc_2020-02-18_a31809_b57bcb2e931d43ad82f8091ccad6afc3.txt,citysite_minutes
2020-02-18,2020,Planning Commission,PlanningCommission,3,"to approve the Conditional Use Permit for the City of the West Jordan Zone 3 North, 3MG Water Tank located at 6050 West 7800 South; City of West Jordan (applicant) subject to the approval conditions 1 through 4 as listed",Land-Use/Zoning,5:0 Approved (Final Action),Jay Thomas,Ammon Allen,Trish Hatch,Absent,pmn_backfill/text/pc_2020-02-18_a31809_b57bcb2e931d43ad82f8091ccad6afc3.txt,citysite_minutes
