source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
minutes/2020/2020-01-13/2020-01-14_planning-commission.md,1,2020-01-14,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
minutes/2020/2020-01-13/2020-01-14_planning-commission.md,2,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,Text-Amendment,recommendation,pass,,,,unanimous-declared,Positive recommendation (unanimous),rule:lu-textamend,high
minutes/2020/2020-01-13/2020-01-14_planning-commission.md,3,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,,,,unanimous-declared,"Approved (Final Action, unanimous)",rule:lu-subdiv,high
minutes/2020/2020-01-13/2020-01-14_planning-commission.md,4,2020-01-14,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
minutes/2020/2020-01-27/2020-01-28_planning-commission.md,1,2020-01-28,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,"Approved (Final Action, unanimous)",crosswalk,high
minutes/2020/2020-01-27/2020-01-28_planning-commission.md,2,2020-01-28,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
minutes/2020/2020-03-09/2020-03-10_planning-commission.md,1,2020-03-10,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7-0 Pass,crosswalk,high
minutes/2020/2020-03-09/2020-03-10_planning-commission.md,2,2020-03-10,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,7,0,,roll-call,7-0 Approved (Final Action),rule:lu-cup,high
minutes/2020/2020-03-09/2020-03-10_planning-commission.md,3,2020-03-10,PlanningCommission,Land-Use/Zoning,Land-Use,Text-Amendment,recommendation,pass,7,0,,roll-call,Positive recommendation 7-0,rule:lu-textamend,high
minutes/2020/2020-03-09/2020-03-10_planning-commission.md,4,2020-03-10,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,6,1,,roll-call,Positive recommendation 6-1,crosswalk,high
minutes/2020/2020-03-09/2020-03-10_planning-commission.md,5,2020-03-10,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,7,0,,roll-call,Positive recommendation 7-0,crosswalk,high
minutes/2020/2020-03-09/2020-03-10_planning-commission.md,6,2020-03-10,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,recommendation,pass,5,2,,roll-call,Positive recommendation 5-2,crosswalk,high
minutes/2020/2020-03-09/2020-03-10_planning-commission.md,7,2020-03-10,PlanningCommission,Land-Use/Zoning,Land-Use,Text-Amendment,recommendation,pass,5,2,,roll-call,Positive recommendation 5-2,rule:lu-textamend,high
minutes/2020/2020-03-09/2020-03-10_planning-commission.md,8,2020-03-10,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
minutes/2020/2020-04-13/2020-04-14_planning-commission.md,1,2020-04-14,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
minutes/2020/2020-04-13/2020-04-14_planning-commission.md,2,2020-04-14,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,7,0,,roll-call,Positive recommendation 7-0,crosswalk,medium
