city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
south_jordan,Council,D1,District 1,Leona Winger,leona_winger,2008-01-01,2012-01-01,elected,did-not-run,2007,,,"election:2007 (District 1 winner, 97.4% vs Write-in)",medium,PRE-DATA-FLOOR (elected 2007; earliest D1 tenure). Term-start inferred Jan 2008 from the B-cycle stagger; continuous service inferred from the election chain (not verifiable below the 2020 data floor). Not a 2011 D1 candidate -> Seethaler won.
south_jordan,Council,D1,District 1,Mark Seethaler,mark_seethaler,2012-01-01,2016-01-01,elected,did-not-run,2011,,,"election:2011 (District 1 winner, def. Jim Wright 73.5%)",medium,PRE-DATA-FLOOR term (elected 2011). Not a 2015 D1 candidate -> Harris won.
south_jordan,Council,D1,District 1,Patrick Harris,patrick_harris,2016-01-01,2020-01-07,elected,reelected,2015,,,"election:2015 (District 1 winner, def. Geilmann 66.2%)",medium,"PRE-DATA-FLOOR term (elected 2015; term-start inferred Jan 2016). Re-elected 2019. No observed Council vote in this 2016-2020 window, so first_vote/last_vote are BLANK (clamped to the tenure); Harris's recorded votes begin 2021-09-21, in a LATER tenure."
south_jordan,Council,D1,District 1,Patrick Harris,patrick_harris,2020-01-07,2024-01-02,reelected,reelected,2019,2021-09-21,2023-05-16,"election:2019 (District 1 winner, UNOPPOSED 100% — recovered SOVC, see election_results); minutes:present 2020-08-18+ (audited-minutes floor); votes:2021-09-21..2023-05-16 (cities.db, D1 — clamped to this tenure)",high,"Re-elected 2019 (recovered from the raw SOVC — the archive parse had missed the `SJD Council` sheets). Seated Jan-2020 (anchored to the first documented 2020 council meeting 2020-01-07 in pmn_backfill; the audited-minutes floor is 2020-08-18 — Jan–Jul 2020 are tally-only PMN). First NAMED vote 2021-09-21 is a DISSENT-ONLY recording seam, not the service start. Continuous service."
south_jordan,Council,D1,District 1,Patrick Harris,patrick_harris,2024-01-02,,reelected,serving,2023,2024-02-06,2026-05-19,"election:2023 (District 1 winner, UNOPPOSED 100%); minutes:2024-01-02 (Oath of Office of City Council Member, Patrick Harris); votes:continuous through 2026-05-19 (cities.db, D1)",high,Re-elected D1 2023 (first D1 term on the plan_2022 lines; oath 2024-01-02). Currently serving.
south_jordan,Council,D2,District 2,Kathie L. Johnson,kathie_johnson,2008-01-01,2012-01-01,elected,lost,2007,,,"election:2007 (District 2 winner, def. Madsen 50.7-49.1); election:2011 (LOST to Newton, rank 2)",medium,"PRE-DATA-FLOOR term (elected 2007; term-start inferred Jan 2008). LOST re-election in 2011 to Chuck Newton (recon: 'Newton +58, unseating Johnson') -> left office Jan 2012. SAME PERSON as the 2023 D2 winner below (returned after a 12-year absence). No observed Council vote in this 2008-2012 window, so first_vote/last_vote are BLANK (clamped to the tenure); her recorded votes fall in her LATER 2024- D2 tenure."
south_jordan,Council,D2,District 2,Chuck Newton,chuck_newton,2012-01-01,2016-01-01,elected,lost,2011,,,"election:2011 (District 2 winner, def. Kathie Johnson 51.9%); election:2015 (LOST to Marlor, rank 2)",medium,PRE-DATA-FLOOR term (elected 2011). LOST re-election in 2015 to Brad Marlor -> left office Jan 2016.
south_jordan,Council,D2,District 2,Brad Marlor,brad_marlor,2016-01-01,2020-01-07,elected,reelected,2015,,,"election:2015 (District 2 winner, def. Newton 66.8%)",medium,"PRE-DATA-FLOOR term (elected 2015; term-start inferred Jan 2016). Re-elected 2019. No observed Council vote in this 2016-2020 window, so first_vote/last_vote are BLANK (clamped to the tenure); his recorded votes (2020-09-15..2023-03-07) fall in his LATER 2020-2024 tenure."
south_jordan,Council,D2,District 2,Brad Marlor,brad_marlor,2020-01-07,2024-01-02,reelected,did-not-run,2019,2020-09-15,2023-03-07,"election:2019 (District 2 winner, as 'Bradley G. Marlor', def. Quinn 60.3% — recovered SOVC); votes:2020-09-15..2023-03-07 (cities.db, D2); minutes:2023-12-05 (Proclamation in recognition of Bradley G. Marlor's Years of Service)",high,"Re-elected D2 2019 (recovered SOVC). Seated Jan-2020 (first documented 2020 meeting 2020-01-07; audited floor 2020-08-18). Served his FULL term through Dec-2023 (present + honored with a years-of-service proclamation 2023-12-05); his last NAMED vote 2023-03-07 is a DISSENT-ONLY recording seam, NOT an early departure. Did not seek re-election in 2023 -> Johnson won. CLEAN cycle-boundary handoff (no vacancy)."
south_jordan,Council,D2,District 2,Kathie L. Johnson,kathie_johnson,2024-01-02,,elected,serving,2023,2024-01-16,2026-05-19,"election:2023 (District 2 winner, def. Bevans 61.7%); minutes:2024-01-02 (Oath of Office of City Council Member, Kathie L. Johnson); votes:2024-01-16..2026-05-19 (cities.db, D2)",high,"RETURNED to D2 2023 after a 12-year absence (she also held D2 2008-2011 — see the first D2 row; SAME PERSON, hence start_event=elected not reelected). Oath 2024-01-02; first NAMED vote 2024-01-16. Serving. This is the D2 Marlor->Johnson transition — a clean end-of-term handoff, NOT a mid-term resignation."
south_jordan,Council,D3,District 3,Brian C. Butters,brian_butters,2010-01-01,2014-01-01,elected,lost,2009,,,"election:2009 (District 3 winner, def. Ross 60.5%); election:2013 (LOST to Shelton, rank 2)",medium,PRE-DATA-FLOOR term (elected 2009; term-start inferred Jan 2010). LOST re-election in 2013 to Don Shelton -> left office Jan 2014.
