motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,1,1,Ordinances amending the General Plan designation/Zone Map classification of approximately 0.78 acres of property generally located at 862 E Quail Valley Dr from Public Facilities (PF) to Residential (R). Edgemont Neighborhood. (PLGPA20190009/ PLRZ20180430) This item was continued to the evening Council Meeting. (3:29:45),Land-Use/Zoning,7:0 Pass,Pass,council_vote,,,unclassified,low,1,singleton,high,,,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-work-session.md,minutes
2,2,1,1,The election of the Municipal Council Chair and Vice-chair. (20-001) (0:32:04),Procedural/Administrative,7:0 Pass,Pass,council_vote,,,unclassified,low,,,,,,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
3,2,1,2,The election of the Municipal Council Chair and Vice-chair. (20-001) (0:32:04),Procedural/Administrative,7:0 Pass,Pass,council_vote,,,unclassified,low,,,,,,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
4,2,1,3,Resolution 2020-01 acknowledging the election of the Chair and Vice-chair of the Provo Municipal Council for calendar year 2020. (20-001) (0:35:57),Resolution,7:0 Pass,Pass,council_vote,,,unclassified,low,,,,,,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
5,2,1,4,The election of the Redevelopment Agency Chair and Vice-chair. (20-001) (0:38:57),Procedural/Administrative,7:0 Pass,Pass,council_vote,,,unclassified,low,,,,,,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
6,2,1,5,The election of the Redevelopment Agency Chair and Vice-chair. (20-001) (0:38:57),Procedural/Administrative,7:0 Pass,Pass,council_vote,,,unclassified,low,,,,,,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
7,3,3,6,Resolution 2019-RDA-01-07-1 acknowledging the appointment of the Chair and Vice- chair of the Redevelopment Agency of Provo City for calendar year 2020. (20-001) (0:39:56),Appointment,7:0 Pass,Pass,rda_vote,,,unclassified,low,,,,,,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
8,2,1,7,"An ordinance amending the Zone Map classification of approx 0.78 acres of real property, generally located at 862 East Quail Valley Drive, from Public Facilities (PF) Low Density Residential (LDR). Edgemont Neighborhood. (PLRZ20180430) (0:39:56)",Land-Use/Zoning,0:7 Fail,Fail,council_vote,,,unclassified,low,2,singleton,high,68,28,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
9,2,1,8,"An ordinance amending the Zone Map classification of approx 0.78 acres of real property, generally located at 862 East Quail Valley Drive, from Public Facilities (PF) Low Density Residential (LDR). Edgemont Neighborhood. (PLRZ20180430) (0:39:56)",Land-Use/Zoning,0:7 Fail,Fail,council_vote,,,unclassified,low,3,singleton,high,68,28,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
10,4,1,1,Public Works Dept. requests a General Plan Amendment to correct language in Area 5 of the Annexation Policy Map. North Timpview Neighborhood. PLGPA20190410,Land-Use/Zoning,7:0 Pass,Pass,council_vote,,,unclassified,low,4,singleton,high,,,1,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_council-regular-meeting.md,minutes
11,5,1,1,Discussion of Councilors' committee assignments. (20-021) (1:02:43),Other,6:0 Pass,Pass,council_vote,,,unclassified,low,,,,,,1,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_council-work-session.md,minutes
12,4,1,2,"Courtyard at Jamestown, LLC, requests an Ordinance Text Amendment to the Professional Office Zone (Section 14.16.120). Citywide application. PLOTA20190432",Land-Use/Zoning,7:0 Pass,Pass,council_vote,,,unclassified,low,5,singleton,high,,,1,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_council-regular-meeting.md,minutes
13,5,1,2,Discussion of Councilors' committee assignments. (20-021) (1:02:43),Contract/Purchase,6:0 Pass,Pass,council_vote,,,unclassified,low,,,,,,1,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_council-work-session.md,minutes
