application_id,app_key,body_id,name,rep_title
1,Council|s|meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-work-session.md|1,1,,Ordinances amending the General Plan designation/Zone Map classification of approximately 0.78 acres of property generally located at 862 E Quail Valley Dr from Public Facilities (PF) to Residential (R). Edgemont Neighborhood. (PLGPA20190009/ PLRZ20180430) This item was continued to the evening Council Meeting. (3:29:45)
2,Council|s|meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md|7,1,,"An ordinance amending the Zone Map classification of approx 0.78 acres of real property, generally located at 862 East Quail Valley Drive, from Public Facilities (PF) Low Density Residential (LDR). Edgemont Neighborhood. (PLRZ20180430) (0:39:56)"
3,Council|s|meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md|8,1,,"An ordinance amending the Zone Map classification of approx 0.78 acres of real property, generally located at 862 East Quail Valley Drive, from Public Facilities (PF) Low Density Residential (LDR). Edgemont Neighborhood. (PLRZ20180430) (0:39:56)"
4,Council|s|meeting_minutes/minutes/2020/2020-01-20/2020-01-21_council-regular-meeting.md|1,1,,Public Works Dept. requests a General Plan Amendment to correct language in Area 5 of the Annexation Policy Map. North Timpview Neighborhood. PLGPA20190410
5,Council|s|meeting_minutes/minutes/2020/2020-01-20/2020-01-21_council-regular-meeting.md|2,1,,"Courtyard at Jamestown, LLC, requests an Ordinance Text Amendment to the Professional Office Zone (Section 14.16.120). Citywide application. PLOTA20190432"
6,Council|s|meeting_minutes/minutes/2020/2020-01-20/2020-01-21_council-regular-meeting.md|3,1,,"Quinn Peterson, Downtown Neighborhood Chair, requests an ordinance amendment to allow approval of restaurants with ancillary microbrewing as a permitted use in the SC3, DT1, and DT2 zones. Citywide application. PLOTA20190378"
7,Council|s|meeting_minutes/minutes/2020/2020-01-20/2020-01-21_council-work-session.md|3,1,,"Quinn Peterson, Downtown Neighborhood Chair, requests an ordinance amendment to allow approval of restaurants with ancillary microbrewing as a permitted use in the SC3, DT1, and DT2 zones. Citywide application. (PLOTA20190378) (3:22:46)"
8,Council|s|meeting_minutes/minutes/2020/2020-02-03/2020-02-04_council-work-session.md|3,1,,"An ordinance amending the General Plan designation of approx. 151 acres, generally located between 300 E. and 1000 E. and between 4800 N. and 6000 N., from Agricultural (A) to Residential (R). North Timpview Neighborhood. (PLGPA20190352) (3:01:26)"
9,Council|s|meeting_minutes/minutes/2020/2020-02-17/2020-02-18_council-work-session.md|1,1,,A discussion regarding zoning enforcement. (20-037) (2:01:13)
10,Council|s|meeting_minutes/minutes/2020/2020-02-17/2020-02-18_council-regular-meeting.md|7,1,,An Ordinance 2020-03 amending Provo City Code to allow restaurants with ancillary microbrewing as a permitted use in certain zones. (PLOTA20190378) (0:29:59)
