vote_id,motion_id,person_id,vote_value
1,2,17,Aye
2,2,28,Aye
3,2,30,Aye
4,2,31,Aye
5,2,37,Aye
6,2,66,Aye
7,2,68,Aye
8,3,17,Aye
9,3,28,Aye
10,3,30,Aye
11,3,31,Aye
12,3,37,Aye
13,3,66,Aye
14,3,68,Aye
15,4,17,Aye
16,4,28,Aye
17,4,30,Aye
18,4,31,Aye
19,4,37,Aye
20,4,66,Aye
21,4,68,Aye
22,5,17,Aye
23,5,28,Aye
24,5,30,Aye
25,5,31,Aye
26,5,37,Aye
27,5,66,Aye
28,5,68,Aye
29,6,17,Aye
30,6,28,Aye
31,6,30,Aye
32,6,31,Aye
33,6,37,Aye
34,6,66,Aye
35,6,68,Aye
36,7,17,Aye
37,7,28,Aye
38,7,30,Aye
39,7,31,Aye
40,7,37,Aye
41,7,66,Aye
42,7,68,Aye
43,8,17,Nay
44,8,28,Nay
45,8,30,Nay
46,8,31,Nay
47,8,37,Nay
48,8,66,Nay
49,8,68,Nay
50,9,17,Nay
51,9,28,Nay
52,9,30,Nay
53,9,31,Nay
54,9,37,Nay
55,9,66,Nay
56,9,68,Nay
57,10,17,Aye
58,10,28,Aye
59,10,30,Aye
60,10,31,Aye
61,10,37,Aye
62,10,66,Aye
63,10,68,Aye
64,11,68,Absent
65,12,17,Aye
66,12,28,Aye
67,12,30,Aye
68,12,31,Aye
69,12,37,Aye
70,12,66,Aye
71,12,68,Aye
72,13,68,Absent
73,14,17,Aye
74,14,28,Aye
75,14,30,Aye
76,14,31,Aye
77,14,37,Aye
78,14,66,Aye
79,14,68,Aye
80,15,68,Absent
81,17,17,Aye
82,17,28,Aye
83,17,30,Aye
84,17,31,Aye
85,17,37,Aye
86,17,66,Aye
87,17,68,Aye
88,19,17,Nay
89,19,28,Nay
90,19,30,Nay
91,19,31,Nay
92,19,37,Nay
93,19,66,Nay
94,19,68,Nay
95,22,17,Aye
96,22,28,Aye
97,22,30,Aye
98,22,31,Aye
99,22,37,Aye
100,22,66,Aye
101,22,68,Aye
102,24,17,Aye
103,24,28,Aye
104,24,30,Aye
105,24,31,Aye
106,24,37,Aye
107,24,66,Aye
108,24,68,Aye
109,25,17,Aye
110,25,28,Aye
111,25,30,Aye
112,25,31,Aye
113,25,37,Aye
114,25,66,Aye
115,25,68,Aye
116,26,17,Aye
117,26,28,Aye
118,26,30,Aye
119,26,31,Aye
120,26,37,Aye
121,26,66,Aye
122,26,68,Aye
123,27,17,Aye
124,27,28,Aye
125,27,30,Aye
126,27,31,Aye
127,27,37,Aye
128,27,66,Aye
129,27,68,Aye
130,28,17,Aye
131,28,28,Aye
132,28,30,Aye
133,28,31,Aye
134,28,37,Aye
135,28,66,Aye
136,28,68,Aye
137,29,17,Aye
138,29,28,Aye
139,29,30,Aye
140,29,31,Aye
141,29,37,Aye
142,29,66,Aye
143,29,68,Aye
144,30,17,Nay
145,30,28,Aye
146,30,30,Nay
147,30,31,Aye
148,30,37,Nay
149,30,66,Aye
150,30,68,Aye
151,32,17,Aye
152,32,28,Aye
153,32,30,Aye
154,32,31,Aye
155,32,37,Aye
156,32,66,Aye
157,32,68,Aye
158,34,17,Aye
159,34,28,Nay
160,34,30,Aye
161,34,31,Nay
162,34,37,Aye
163,34,66,Aye
164,34,68,Aye
165,36,17,Aye
166,36,28,Nay
167,36,30,Aye
168,36,31,Nay
169,36,37,Aye
170,36,66,Aye
171,36,68,Nay
172,38,17,Aye
173,38,28,Aye
174,38,30,Aye
175,38,31,Aye
176,38,37,Aye
177,38,66,Nay
178,38,68,Aye
179,39,17,Aye
180,39,28,Aye
181,39,30,Aye
182,39,31,Aye
183,39,37,Aye
184,39,66,Aye
185,39,68,Aye
186,40,17,Aye
187,40,28,Aye
188,40,30,Aye
189,40,31,Aye
190,40,37,Aye
191,40,66,Aye
192,40,68,Aye
193,41,17,Aye
194,41,28,Aye
195,41,30,Aye
196,41,31,Aye
197,41,37,Aye
198,41,66,Aye
199,41,68,Aye
200,42,17,Aye
201,42,28,Aye
202,42,30,Aye
203,42,31,Aye
204,42,37,Aye
205,42,66,Aye
206,42,68,Aye
207,43,17,Aye
208,43,28,Nay
209,43,30,Aye
210,43,31,Nay
211,43,37,Aye
212,43,66,Aye
213,43,68,Aye
214,44,17,Aye
215,44,28,Aye
216,44,30,Aye
217,44,31,Aye
218,44,37,Aye
219,44,66,Aye
220,44,68,Aye
221,46,17,Aye
222,46,28,Aye
223,46,30,Aye
224,46,31,Aye
225,46,37,Aye
226,46,66,Aye
227,46,68,Aye
228,47,17,Aye
229,47,28,Aye
230,47,30,Aye
231,47,31,Aye
232,47,37,Aye
233,47,66,Aye
234,47,68,Aye
235,48,17,Nay
236,48,28,Nay
237,48,30,Nay
238,48,37,Nay
239,49,17,Aye
240,49,28,Aye
241,49,30,Aye
242,49,31,Aye
243,49,37,Aye
244,49,66,Aye
245,49,68,Aye
246,50,17,Nay
247,53,17,Aye
248,53,28,Nay
249,53,30,Nay
250,53,31,Aye
251,53,37,Aye
252,53,66,Aye
253,53,68,Aye
254,54,17,Aye
255,54,28,Nay
256,54,30,Nay
257,54,31,Aye
258,54,37,Aye
259,54,66,Aye
260,54,68,Aye
261,55,31,Nay
262,55,66,Nay
263,55,68,Nay
264,57,17,Aye
265,57,28,Aye
266,57,30,Aye
267,57,31,Aye
268,57,37,Aye
269,57,66,Aye
270,57,68,Aye
271,58,17,Aye
272,58,28,Aye
273,58,30,Aye
274,58,31,Aye
275,58,37,Aye
276,58,66,Aye
277,58,68,Aye
278,59,17,Aye
279,59,28,Nay
280,59,30,Aye
281,59,31,Nay
282,59,37,Aye
283,59,66,Nay
284,59,68,Nay
285,60,17,Nay
286,60,28,Aye
287,60,30,Nay
288,60,31,Aye
289,60,37,Aye
290,60,66,Aye
291,60,68,Aye
292,61,17,Nay
293,61,28,Aye
294,61,30,Nay
295,61,31,Aye
296,61,37,Nay
297,61,66,Aye
298,61,68,Aye
299,63,17,Aye
300,63,28,Aye
301,63,30,Aye
302,63,31,Aye
303,63,37,Aye
304,63,66,Aye
305,63,68,Aye
306,64,17,Aye
307,64,28,Aye
308,64,30,Aye
309,64,31,Aye
310,64,37,Aye
311,64,66,Aye
312,64,68,Aye
313,66,17,Aye
314,66,28,Aye
315,66,30,Aye
316,66,31,Aye
317,66,37,Aye
318,66,66,Aye
319,66,68,Aye
320,68,17,Aye
321,68,28,Aye
322,68,30,Aye
323,68,31,Aye
324,68,37,Aye
325,68,66,Aye
326,68,68,Aye
327,69,17,Aye
328,69,28,Aye
329,69,30,Aye
330,69,31,Aye
331,69,37,Aye
332,69,66,Aye
333,69,68,Aye
334,70,17,Aye
335,70,28,Aye
336,70,30,Aye
337,70,31,Aye
338,70,37,Aye
339,70,66,Aye
340,70,68,Aye
341,71,17,Aye
342,71,28,Aye
343,71,30,Aye
344,71,31,Aye
345,71,37,Aye
346,71,66,Aye
347,71,68,Aye
348,72,17,Aye
349,72,28,Aye
350,72,30,Aye
351,72,31,Aye
352,72,37,Aye
353,72,66,Aye
354,72,68,Aye
355,73,17,Aye
356,73,28,Aye
357,73,30,Aye
358,73,31,Aye
359,73,37,Aye
360,73,66,Aye
361,73,68,Aye
362,74,17,Aye
363,74,28,Aye
364,74,30,Aye
365,74,31,Aye
366,74,37,Aye
367,74,66,Aye
368,74,68,Aye
369,75,17,Aye
370,75,28,Aye
371,75,30,Aye
372,75,31,Aye
373,75,37,Aye
374,75,66,Aye
375,75,68,Aye
376,76,17,Aye
377,76,28,Aye
378,76,30,Aye
379,76,31,Aye
380,76,37,Aye
381,76,66,Aye
382,76,68,Aye
383,77,17,Aye
384,77,28,Aye
385,77,30,Aye
386,77,31,Aye
387,77,37,Aye
388,77,66,Aye
389,77,68,Aye
390,78,17,Aye
391,78,28,Aye
392,78,30,Aye
393,78,31,Aye
394,78,37,Aye
395,78,66,Aye
396,78,68,Aye
397,80,17,Aye
