meeting_id,body_id,meeting_date,title,source_file
1,1,2020-01-07,Council Work Session,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-work-session.md
2,1,2020-01-07,Council Regular Meeting,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
3,3,2020-01-07,Council Regular Meeting,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
4,1,2020-01-21,Council Regular Meeting,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_council-regular-meeting.md
5,1,2020-01-21,Council Work Session,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_council-work-session.md
6,1,2020-02-04,Council Work Session,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_council-work-session.md
7,1,2020-02-04,Council Regular Meeting,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_council-regular-meeting.md
8,1,2020-02-18,Council Work Session,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_council-work-session.md
9,1,2020-02-18,Council Regular Meeting,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_council-regular-meeting.md
10,1,2020-03-10,Council Work Session,meeting_minutes/minutes/2020/2020-03-09/2020-03-10_council-work-session.md
11,1,2020-03-10,Council Regular Meeting,meeting_minutes/minutes/2020/2020-03-09/2020-03-10_council-regular-meeting.md
12,3,2020-03-10,Council Regular Meeting,meeting_minutes/minutes/2020/2020-03-09/2020-03-10_council-regular-meeting.md
13,1,2020-03-31,Council Work Session,meeting_minutes/minutes/2020/2020-03-30/2020-03-31_council-work-session.md
14,1,2020-03-31,Council Regular Meeting,meeting_minutes/minutes/2020/2020-03-30/2020-03-31_council-regular-meeting.md
15,1,2020-04-14,Council Work Session,meeting_minutes/minutes/2020/2020-04-13/2020-04-14_council-work-session.md
16,1,2020-04-14,Council Regular Meeting,meeting_minutes/minutes/2020/2020-04-13/2020-04-14_council-regular-meeting.md
17,1,2020-04-21,Council Work Session,meeting_minutes/minutes/2020/2020-04-20/2020-04-21_council-work-session.md
18,1,2020-04-21,Council Regular Meeting,meeting_minutes/minutes/2020/2020-04-20/2020-04-21_council-regular-meeting.md
19,1,2020-05-05,Council Work Session,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_council-work-session.md
20,1,2020-05-05,Council Regular Meeting,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_council-regular-meeting.md
21,1,2020-05-19,Council Regular Meeting,meeting_minutes/minutes/2020/2020-05-18/2020-05-19_council-regular-meeting.md
22,3,2020-05-19,Council Regular Meeting,meeting_minutes/minutes/2020/2020-05-18/2020-05-19_council-regular-meeting.md
23,1,2020-06-02,Council Work Session,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_council-work-session.md
24,1,2020-06-02,Council Regular Meeting,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_council-regular-meeting.md
25,1,2020-06-16,Council Work Session,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_council-work-session.md
26,1,2020-06-16,Council Regular Meeting,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_council-regular-meeting.md
27,3,2020-06-16,Council Regular Meeting,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_council-regular-meeting.md
28,1,2020-07-07,Council Work Session,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_council-work-session.md
29,1,2020-07-07,Council Regular Meeting,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_council-regular-meeting.md
30,3,2020-07-07,Council Regular Meeting,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_council-regular-meeting.md
31,1,2020-07-21,Council Regular Meeting,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_council-regular-meeting.md
32,1,2020-07-21,Council Work Session,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_council-work-session.md
33,1,2020-08-04,Council Work Session,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_council-work-session.md
34,1,2020-08-04,Council Regular Meeting,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_council-regular-meeting.md
35,1,2020-08-18,Council Regular Meeting,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_council-regular-meeting.md
36,1,2020-08-18,Council Work Session,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_council-work-session.md
37,1,2020-08-20,Council Regular Meeting,meeting_minutes/minutes/2020/2020-08-17/2020-08-20_council-regular-meeting.md
38,1,2020-08-25,Council Regular Meeting,meeting_minutes/minutes/2020/2020-08-24/2020-08-25_council-regular-meeting.md
