source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,1,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,1,2020-01-07,Council,Other,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,rule:proc-agenda,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,2,2020-01-07,Council,Other,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,rule:proc-report,medium
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,3,2020-01-07,Council,Other,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,rule:proc-report,medium
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,4,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,5,2020-01-07,Council,Ordinance,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,rule:ph-openclose,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,6,2020-01-07,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,7,2020-01-07,Council,Ordinance,Budget,,final-action,pass,,,,voice,Voice Pass,rule:budget,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,8,2020-01-07,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,9,2020-01-07,Council,Ordinance,Land-Use,Vacation,final-action,pass,7,0,,roll-call,7-0 Pass,rule:lu-vacate,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,10,2020-01-07,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,medium
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,11,2020-01-07,Council,Other,Other,,final-action,pass,7,0,,roll-call,7-0 Pass,rule:no-signal,low
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,12,2020-01-07,Council,Other,Appointment,,final-action,pass,6,1,,roll-call,6-1 Pass,rule:officer-elect,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,13,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high
