city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
white_city,Council,MAYOR,At-Large,Paulina Flint,paulina_flint,2017-01-01,2020-01-02,elected,reelected,2016,,,"minutes:2018-01-04 (present; 'Council Member Flint, Chair, presided'); votes:2021-09-02 (only named vote — tally-only city)",medium,"Initial metro-township council (elected Nov-2016 even-year general — NOT in the odd-year election archive; 2017 is agenda-only). Cohort-A seat. Chair titled 'Mayor' by courtesy (S.B.175, May 2018) and VOTES. seat_id MAYOR labels the presiding-officer chain that becomes the executive mayoralty at the city seam."
white_city,Council,MAYOR,At-Large,Paulina Flint,paulina_flint,2020-01-02,2024-01-04,reelected,reelected,2019,2021-09-02,2021-09-02,"election:2019 (Council winner, 559 rank3 of the grouped vote-for-3); minutes:2020-01-02 (oath — 're-elected Council Members Paulina Flint and Allan Perry and newly elected Council Member Scott Little'; elected Mayor/Chair)",high,Peer-selected Mayor/Chair (voting).
white_city,Council,MAYOR,At-Large,Paulina Flint,paulina_flint,2024-01-04,2026-01-08,reelected,lost,2023,,,"election:2023 (Council winner, 579 rank1 of the grouped vote-for-3); minutes:2024-01-04 (oath — 're-elected Council Members Paulina Flint and Greg Shelton'; re-elected Mayor)",high,"Under HB35 the chair-mayoralty converted to a DIRECTLY-ELECTED executive Mayor; Flint ran for it in 2025 and LOST to Allan Perry (456 v 740), so the presiding seat passes to Perry 2026-01-08. Her council service ends there."
white_city,Mayor,MAYOR,At-Large,Allan Perry,allan_perry,2026-01-08,,elected,serving,2025,2026-01-08,2026-05-07,"election:2025 (Mayor winner, 740 def. Paulina Flint 456, 61.9%); minutes:2026-01-08 (oath — 'the oath of office to ... Mayor Allan Perry')",high,"First directly-elected executive Mayor (HB35 city). VOTES (max roll 5). Perry previously held council seat AL-A2 (2020-2024, see that seat) — the same person, two eras."
white_city,Council,AL-A2,At-Large,Allan Perry,allan_perry,2017-01-01,2020-01-02,elected,reelected,2016,,,minutes:2018-01-04 (present),medium,"Initial metro-township council (Nov-2016 founding, pre-data). Cohort A."
white_city,Council,AL-A2,At-Large,Allan Perry,allan_perry,2020-01-02,2024-01-04,reelected,unknown,2019,,,"election:2019 (Council winner, 589 rank2 of the grouped vote-for-3); minutes:2020-01-02 (oath — 're-elected ... Allan Perry')",high,NOT a candidate in the 2023 council race -> did not seek council re-election; term expired 2024-01-04 (mechanism unrecorded -> unknown). Later won the 2025 Mayor race (see seat MAYOR).
white_city,Council,AL-A2,At-Large,Tyler Huish,tyler_huish,2024-01-04,,elected,serving,2023,2024-06-06,2026-05-07,"election:2023 (Council winner, 448 rank3 of the grouped vote-for-3); minutes:2024-01-04 (oath — newly elected Council Member Tyler Huish)",high,"Within-cohort seat number A2 vs A3 (Huish and Shelton, 2023 co-arrivals) is a labelling choice, not source-attested; person-tenure is exact. City seat 'A'/'D' (up 2027) = AL-A2/AL-A3."
white_city,Council,AL-A3,At-Large,Cody Cutler,cody_cutler,2017-01-01,2020-01-02,elected,lost,2016,,,"minutes:2018-01-04 (present); election:2019 (ran, 532 rank4 — lost the grouped vote-for-3)",medium,"Initial metro-township council (Nov-2016 founding, pre-data). Lost his cohort-A seat to Scott Little in the 2019 vote-for-3. Casts no named vote in cities.db (tally-only era)."
white_city,Council,AL-A3,At-Large,Scott Little,scott_little,2020-01-02,2022-12-01,elected,deceased,2019,2020-01-02,2022-05-05,"election:2019 (Council winner, 622 rank1 of the grouped vote-for-3); minutes:2020-01-02 (oath — newly elected Council Member Scott Little)",high,"DIED unexpectedly Nov 2022 (car accident — 2022-11-10 minutes note the accident, excused; last present 2022-10-13; last named vote 2022-05-05). Exact death date not printed in minutes; the seat vacancy was NOTICED 2022-12-01 (applications closed 2022-12-22). Modeled vacate_date=2022-12-01 -> explicit VACANT interval to the Shelton appointment 2023-01-05."
white_city,Council,AL-A3,At-Large,VACANT,vacant,2022-12-01,2023-01-05,vacated,filled,,,,"minutes:2022-12-01 (council vacancy declared/noticed); minutes:2023-02-02 ('In November, 2022, Council Member Scott Little passed away unexpectedly')",high,Explicit VACANT interval: seat empty between the predecessor's documented departure and the successor's seating (no two people hold one seat at once).
white_city,Council,AL-A3,At-Large,Greg Shelton,greg_shelton,2023-01-05,2024-01-04,appointed,reelected,,,,appt:2023-01-05 (minutes — Resolution 23-01-02 'APPOINTING GREG SHELTON TO FILL AN UNEXPIRED TERM'; oath administered; footnote 'Council Member Shelton was sworn in and acted on agenda items'),high,Appointed to fill Scott Little's unexpired cohort-A term (applicants Huish & Shelton interviewed; Shelton selected). Then won the seat outright in 2023.
white_city,Council,AL-A3,At-Large,Greg Shelton,greg_shelton,2024-01-04,,elected,serving,2023,2026-01-08,2026-05-07,"election:2023 (Council winner, 558 rank2 of the grouped vote-for-3); minutes:2024-01-04 (oath — 're-elected Council Members Paulina Flint and Greg Shelton')",high,Transitioned appointed->elected on the same seat (continuous service). Seat number A3 vs A2 is a labelling choice (see AL-A2).
white_city,Council,AL-B1,At-Large,Linda Price,linda_price,2017-01-01,2022-01-06,elected,reelected,2016,,,minutes:2018-01-04 (present),medium,"Initial metro-township council (Nov-2016 founding, pre-data). Cohort B (2 seats, 2017/2021/2025 cycle)."
white_city,Council,AL-B1,At-Large,Linda Price,linda_price,2022-01-06,2026-01-08,reelected,reelected,2021,,,minutes:2022-01-06 (oath — 're-elected Council Member Linda Price'); election:2021 ABSENT from the county SOVC (uncontested cohort-B general; honest gap — seating anchored to the oath),high,"The 2021 White City council general is not in the county SOVC (uncontested seats carry no tally sheet). The 2022-01-06 oath documents the seating -> confidence high on the seating, gap on the tally."
white_city,Council,AL-B1,At-Large,Linda Price,linda_price,2026-01-08,,reelected,serving,2025,2026-01-08,2026-05-07,"election:2025 (Council 'At-Large B' winner, 730, 70.4%); minutes:2026-01-08 (oath — 'Council Member Linda Price')",high,"2025 was the FIRST city-era election with NUMBERED, single-seat LETTERED contests: this seat ran as 'At-Large B'. (The 2019/2023 township races were grouped vote-for-3.)"
white_city,Council,AL-B2,At-Large,Kay Dickerson,kay_dickerson,2017-01-01,2021-07-08,elected,resigned,2016,,,minutes:2018-01-04 (present; later Mayor Pro Tem),medium,"Initial metro-township council (Nov-2016 founding, pre-data). Cohort B. RESIGNED 2021-07-08 (letter 'effective immediately') -> explicit VACANT interval to the Cardenaz appointment 2021-08-05. Casts no named vote in cities.db (tally-only era)."
white_city,Council,AL-B2,At-Large,VACANT,vacant,2021-07-08,2021-08-05,vacated,filled,,,,minutes:2021-07-08 (resignation letter read — 'I tender my resignation ... effective immediately'; Council moved to accept),high,Explicit VACANT interval: seat empty between the predecessor's documented departure and the successor's seating (no two people hold one seat at once).
white_city,Council,AL-B2,At-Large,Phillip Cardenaz,phillip_cardenaz,2021-08-05,2022-01-06,appointed,reelected,,2021-09-02,2021-09-02,appt:2021-08-05 (minutes — Resolution 2021-08-01 'APPOINTING PHILLIP CARDENAZ TO FILL AN UNEXPIRED TERM'; oath administered),high,Appointed to fill Dickerson's unexpired cohort-B term (present & voting by 2021-09-02). Then won the seat in the (uncontested) 2021 general.
