date,year,title,slug,path,source,source_url,format
2020-01-09,2020,City Council,city-council-meeting,minutes/2020/2020-01-06/2020-01-09_city-council-meeting.md,civicclerk,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4282,plainText=false)",text
2020-01-16,2020,City Council,city-council-meeting,minutes/2020/2020-01-13/2020-01-16_city-council-meeting.md,civicclerk,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4179,plainText=false)",text
2020-01-21,2020,City Council,city-council-meeting,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,civicclerk,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4138,plainText=false)",text
2020-01-30,2020,City Council,city-council-meeting,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md,civicclerk,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4029,plainText=false)",text
2020-02-06,2020,City Council,city-council-meeting,minutes/2020/2020-02-03/2020-02-06_city-council-meeting.md,civicclerk,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3928,plainText=false)",text
2020-02-13,2020,City Council,city-council-meeting,minutes/2020/2020-02-10/2020-02-13_city-council-meeting.md,civicclerk,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3817,plainText=false)",text
2020-02-14,2020,City Council,city-council-meeting,minutes/2020/2020-02-10/2020-02-14_city-council-meeting.md,civicclerk,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3801,plainText=false)",text
2020-02-27,2020,City Council,city-council-meeting,minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md,civicclerk,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3671,plainText=false)",text
2020-03-05,2020,City Council,city-council-meeting,minutes/2020/2020-03-02/2020-03-05_city-council-meeting.md,civicclerk,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3569,plainText=false)",text
2020-03-19,2020,City Council,city-council-meeting,minutes/2020/2020-03-16/2020-03-19_city-council-meeting.md,civicclerk,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3402,plainText=false)",text
2020-04-09,2020,City Council,city-council-meeting,minutes/2020/2020-04-06/2020-04-09_city-council-meeting.md,civicclerk,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3165,plainText=false)",text
