body_id,body_name,date,flag_class,evidence_url,pmn_title,pmn_files,known_unrecovered,note
1869,Planning Commission,2020-04-08,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/598079.html,Nephi Planning Commission Agenda,,,no repo record of this meeting date at all (lower confidence)
1788,City Council,2020-12-09,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/645379.html,Nephi Planning Commission Agenda,,,no repo record of this meeting date at all (lower confidence)
1869,Planning Commission,2021-02-10,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/657115.html,Nephi City Planning Commission Agenda,,,no repo record of this meeting date at all (lower confidence)
1788,City Council,2021-10-13,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/708787.html,Planning Commission Agenda,,,no repo record of this meeting date at all (lower confidence)
1869,Planning Commission,2022-02-23,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/737973.html,PC Work Meeting Agenda,,,no repo record of this meeting date at all (lower confidence)
1869,Planning Commission,2024-07-10,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/926411.html,Public Meeting,,,no repo record of this meeting date at all (lower confidence)
1869,Planning Commission,2025-07-09,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1008193.html,Agenda Public Meeting,,,no repo record of this meeting date at all (lower confidence)
1869,Planning Commission,2025-09-23,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1025413.html,Public Hearing Notice,,,no repo record of this meeting date at all (lower confidence)
1869,Planning Commission,2026-03-11,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1064985.html,Agenda Public Meeting,,,no repo record of this meeting date at all (lower confidence)
1788,City Council,2020-11-24,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/648493.html,Nephi City Work Session Minutes,WS 11-24-20.docx,,
1788,City Council,2021-10-12,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/720709.html,Nephi City Council Minutes,WS 10-12-21.docx,,
1788,City Council,2022-02-22,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/749613.html,Nephi City Work Session Minutes,WS 2-22-22.docx,,
1788,City Council,2022-04-26,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/760655.html,Nephi City Work Session Minutes,WS 4-26-22.docx,,
1788,City Council,2022-07-26,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/772915.html,Nephi City Council Minutes,WS 7-26-22.docx,,
1788,City Council,2023-03-07,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/823891.html,Council Meeting Minutes,CM 3-7-23.docx,,
1788,City Council,2024-06-25,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/931023.html,City Council Work Session Minutes,WS 6-25-24 (1).docx,,
1869,Planning Commission,2026-05-13,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/1075283.html,Public Hearing Notice,PC 5-13-26.pdf,yes,recovery lead (date already logged unrecovered)
