dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,1,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,1
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,2,2020-01-07,Council,Appointment,Appointment,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,2
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,3,2020-01-07,Council,Interlocal,Interlocal,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,3
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,4,2020-01-07,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,medium,4
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,5,2020-01-07,Council,Contract/Purchase,Contract-Purchase,,final-action,pass,3,0,,roll-call,3-0 Pass,crosswalk,high,5
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,6,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,6
meeting_minutes,pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,1,2020-01-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,7
meeting_minutes,pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,2,2020-01-21,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,8
meeting_minutes,pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,3,2020-01-21,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,9
meeting_minutes,pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,4,2020-01-21,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,10
