motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,1,1,to approve the consent agenda,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,23,7,1,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,minutes
2,1,1,2,to approve Resolution No. 2020-R- 01 Confirming the Mayor’s Appointment of James “Nate” Rockwood as the Community Development Director for Midvale City,Appointment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,13,1,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,minutes
3,1,1,3,"to Adopt Resolution No. 2020-R-02 a Resolution Authorizing the Mayor to enter into a Revised and Restated Interlocal Cooperation Agreement between Public Entities to Create and , Govern the Unified Fire Authority",Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,,1,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,minutes
4,1,1,4,to adopt Resolution No. 2020-R-03 Authorizing the Mayor of Midvale City to Execution of a Loan Agreement between the Utah Department of Transportation and Midvale City for a State Infrastructure Bank Fund Loan subject to such other terms and conditions as recommended by Midvale City’s legal counsel,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,13,1,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,minutes
5,1,1,5,"to approve Resolution No. 2020-R- 04 Approving the Term Sheet for a Construction Loan Agreement with Arbor Gardner Bingham Junction Office 4, LC and Authorizing the Mayor and City Manager of Midvale City to execute a Loan Agreement and other related documents based on the Term Sheet, subject to such other terms and conditions as recommended by Midvale City’s legal counsel",Contract/Purchase,3-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,13,1,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,minutes
6,1,1,6,to adjourn the meeting,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,23,25,0,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,minutes
7,2,1,1,to approve the consent agenda,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,23,7,1,pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,pmn_minutes
8,2,1,2,to approve Resolution No.2020-R-05 A Resolution Approving the Mayor and City Council’s Board and Committee Assignments,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,25,1,pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,pmn_minutes
9,2,1,3,to Adopt Resolution No. 2020-R-06 A Resolution by the Midvale City Council in Support of Ratification by the State of Utah of the Equal Rights Amendment to the United States Constitution,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,,1,pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,pmn_minutes
10,2,1,4,"to approve Ordinance No. 2020- O-01 to Amend the Midvale Municipal Code Chapters 5.04, 7.01, 7.02, 7.03, and section 17-3-14 to Standardize the City’s Administrative Appeals Processes",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,25,1,pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,pmn_minutes
11,2,1,5,to adjourn the meeting,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,23,25,0,pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,pmn_minutes
12,3,4,1,to approve the consent agenda,Procedural/Administrative,5-0 Pass,Pass,rda_vote,,procedural,keyword,high,,,,23,7,1,pmn_backfill/text/2020-01-21__rda__RDA-Minutes-1-21-2020.txt,pmn_minutes
13,3,4,2,to Adopt Resolution No. 2020-02RDA Amending the Museum Property Request for Proposals Term Sheet and Authorizes the Marketing of the Property for Disposition,Resolution,5-0 Pass,Pass,rda_vote,,approve,keyword,high,1,singleton,high,7,25,1,pmn_backfill/text/2020-01-21__rda__RDA-Minutes-1-21-2020.txt,pmn_minutes
14,3,4,3,to adjourn the meeting. Board Member Dustin Gettel SECONDED the motion,Procedural/Administrative,Unanimous Pass,Pass,rda_vote,,procedural,keyword,high,2,singleton,high,23,,0,pmn_backfill/text/2020-01-21__rda__RDA-Minutes-1-21-2020.txt,pmn_minutes
15,4,1,1,to go into a public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,25,7,0,minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,minutes
16,4,1,2,to close the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,25,7,0,minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,minutes
17,4,1,3,to approve Resolution No. 2020-R-07 Approving an Amendment to the Midvale City Fee Schedule for FY2020,Resolution,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,25,1,minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,minutes
18,4,1,4,to go into a public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,25,7,0,minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,minutes
19,4,1,5,to close the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,25,7,0,minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,minutes
20,4,1,6,"to approve Ordinance No. 2020- 0-02 for Proposed Text Amendment to Adopt Zoning Ordinance Requirements relating to Medical Cannabis and Retail Specialty Tobacco Business Uses in Title 17, Zoning Midvale City Code",Land-Use/Zoning,4-0 Pass,Pass,council_vote,,approve,keyword,high,3,singleton,high,13,18,1,minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,minutes
21,4,1,7,to approve the Consent Agenda,Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,13,7,1,minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,minutes
22,4,1,8,to approve Ordinance No. 2020- 0-03 Amending Midvale City Code Chapter 12.12 Excavations within City Rights-of-Way,Ordinance,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,25,1,minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,minutes
23,4,1,9,to adjourn the meeting,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,13,7,0,minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,minutes
24,5,1,1,to open the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,23,7,0,minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,minutes
25,5,1,2,to close the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,23,7,0,minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,minutes
26,5,1,3,that we table decision on Main Street Form Based Code and direct staff to prepare an ordinance for consideration at a later meeting with the following changes to document as presented with a minimum requirement for residential of at least 60% of the maximum currently stated,Land-Use/Zoning,4-0 Pass,Pass,council_vote,,table,keyword,high,4,singleton,high,7,13,1,minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,minutes
27,5,1,4,to approve the consent agenda,Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,23,13,1,minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,minutes
28,5,1,5,to go into closed session to discuss pending or reasonably imminent litigation,Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,13,23,1,minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,minutes
29,5,1,6,to reconvene into open session. Council Member Bryant Brown SECONDED the motion,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,13,,0,minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,minutes
30,5,1,7,to approve Resolution No.2020-R-09 declaring the property located at 297 East Fort Union Boulevard surplus with conditions for its disposal as presented,Resolution,3-1 Pass,Pass,council_vote,,approve,keyword,high,,,,7,18,1,minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,minutes
31,5,1,8,to adjourn the meeting,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,23,18,0,minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,minutes
32,6,1,1,to move the public hearing after the discussion items,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,25,7,0,minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md,minutes
33,6,1,2,to approve the Consent Agenda,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,23,25,1,minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md,minutes
34,6,1,3,to open this item to public comment,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,25,7,0,minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md,minutes
35,6,1,4,to close this item to public comment,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,23,7,0,minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md,minutes
36,6,1,5,to adopt Ordinance No. 2020-O-04 Amending Title 17 of the Midvale City Municipal Code to Replace the Historic Commercial Zone and Replace it with the Main Street Form-Based Code,Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,5,singleton,high,7,13,1,minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md,minutes
37,6,1,6,to adopt Ordinance No. 2020-O-05 Rezoning the Main Street Neighborhood to the Main Street Form-Based Code District as presented with a finding that the Proposed Rezone is consistent with the goals of the 2016 Midvale City General Plan and 2018 Main Street Small Area Plan,Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,6,name,medium,13,7,1,minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md,minutes
38,6,1,7,to go into a public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,25,7,0,minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md,minutes
39,6,1,8,to close the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,7,23,0,minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md,minutes
40,6,1,9,"to approve the Preliminary Subdivision Plat for the Jordan Bluffs Lot 201 Amended Subdivision with the following findings and conditions of approval: Findings: 1. Per Section 17-7-10.12.2(D), a subdivision plat may be recorded to identify and dedicate roadways between pods and to establish the boundary of the park before submission of a large- scale master planned development application. 2. With the conditions included in this approval, the proposed subdivision complies with the requirements of Title 16; Chapter 17-7-10.12; and Chapter 8.11 of the Midvale City Municipal Code. Conditions of Ap",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,7,singleton,high,25,13,1,minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md,minutes
41,6,1,10,to adjourn the meeting,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,23,7,0,minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md,minutes
42,7,1,1,to suspend the rules and approve resolution No. 2020-R-2011 temporarily modifying the city’s Ordinance regarding Electronic Meetings Due to the ongoing emergency,Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,25,1,minutes/2020/2020-03-23/2020-03-24_city-council-regular-meeting.md,minutes
43,7,1,2,to suspend the rules and approve Resolution No. 2020-R-12 continuing the Mayor’s State of Emergency Proclamation No. 1 of 2020 declaring a Local Emergency due to the infectious disease COVID-19 Corona Virus,Resolution,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,13,1,minutes/2020/2020-03-23/2020-03-24_city-council-regular-meeting.md,minutes
44,7,1,3,to approve the Consent Agenda,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,23,13,1,minutes/2020/2020-03-23/2020-03-24_city-council-regular-meeting.md,minutes
45,7,1,4,to approve Resolution No. 2020-R-13 confirming the Mayor’s Appointment of Robyn Anderson to serve as a Full Time Member of the Planning Commission,Appointment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,,1,minutes/2020/2020-03-23/2020-03-24_city-council-regular-meeting.md,minutes
46,7,1,5,to approve Resolution No. 2020-R-14 confirming the Mayor’s Appointment of Dustin Snow to serve as a Full Time Member of the Planning Commission,Appointment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,13,1,minutes/2020/2020-03-23/2020-03-24_city-council-regular-meeting.md,minutes
47,7,1,6,to approve Resolution No. 2020-R-15 confirming the Appointment of Candice Erickson to serve as an Alternate Member of the Planning and zoning Commission,Appointment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,7,1,minutes/2020/2020-03-23/2020-03-24_city-council-regular-meeting.md,minutes
48,7,1,7,to approve Resolution No. 2020-R-16 confirming the Appointment of Bart Benson to serve as an Alternate Member of the Planning and Zoning Commission,Appointment,3-2 Pass,Pass,council_vote,,approve,keyword,high,,,,25,23,1,minutes/2020/2020-03-23/2020-03-24_city-council-regular-meeting.md,minutes
49,7,1,8,"to approve Final Subdivision Plat for the Jordan Bluffs Lot 201 Amended Subdivision with the following conditions of approval: 1. The applicant shall obtain all required signatures on the final subdivision plat Mylar. 2. Prior to recording the final subdivision plat Mylar, the applicant shall remove the construction trailer and associated improvements located near the intersection of Ivy Drive and Bingham Junction Boulevard",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,8,name,medium,25,23,1,minutes/2020/2020-03-23/2020-03-24_city-council-regular-meeting.md,minutes
50,7,1,9,to adjourn the meeting,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,23,7,0,minutes/2020/2020-03-23/2020-03-24_city-council-regular-meeting.md,minutes
51,8,1,1,to open a public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,13,7,0,minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md,minutes
52,8,1,2,to close the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,13,7,0,minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md,minutes
53,8,1,3,to adopt Ordinance No. 2020-O-06 amending the types of public facilities in Chapter 17-7-16 of the Midvale City Municipal Code,Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,7,1,minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md,minutes
54,8,1,4,to open a public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,7,18,0,minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md,minutes
55,8,1,5,to close the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,25,13,0,minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md,minutes
56,8,1,6,"based on compliance with Chapter 17-7-16 of the Midvale City Municipal Code, I move that we adopt Ordinance No. 2020-O-07 rezoning 150-160 East 7800 South to add the Public Facilities Overlay Zone and preliminary site plan allowing the following modifications to the Midvalley Improvement District facility with the following findings and conditions: Findings: 1. There is a demonstrated need for the public facility within the community at large and it is not contrary to the public interest. 2. The public facility is consistent with the goals and policies of the general plan and applicable ordina",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,9,singleton,high,25,23,1,minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md,minutes
57,8,1,7,to approve the Consent Agenda,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,23,13,1,minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md,minutes
58,8,1,8,to suspend the rules and Adopt Resolution No. 2020-R-17 Adopting the 2019 Salt Lake County Hazard Mitigation Plan,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,18,1,minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md,minutes
59,8,1,9,to suspend the rules and Adopt Resolution No. 2020-R-18 Adopting the National Incident Management System (NIMS),Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,7,1,minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md,minutes
60,8,1,10,to suspend the rules and Adopt Resolution No. 2020-R-19 authorizing the Mayor to enter into an agreement with Smith Brothers Construction for the Neighborhood ADA Ramp Upgrade Project,Contract/Purchase,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,18,1,minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md,minutes
61,8,1,11,to adjourn the meeting,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,23,7,0,minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md,minutes
62,9,1,1,to go into a closed session to discuss pending and reasonably imminent litigation,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,13,7,1,minutes/2020/2020-04-27/2020-04-28_city-council-special-meeting.md,minutes
63,9,1,2,to reconvene into open session,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,13,25,0,minutes/2020/2020-04-27/2020-04-28_city-council-special-meeting.md,minutes
64,9,1,3,to reconvene into open session,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,23,25,0,minutes/2020/2020-04-27/2020-04-28_city-council-special-meeting.md,minutes
65,10,1,1,to open the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,13,23,0,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
66,10,1,2,to close the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,25,23,0,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
67,10,1,3,"Based on compliance with the requirements of the Midvale City Municipal Code, I move that we approve the final subdivision plat for the Riverwalk II Lot 2 Amended Subdivision plat and direct the applicant to obtain all required signatures on the final subdivision plat Mylar",Land-Use/Zoning,4-0 Pass,Pass,council_vote,,approve,keyword,high,10,name,medium,25,23,1,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
68,10,1,4,to open the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,23,25,0,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
69,10,1,5,to close the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,23,25,0,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
70,10,1,6,"Based on compliance with the requirements of the Midvale City Municipal Code, I move that we approve the final subdivision plat for the River Walk at Bingham Junction, Lot 4D & 4E Amended – Lot 9 Amended Subdivision plat and direct the applicant to obtain all required signatures on the final subdivision plat Mylar",Land-Use/Zoning,4-0 Pass,Pass,council_vote,,approve,keyword,high,11,name,medium,13,18,1,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
71,10,1,7,to open the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,25,18,0,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
72,10,1,8,to close the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,13,25,0,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
73,10,1,9,"based on compliance with the requirements of the Midvale City Municipal Code, I move that we approve the final subdivision plat for the River Walk at Bingham Junction, Lot 4D & 4E Amended – Lot 2 Amended Subdivision plat and direct the applicant to obtain all required signatures on the final subdivision plat Mylar",Land-Use/Zoning,4-0 Pass,Pass,council_vote,,approve,keyword,high,12,name,medium,23,25,1,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
74,10,1,10,to open the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,25,13,0,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
75,10,1,11,to close the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,23,13,0,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
76,10,1,12,"that based on demonstrated compliance with the requirements of Chapter 17-7-1, Single Family Residential zone and Title 16, Subdivisions, I move that we approve the preliminary subdivision plat for the Lennon Lane Subdivision with the following conditions: 1. The applicant shall prepare a final subdivision plat to be reviewed and approved by the City Engineer, Fire Marshal and City Council. 2. A note shall be added to the subdivision plat indicating that a two-unit residential structure with a common wall is required to be constructed along the center line dividing Lots 1 & 2, 3&4, and 5&6 unl",Land-Use/Zoning,Recorded (voice vote),Pass,council_vote,,approve,keyword,high,13,name,medium,25,23,0,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
77,10,1,13,to amend the motion changing “should” to “shall” in #5,Other,Unanimous Pass,Pass,council_vote,,,unclassified,low,,,,13,25,0,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
78,10,1,14,motion: The voting was as follows: Council Member Quinn Sperry Aye Council Member Paul Glover Aye Council Member Heidi Robinson No Council Member Bryant Brown Absent Council Member Dustin Gettel No Mayor Robert Hale Aye Mayor Hale voted to break the tie vote. The motion passed 3-2 in favor.,Other,3-2 Pass,Pass,council_vote,,,unclassified,low,,,,,,1,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
79,10,1,15,to open the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,25,13,0,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
80,10,1,16,to close the public hearing,Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,23,13,0,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md,minutes
