application_id,app_key,body_id,name,rep_title
1,RDA|s|pmn_backfill/text/2020-01-21__rda__RDA-Minutes-1-21-2020.txt|2,4,,to Adopt Resolution No. 2020-02RDA Amending the Museum Property Request for Proposals Term Sheet and Authorizes the Marketing of the Property for Disposition
2,RDA|s|pmn_backfill/text/2020-01-21__rda__RDA-Minutes-1-21-2020.txt|3,4,,to adjourn the meeting. Board Member Dustin Gettel SECONDED the motion
3,Council|s|minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md|6,1,,"to approve Ordinance No. 2020- 0-02 for Proposed Text Amendment to Adopt Zoning Ordinance Requirements relating to Medical Cannabis and Retail Specialty Tobacco Business Uses in Title 17, Zoning Midvale City Code"
4,Council|s|minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md|3,1,,that we table decision on Main Street Form Based Code and direct staff to prepare an ordinance for consideration at a later meeting with the following changes to document as presented with a minimum requirement for residential of at least 60% of the maximum currently stated
5,Council|s|minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md|5,1,,to adopt Ordinance No. 2020-O-04 Amending Title 17 of the Midvale City Municipal Code to Replace the Historic Commercial Zone and Replace it with the Main Street Form-Based Code
6,Council|proposed rezone,1,Proposed Rezone,to adopt Ordinance No. 2020-O-05 Rezoning the Main Street Neighborhood to the Main Street Form-Based Code District as presented with a finding that the Proposed Rezone is consistent with the goals of the 2016 Midvale City General Plan and 2018 Main Street Small Area Plan
7,Council|s|minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md|9,1,,"to approve the Preliminary Subdivision Plat for the Jordan Bluffs Lot 201 Amended Subdivision with the following findings and conditions of approval: Findings: 1. Per Section 17-7-10.12.2(D), a subdivision plat may be recorded to identify and dedicate roadways between pods and to establish the boundary of the park before submission of a large- scale master planned development application. 2. With the conditions included in this approval, the proposed subdivision complies with the requirements of Title 16; Chapter 17-7-10.12; and Chapter 8.11 of the Midvale City Municipal Code. Conditions of Ap"
8,Council|jordan bluffs lot 201 amended subdivision,1,Jordan Bluffs Lot 201 Amended Subdivision,"to approve Final Subdivision Plat for the Jordan Bluffs Lot 201 Amended Subdivision with the following conditions of approval: 1. The applicant shall obtain all required signatures on the final subdivision plat Mylar. 2. Prior to recording the final subdivision plat Mylar, the applicant shall remove the construction trailer and associated improvements located near the intersection of Ivy Drive and Bingham Junction Boulevard"
9,Council|s|minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md|6,1,,"based on compliance with Chapter 17-7-16 of the Midvale City Municipal Code, I move that we adopt Ordinance No. 2020-O-07 rezoning 150-160 East 7800 South to add the Public Facilities Overlay Zone and preliminary site plan allowing the following modifications to the Midvalley Improvement District facility with the following findings and conditions: Findings: 1. There is a demonstrated need for the public facility within the community at large and it is not contrary to the public interest. 2. The public facility is consistent with the goals and policies of the general plan and applicable ordina"
10,Council|riverwalk ii lot 2 amended subdivision,1,Riverwalk II Lot 2 Amended Subdivision,"Based on compliance with the requirements of the Midvale City Municipal Code, I move that we approve the final subdivision plat for the Riverwalk II Lot 2 Amended Subdivision plat and direct the applicant to obtain all required signatures on the final subdivision plat Mylar"
11,Council|lot 9 amended subdivision,1,Lot 9 Amended Subdivision,"Based on compliance with the requirements of the Midvale City Municipal Code, I move that we approve the final subdivision plat for the River Walk at Bingham Junction, Lot 4D & 4E Amended – Lot 9 Amended Subdivision plat and direct the applicant to obtain all required signatures on the final subdivision plat Mylar"
12,Council|lot 2 amended subdivision,1,Lot 2 Amended Subdivision,"based on compliance with the requirements of the Midvale City Municipal Code, I move that we approve the final subdivision plat for the River Walk at Bingham Junction, Lot 4D & 4E Amended – Lot 2 Amended Subdivision plat and direct the applicant to obtain all required signatures on the final subdivision plat Mylar"
13,Council|lennon lane subdivision,1,Lennon Lane Subdivision,"that based on demonstrated compliance with the requirements of Chapter 17-7-1, Single Family Residential zone and Title 16, Subdivisions, I move that we approve the preliminary subdivision plat for the Lennon Lane Subdivision with the following conditions: 1. The applicant shall prepare a final subdivision plat to be reviewed and approved by the City Engineer, Fire Marshal and City Council. 2. A note shall be added to the subdivision plat indicating that a two-unit residential structure with a common wall is required to be constructed along the center line dividing Lots 1 & 2, 3&4, and 5&6 unl"
14,Council|s|minutes/2020/2020-05-18/2020-05-19_city-council-regular-meeting.md|4,1,,"to that we suspend the rules and adopt Resolution 2020-R-25, authorizing the Mayor to enter into the Development Agreement for the Jordan Bluffs Condos Project, as presented"
15,Council|s|minutes/2020/2020-05-18/2020-05-19_city-council-regular-meeting.md|6,1,,"to adopt Ordinance No. 2020- 0-08, an ordinance establishing temporary land use regulations regarding parking for mixed-use developments in the State Street (SSC) Zone, as presented"
16,RDA|s|minutes/2020/2020-05-18/2020-05-19_city-council-regular-meeting.md|3,4,,to Adopt Resolution No. 2020- R-24 approving the term sheet and authorize the Mayor to execute the Interlocal Agreement between the Redevelopment Agency of Midvale City and Midvale City for a loan agreement
17,Council|jefferson court subdivision,1,Jefferson Court Subdivision,"that based on compliance with the requirements of the Midvale City Municipal Code demonstrated in the application or addressed by conditions of approval, | move that we approve the preliminary subdivision plat for the Jefferson Court Subdivision with the following conditions of approval: 1. The applicant shall prepare a final subdivision plat to be reviewed and approved by the City Engineer, Fire Marshal, and City Council. 2. Prior to final plat approval, the applicant shall: a. Provide evidence that courtesy notices have been sent to Dominion Energy, Rocky Mountain Power, Xfinity, Utopia, and"
18,Council|s|minutes/2020/2020-06-01/2020-06-02_city-council-regular-meeting.md|7,1,,"to table item C, consider preliminary subdivision plat for a 16-lot subdivision located at 127-149 East 7100 South"
19,Council|s|minutes/2020/2020-07-20/2020-07-21_city-council-regular-meeting.md|3,1,,"to adopt Ordinance No. 2020- 0-09, amending Title 17 of the Midvale City Municipal Code to modify development standards in the Jordan Bluffs Subareas 1-3 Zone"
20,Council|jordan bluffs lot 201a 2nd amended subdivision,1,Jordan Bluffs Lot 201A 2nd Amended Subdivision,"that Based on compliance with the requirements of the Midvale City Municipal Code demonstrated in the application or addressed by conditions of approval, | move that we approve the preliminary subdivision plat for the Jordan Bluffs Lot 201A 2nd Amended Subdivision with the following conditions of approval: 1. This approval is contingent on vacation of Binary Way and Ivy Drive west of Bingham Junction Boulevard. a The applicant shall prepare a final subdivision plat to be reviewed and approved by the City Engineer, Fire Marshal, and City Council. 3. The applicant shall provide evidence that cou"
21,Council|s|minutes/2020/2020-07-20/2020-07-21_city-council-regular-meeting.md|8,1,,"to adopt Resolution No. 2020- R-31, approving the First Amendment to the Amended and Restated Master Development Agreement for Jordan Bluffs"
22,Council|s|minutes/2020/2020-07-20/2020-07-21_city-council-regular-meeting.md|9,1,,"to adopt Resolution 2020-R- 32, authorizing the Mayor to enter into the Development Agreement for the Zions Bancorporation Project, as presented"
23,Council|s|minutes/2020/2020-07-20/2020-07-21_city-council-regular-meeting.md|11,1,,"that we adopt Ordinance No. 2020-O-11, an ordinance establishing temporary land use regulations regarding allowed multi-family uses in the Single Family Residential (SF-1) and Single Family Residential (SF-2) Zones, as presented"
24,Council|s|minutes/2020/2020-08-03/2020-08-04_city-council-regular-meeting.md|3,1,,to approve Ordinance No. 2020- O-12 granting a reduction in minimum parking requirements for affordable housing projects in the RM-25 zone
