meeting_id,body_id,meeting_date,title,source_file
1,1,2020-01-07,City Council Regular Meeting,minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md
2,1,2020-01-21,City Council Regular Meeting,pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt
3,4,2020-01-21,Redevelopment Agency Meeting,pmn_backfill/text/2020-01-21__rda__RDA-Minutes-1-21-2020.txt
4,1,2020-02-04,City Council Regular Meeting,minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md
5,1,2020-02-18,City Council Regular Meeting,minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md
6,1,2020-03-03,City Council Regular Meeting,minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md
7,1,2020-03-24,City Council Regular Meeting,minutes/2020/2020-03-23/2020-03-24_city-council-regular-meeting.md
8,1,2020-04-21,City Council Regular Meeting,minutes/2020/2020-04-20/2020-04-21_city-council-regular-meeting.md
9,1,2020-04-28,City Council Special Meeting,minutes/2020/2020-04-27/2020-04-28_city-council-special-meeting.md
10,1,2020-05-05,City Council Regular Meeting,minutes/2020/2020-05-04/2020-05-05_city-council-regular-meeting.md
11,1,2020-05-19,City Council Regular Meeting,minutes/2020/2020-05-18/2020-05-19_city-council-regular-meeting.md
12,4,2020-05-19,City Council Regular Meeting,minutes/2020/2020-05-18/2020-05-19_city-council-regular-meeting.md
13,1,2020-06-02,City Council Regular Meeting,minutes/2020/2020-06-01/2020-06-02_city-council-regular-meeting.md
14,1,2020-06-16,City Council Regular Meeting,minutes/2020/2020-06-15/2020-06-16_city-council-regular-meeting.md
15,1,2020-06-30,City Council Regular Meeting,minutes/2020/2020-06-29/2020-06-30_city-council-regular-meeting.md
16,1,2020-07-07,City Council Regular Meeting,minutes/2020/2020-07-06/2020-07-07_city-council-regular-meeting.md
17,1,2020-07-21,City Council Regular Meeting,minutes/2020/2020-07-20/2020-07-21_city-council-regular-meeting.md
18,1,2020-08-04,City Council Regular Meeting,minutes/2020/2020-08-03/2020-08-04_city-council-regular-meeting.md
19,1,2020-08-11,City Council Regular Meeting,minutes/2020/2020-08-10/2020-08-11_city-council-regular-meeting.md
