candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
NATHAN H. MEMMOTT,Council,2019,2019-11-05,post-general (2019 municipal general),summary,250.00,714.02,,464.02,,1214.02,,False,,500.00,0.00,0,3,raw/cf_1199_Memmott-Financial-Disclosure-Report.pdf,69ebd461,low,vision-transcribed(claude-sonnet-5); <=$500 aggregate stated $250.00; totals-only(no itemization); expend!=stated,
SARAH GOODE,Council,2019,2019-11-05,post-general (2019 municipal general),summary,,,,,,,,,,,0.00,0,0,raw/cf_1200_Goode-Financial-Disclosure-Report.pdf,3c0baaf7,low,vision-transcribed(claude-sonnet-5),
LARRY O. OSTLER,Council,2019,2019-11-05,post-general (2019 municipal general),summary,,777.98,,,,418.99,,False,,-358.99,0.00,0,2,raw/cf_1201_Ostler-Financial-Disclosure-Report.pdf,63f28bb3,low,vision-transcribed(claude-sonnet-5); expend!=stated,
JUSTIN D. SEELY,Council,2019,2019-11-05,post-general (2019 municipal general),summary,,820.20,,,,820.20,,True,,0.00,0.00,0,4,raw/cf_1202_Seely-Financial-Disclosure-Report.pdf,da55469d,low,vision-transcribed(claude-sonnet-5),
JUSTIN D. SEELY,Mayor,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),interim,3400.00,3682.68,,282.68,3400.00,3474.64,True,False,0.00,-208.04,0.00,8,11,raw/cf_2118_2021-Campaign-Financial-Report.pdf,bd37910f,low,vision-transcribed(claude-sonnet-5); expend!=stated,
SKIP F. WORWOOD,Council,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),interim,0.00,2216.22,,2216.22,0.00,2196.22,True,False,0.00,-20.00,0.00,0,5,raw/cf_2118_2021-Campaign-Financial-Report.pdf,378817a9,low,vision-transcribed(claude-sonnet-5); expend!=stated,
J.D. PARADY,Council,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),interim,480.00,1570.61,,,480.00,1570.61,True,True,0.00,0.00,0.00,4,8,raw/cf_2118_2021-Campaign-Financial-Report.pdf,3e02a3e1,medium,vision-transcribed(claude-sonnet-5); <=$500 aggregate stated $480.00,
L. NYLE ROBINSON,Council,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),interim,,1001.25,,,,1001.25,,True,,0.00,0.00,0,3,raw/cf_2118_2021-Campaign-Financial-Report.pdf,b93d3a59,low,vision-transcribed(claude-sonnet-5),
JERAMIE L. CALLAWAY,Council,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),interim,290.00,1067.23,,777.23,,1117.23,,False,,50.00,0.00,0,6,raw/cf_2118_2021-Campaign-Financial-Report.pdf,78a0013f,low,vision-transcribed(claude-sonnet-5); <=$500 aggregate stated $290.00; totals-only(no itemization); expend!=stated,
GLADE R. NIELSON,Mayor,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),interim,1500.00,1943.98,,443.98,1500.00,1943.98,True,True,0.00,0.00,0.00,2,6,raw/cf_2118_2021-Campaign-Financial-Report.pdf,88feaafd,medium,vision-transcribed(claude-sonnet-5),
