candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
NATHAN H. MEMMOTT,Council,,2019,2019-11-05,post-general (2019 municipal general),2019-10-07,Times News,Times News,,396.00,False,True,raw/cf_1199_Memmott-Financial-Disclosure-Report.pdf,69ebd461,v1,low,utah_standard_form/vision,1
NATHAN H. MEMMOTT,Council,,2019,2019-11-05,post-general (2019 municipal general),2019-09-07,Custom Sign Works,Custom Sign Works,,755.60,False,True,raw/cf_1199_Memmott-Financial-Disclosure-Report.pdf,69ebd461,v2,low,utah_standard_form/vision,1
NATHAN H. MEMMOTT,Council,,2019,2019-11-05,post-general (2019 municipal general),2019-09-30,UVU,Uvu,,62.42,False,True,raw/cf_1199_Memmott-Financial-Disclosure-Report.pdf,69ebd461,v3,low,utah_standard_form/vision,1
LARRY O. OSTLER,Council,,2019,2019-11-05,post-general (2019 municipal general),2019-10-04,Times News,Times News,96 S. Main,264.00,False,True,raw/cf_1201_Ostler-Financial-Disclosure-Report.pdf,63f28bb3,v1,low,utah_standard_form/vision,1
LARRY O. OSTLER,Council,,2019,2019-11-05,post-general (2019 municipal general),2019-10-15,Times News,Times News,96 S. Main,154.99,False,True,raw/cf_1201_Ostler-Financial-Disclosure-Report.pdf,63f28bb3,v2,low,utah_standard_form/vision,1
JUSTIN D. SEELY,Council,,2019,2019-11-05,post-general (2019 municipal general),2019-10-07,The Times News,The Times News,,462.00,False,True,raw/cf_1202_Seely-Financial-Disclosure-Report.pdf,da55469d,v1,medium,utah_standard_form/vision,0
JUSTIN D. SEELY,Council,,2019,2019-11-05,post-general (2019 municipal general),2019-10-10,Juab High School,Juab High School,,100.00,False,True,raw/cf_1202_Seely-Financial-Disclosure-Report.pdf,da55469d,v2,medium,utah_standard_form/vision,0
JUSTIN D. SEELY,Council,,2019,2019-11-05,post-general (2019 municipal general),2019-10-21,The Times News,The Times News,,132.00,False,True,raw/cf_1202_Seely-Financial-Disclosure-Report.pdf,da55469d,v3,medium,utah_standard_form/vision,0
JUSTIN D. SEELY,Council,,2019,2019-11-05,post-general (2019 municipal general),2019-10-22,Livingston Photography,Livingston Photography,,126.20,False,True,raw/cf_1202_Seely-Financial-Disclosure-Report.pdf,da55469d,v4,medium,utah_standard_form/vision,0
JUSTIN D. SEELY,Mayor,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-09-16,Custom Signworks,Custom Signworks,,1850.00,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,bd37910f,v1,low,utah_standard_form/vision,1
JUSTIN D. SEELY,Mayor,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-09-25,Remember Your Memories,Remember Your Memories,,25.56,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,bd37910f,v2,low,utah_standard_form/vision,1
JUSTIN D. SEELY,Mayor,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-09-27,The Nephi Times News,The Nephi Times News,,755.75,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,bd37910f,v3,low,utah_standard_form/vision,1
JUSTIN D. SEELY,Mayor,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-10-07,Livingston Print Shop,Livingston Print Shop,,84.14,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,bd37910f,v4,low,utah_standard_form/vision,1
JUSTIN D. SEELY,Mayor,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-10-07,Livingston Print Shop,Livingston Print Shop,,111.83,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,bd37910f,v5,low,utah_standard_form/vision,1
JUSTIN D. SEELY,Mayor,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-10-09,Remember Your Memories,Remember Your Memories,,246.02,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,bd37910f,v6,low,utah_standard_form/vision,1
JUSTIN D. SEELY,Mayor,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-10-13,Remember Your Memories,Remember Your Memories,,23.29,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,bd37910f,v7,low,utah_standard_form/vision,1
JUSTIN D. SEELY,Mayor,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-10-16,Sams Club,Sams Club,,141.44,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,bd37910f,v8,low,utah_standard_form/vision,1
JUSTIN D. SEELY,Mayor,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-10-19,Livingston Print Shop,Livingston Print Shop,,79.88,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,bd37910f,v9,low,utah_standard_form/vision,1
JUSTIN D. SEELY,Mayor,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-10-19,Kearns's,Kearns's,,148.32,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,bd37910f,v10,low,utah_standard_form/vision,1
JUSTIN D. SEELY,Mayor,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-10-22,Remember Your Memories,Remember Your Memories,,8.41,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,bd37910f,v11,low,utah_standard_form/vision,1
SKIP F. WORWOOD,Council,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-08-24,Custom Sign Works,Custom Sign Works,,1574.70,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,378817a9,v1,low,utah_standard_form/vision,1
SKIP F. WORWOOD,Council,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-09-13,The Times News,The Times News,,574.00,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,378817a9,v2,low,utah_standard_form/vision,1
SKIP F. WORWOOD,Council,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-07-24,Walmart,Walmart,,11.94,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,378817a9,v3,low,utah_standard_form/vision,1
SKIP F. WORWOOD,Council,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-07-24,Harbor Freight,Harbor Freight,,28.09,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,378817a9,v4,low,utah_standard_form/vision,1
SKIP F. WORWOOD,Council,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-07-24,Costco,Costco,,7.49,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,378817a9,v5,low,utah_standard_form/vision,1
J.D. PARADY,Council,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-07-24,Staples,Staples,,64.58,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,3e02a3e1,v1,medium,utah_standard_form/vision,0
J.D. PARADY,Council,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-07-22,Livingston's,Livingston's,,478.72,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,3e02a3e1,v2,medium,utah_standard_form/vision,0
J.D. PARADY,Council,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-07-22,Staples,Staples,,272.27,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,3e02a3e1,v3,medium,utah_standard_form/vision,0
J.D. PARADY,Council,,2021,2021-11-02,pre-general interim (Sept–Oct 2021 filings),2021-08-10,Staples,Staples,,374.41,False,True,raw/cf_2118_2021-Campaign-Financial-Report.pdf,3e02a3e1,v4,medium,utah_standard_form/vision,0
