date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2021-04-06,2021,City Council Meeting,Council,1,"approve the consent agenda which included the approval of the minutes for the regular council meeting held on 3-16-21, work session held on 3-16-21, work session held on 3- 23-21, sale of burial rights to Eileen Kendall, Jan White Johansen, and Julie White Paxton, and a list of claims on the warrant register dated 4-6-21",Procedural/Administrative,Pass (unanimous),Larry Ostler,Nathan Memmott,,,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting.md
2021-04-06,2021,City Council Meeting,Council,2,approve the Drinks and Things license contingent upon contacting the health inspector for approval and bringing a letter of permission to do business from the property owner when the food booth is set to do business within the cit,Other,Pass,Kent Jones,Nathan Memmott,,,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting.md
2021-04-06,2021,City Council Meeting,Council,3,approve the other four business licens,Other,Pass (unanimous),Kent Jones,Skip Worwood,,,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting.md
2021-04-06,2021,City Council Meeting,Council,4,change the area in question from a Level 3 to a Level 2 on the annexation are,Land-Use/Zoning,Pass (unanimous),Kent Jones,Justin D. Seely,,,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting.md
2021-04-06,2021,City Council Meeting,Council,5,authorize the Mayor to sign the Cedar Ridge Developmen,Contract/Purchase,4-1 Pass,Nathan Memmott,Skip Worwood,Nathan Memmott,Aye,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting.md
2021-04-06,2021,City Council Meeting,Council,5,authorize the Mayor to sign the Cedar Ridge Developmen,Contract/Purchase,4-1 Pass,Nathan Memmott,Skip Worwood,Skip Worwood,Aye,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting.md
2021-04-06,2021,City Council Meeting,Council,5,authorize the Mayor to sign the Cedar Ridge Developmen,Contract/Purchase,4-1 Pass,Nathan Memmott,Skip Worwood,Larry Ostler,Aye,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting.md
2021-04-06,2021,City Council Meeting,Council,5,authorize the Mayor to sign the Cedar Ridge Developmen,Contract/Purchase,4-1 Pass,Nathan Memmott,Skip Worwood,Justin D. Seely,Aye,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting.md
2021-04-06,2021,City Council Meeting,Council,5,authorize the Mayor to sign the Cedar Ridge Developmen,Contract/Purchase,4-1 Pass,Nathan Memmott,Skip Worwood,Kent Jones,Nay,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting.md
2021-04-06,2021,City Council Meeting,Council,6,authorize the Mayor to sign Lease agreements #5 and #6,Contract/Purchase,Pass (unanimous),Nathan Memmott,Kent Jones,,,meeting_minutes/minutes/2021/2021-04-05/2021-04-06_city-council-meeting.md
