city,district_id,plan_id,effective_start,effective_end,geometry_ref,adopted_by,source_url,confidence,note
taylorsville,District 1,plan_2022,2022-05-04,,geo/council_districts.geojson,Resolution 22-11,"meeting_minutes/minutes/2022/2022-05-02/2022-05-04_city-council.md (Public Hearing + Resolution No. 22-11 adopting Final Redistricting Maps, Utah Code 10-3-205.5); city news /Home/Components/News/News/496/",high,"CURRENT post-2020-census boundaries. Resolution 22-11 ('adopting Final Redistricting Maps Pursuant to Utah Code 10-3-205.5') adopted 2022-05-04 on a 4-1 roll call (motion Harker / second Burgess; Cochran No): 60,448 residents, ~12,100 per district, '0% deviation,' lines drawn NOT to dissect voting precincts. geometry_ref is the PRECINCT-DERIVED council-district polygons in geo/council_districts.geojson (Taylorsville publishes no official district GIS layer — the 5 polygons are dissolved from the 44 TAY precincts via the district-contest precinct rows); precinct->district in geo/precinct_to_district.csv. First used for elections 2023 (D1/D2/D3) and 2025 (D4/D5)."
taylorsville,District 1,plan_pre2022,2020-01-01,2022-05-04,geo/council_districts_pre2022.geojson,prior plan (pre-2022 boundaries),,low,"Prior-plan (pre-2022) district boundaries RECONSTRUCTED 2026-07-11 by dissolving current-vintage precinct shapes by the pre-2022 (2012-cycle) precinct->district assignment (geometry_ref = geo/council_districts_pre2022.geojson; 38 of 39 TAY precincts present — TAY045 is a missing-geometry edge hole — 0 conflicts). In force through the 2021 elections. effective_start = data floor. VALIDATION 2026-07-19 (LM-wave follow-up): Taylorsville publishes NO council-district GIS layer at all (city ArcGIS carries only a retail/demographic map; legal lines live textually in municipal code 13.04.100) -> no authoritative layer, prior OR current, to validate against. A fragmentation control still exposes precinct renumbering: dissolving CURRENT precinct shapes by the CURRENT assignment yields clean 1-piece districts, but this pre-2022 dissolve yields up to 4-piece fragments (D1/D3/D5; D2/D4 stay clean) -> some old TAY codes were renumbered between the SOVC vintage and the current UGRC shapes, the same millcreek/SLCo defect proven in sibling cities (sandy/south_jordan/slc). Geometry confidence DOWNGRADED medium->low. The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md."
taylorsville,District 2,plan_2022,2022-05-04,,geo/council_districts.geojson,Resolution 22-11,"meeting_minutes/minutes/2022/2022-05-02/2022-05-04_city-council.md (Public Hearing + Resolution No. 22-11 adopting Final Redistricting Maps, Utah Code 10-3-205.5); city news /Home/Components/News/News/496/",high,"CURRENT post-2020-census boundaries. Resolution 22-11 ('adopting Final Redistricting Maps Pursuant to Utah Code 10-3-205.5') adopted 2022-05-04 on a 4-1 roll call (motion Harker / second Burgess; Cochran No): 60,448 residents, ~12,100 per district, '0% deviation,' lines drawn NOT to dissect voting precincts. geometry_ref is the PRECINCT-DERIVED council-district polygons in geo/council_districts.geojson (Taylorsville publishes no official district GIS layer — the 5 polygons are dissolved from the 44 TAY precincts via the district-contest precinct rows); precinct->district in geo/precinct_to_district.csv. First used for elections 2023 (D1/D2/D3) and 2025 (D4/D5)."
taylorsville,District 2,plan_pre2022,2020-01-01,2022-05-04,geo/council_districts_pre2022.geojson,prior plan (pre-2022 boundaries),,low,"Prior-plan (pre-2022) district boundaries RECONSTRUCTED 2026-07-11 by dissolving current-vintage precinct shapes by the pre-2022 (2012-cycle) precinct->district assignment (geometry_ref = geo/council_districts_pre2022.geojson; 38 of 39 TAY precincts present — TAY045 is a missing-geometry edge hole — 0 conflicts). In force through the 2021 elections. effective_start = data floor. VALIDATION 2026-07-19 (LM-wave follow-up): Taylorsville publishes NO council-district GIS layer at all (city ArcGIS carries only a retail/demographic map; legal lines live textually in municipal code 13.04.100) -> no authoritative layer, prior OR current, to validate against. A fragmentation control still exposes precinct renumbering: dissolving CURRENT precinct shapes by the CURRENT assignment yields clean 1-piece districts, but this pre-2022 dissolve yields up to 4-piece fragments (D1/D3/D5; D2/D4 stay clean) -> some old TAY codes were renumbered between the SOVC vintage and the current UGRC shapes, the same millcreek/SLCo defect proven in sibling cities (sandy/south_jordan/slc). Geometry confidence DOWNGRADED medium->low. The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md."
taylorsville,District 3,plan_2022,2022-05-04,,geo/council_districts.geojson,Resolution 22-11,"meeting_minutes/minutes/2022/2022-05-02/2022-05-04_city-council.md (Public Hearing + Resolution No. 22-11 adopting Final Redistricting Maps, Utah Code 10-3-205.5); city news /Home/Components/News/News/496/",high,"CURRENT post-2020-census boundaries. Resolution 22-11 ('adopting Final Redistricting Maps Pursuant to Utah Code 10-3-205.5') adopted 2022-05-04 on a 4-1 roll call (motion Harker / second Burgess; Cochran No): 60,448 residents, ~12,100 per district, '0% deviation,' lines drawn NOT to dissect voting precincts. geometry_ref is the PRECINCT-DERIVED council-district polygons in geo/council_districts.geojson (Taylorsville publishes no official district GIS layer — the 5 polygons are dissolved from the 44 TAY precincts via the district-contest precinct rows); precinct->district in geo/precinct_to_district.csv. First used for elections 2023 (D1/D2/D3) and 2025 (D4/D5)."
taylorsville,District 3,plan_pre2022,2020-01-01,2022-05-04,geo/council_districts_pre2022.geojson,prior plan (pre-2022 boundaries),,low,"Prior-plan (pre-2022) district boundaries RECONSTRUCTED 2026-07-11 by dissolving current-vintage precinct shapes by the pre-2022 (2012-cycle) precinct->district assignment (geometry_ref = geo/council_districts_pre2022.geojson; 38 of 39 TAY precincts present — TAY045 is a missing-geometry edge hole — 0 conflicts). In force through the 2021 elections. effective_start = data floor. VALIDATION 2026-07-19 (LM-wave follow-up): Taylorsville publishes NO council-district GIS layer at all (city ArcGIS carries only a retail/demographic map; legal lines live textually in municipal code 13.04.100) -> no authoritative layer, prior OR current, to validate against. A fragmentation control still exposes precinct renumbering: dissolving CURRENT precinct shapes by the CURRENT assignment yields clean 1-piece districts, but this pre-2022 dissolve yields up to 4-piece fragments (D1/D3/D5; D2/D4 stay clean) -> some old TAY codes were renumbered between the SOVC vintage and the current UGRC shapes, the same millcreek/SLCo defect proven in sibling cities (sandy/south_jordan/slc). Geometry confidence DOWNGRADED medium->low. The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md."
taylorsville,District 4,plan_2022,2022-05-04,,geo/council_districts.geojson,Resolution 22-11,"meeting_minutes/minutes/2022/2022-05-02/2022-05-04_city-council.md (Public Hearing + Resolution No. 22-11 adopting Final Redistricting Maps, Utah Code 10-3-205.5); city news /Home/Components/News/News/496/",high,"CURRENT post-2020-census boundaries. Resolution 22-11 ('adopting Final Redistricting Maps Pursuant to Utah Code 10-3-205.5') adopted 2022-05-04 on a 4-1 roll call (motion Harker / second Burgess; Cochran No): 60,448 residents, ~12,100 per district, '0% deviation,' lines drawn NOT to dissect voting precincts. geometry_ref is the PRECINCT-DERIVED council-district polygons in geo/council_districts.geojson (Taylorsville publishes no official district GIS layer — the 5 polygons are dissolved from the 44 TAY precincts via the district-contest precinct rows); precinct->district in geo/precinct_to_district.csv. First used for elections 2023 (D1/D2/D3) and 2025 (D4/D5)."
taylorsville,District 4,plan_pre2022,2020-01-01,2022-05-04,geo/council_districts_pre2022.geojson,prior plan (pre-2022 boundaries),,low,"Prior-plan (pre-2022) district boundaries RECONSTRUCTED 2026-07-11 by dissolving current-vintage precinct shapes by the pre-2022 (2012-cycle) precinct->district assignment (geometry_ref = geo/council_districts_pre2022.geojson; 38 of 39 TAY precincts present — TAY045 is a missing-geometry edge hole — 0 conflicts). In force through the 2021 elections. effective_start = data floor. VALIDATION 2026-07-19 (LM-wave follow-up): Taylorsville publishes NO council-district GIS layer at all (city ArcGIS carries only a retail/demographic map; legal lines live textually in municipal code 13.04.100) -> no authoritative layer, prior OR current, to validate against. A fragmentation control still exposes precinct renumbering: dissolving CURRENT precinct shapes by the CURRENT assignment yields clean 1-piece districts, but this pre-2022 dissolve yields up to 4-piece fragments (D1/D3/D5; D2/D4 stay clean) -> some old TAY codes were renumbered between the SOVC vintage and the current UGRC shapes, the same millcreek/SLCo defect proven in sibling cities (sandy/south_jordan/slc). Geometry confidence DOWNGRADED medium->low. The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md."
taylorsville,District 5,plan_2022,2022-05-04,,geo/council_districts.geojson,Resolution 22-11,"meeting_minutes/minutes/2022/2022-05-02/2022-05-04_city-council.md (Public Hearing + Resolution No. 22-11 adopting Final Redistricting Maps, Utah Code 10-3-205.5); city news /Home/Components/News/News/496/",high,"CURRENT post-2020-census boundaries. Resolution 22-11 ('adopting Final Redistricting Maps Pursuant to Utah Code 10-3-205.5') adopted 2022-05-04 on a 4-1 roll call (motion Harker / second Burgess; Cochran No): 60,448 residents, ~12,100 per district, '0% deviation,' lines drawn NOT to dissect voting precincts. geometry_ref is the PRECINCT-DERIVED council-district polygons in geo/council_districts.geojson (Taylorsville publishes no official district GIS layer — the 5 polygons are dissolved from the 44 TAY precincts via the district-contest precinct rows); precinct->district in geo/precinct_to_district.csv. First used for elections 2023 (D1/D2/D3) and 2025 (D4/D5)."
taylorsville,District 5,plan_pre2022,2020-01-01,2022-05-04,geo/council_districts_pre2022.geojson,prior plan (pre-2022 boundaries),,low,"Prior-plan (pre-2022) district boundaries RECONSTRUCTED 2026-07-11 by dissolving current-vintage precinct shapes by the pre-2022 (2012-cycle) precinct->district assignment (geometry_ref = geo/council_districts_pre2022.geojson; 38 of 39 TAY precincts present — TAY045 is a missing-geometry edge hole — 0 conflicts). In force through the 2021 elections. effective_start = data floor. VALIDATION 2026-07-19 (LM-wave follow-up): Taylorsville publishes NO council-district GIS layer at all (city ArcGIS carries only a retail/demographic map; legal lines live textually in municipal code 13.04.100) -> no authoritative layer, prior OR current, to validate against. A fragmentation control still exposes precinct renumbering: dissolving CURRENT precinct shapes by the CURRENT assignment yields clean 1-piece districts, but this pre-2022 dissolve yields up to 4-piece fragments (D1/D3/D5; D2/D4 stay clean) -> some old TAY codes were renumbered between the SOVC vintage and the current UGRC shapes, the same millcreek/SLCo defect proven in sibling cities (sandy/south_jordan/slc). Geometry confidence DOWNGRADED medium->low. The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md."
