city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
taylorsville,Council,D1,District 1,D.L. 'Bud' Catlin,dl_catlin,2008-01-01,2012-01-01,elected,did-not-run,2007,,,"election:2007 (District 1 winner, def. Gidney 65.1%)",medium,PRE-DATA-FLOOR (elected 2007; earliest D1 tenure). Term-start inferred Jan 2008 from the B-cycle stagger; continuous service inferred from the election chain (not verifiable below the 2020 data floor). Not a 2011 D1 candidate -> Burgess won.
taylorsville,Council,D1,District 1,Ernest Glen Burgess,ernest_burgess,2012-01-01,2016-01-01,elected,reelected,2011,,,"election:2011 (District 1 winner, def. Grossman 53.1% — a +70-vote squeaker; also won the 2011 primary +17)",medium,"PRE-DATA-FLOOR term (elected 2011; term-start inferred Jan 2012). Re-elected 2015. first_vote/last_vote are BLANK on this row: the per-tenure vote clamp finds no Council vote inside this 2012-2016 window (his earliest named cities.db votes, 2020-01-08+, fall in a LATER term)."
taylorsville,Council,D1,District 1,Ernest Glen Burgess,ernest_burgess,2016-01-01,2020-01-08,reelected,reelected,2015,,,"election:2015 (District 1 winner, def. Grossman 63.3%)",medium,PRE-DATA-FLOOR term (elected 2015; term-start inferred Jan 2016). Re-elected 2019. Vote-corroborated for the tail from the 2020-01-08 named-vote floor.
taylorsville,Council,D1,District 1,Ernest Glen Burgess,ernest_burgess,2020-01-08,2024-01-03,reelected,reelected,2019,2020-01-08,2023-12-06,"election:2019 (District 1 winner, def. Gehrke 63.6% — recovered from the raw SOVC, see election_results); minutes:present 2020-01-08 (first documented 2020 council meeting); votes:2020-01-08..2026-06-03 (cities.db, D1)",high,Re-elected D1 2019 (last D1 term on the OLD plan_pre2022 lines). Seated 2020-01-08 (first documented 2020 council meeting). Continuous service to present. Re-elected 2023.
taylorsville,Council,D1,District 1,Ernest Glen Burgess,ernest_burgess,2024-01-03,,reelected,serving,2023,2024-01-03,2026-06-03,"election:2023 (District 1 winner, def. Sanok 64.7%); minutes:2024-01-03 (swearing-in ceremony — 'Council members Barbieri, Burgess, and Cochran had all been reelected ... The oath of office was administered to all three'); votes:continuous through 2026-06-03 (cities.db, D1)",high,Re-elected D1 2023 (first D1 term on the plan_2022 lines; oath 2024-01-03). Currently serving. Ballot name 'ERNEST GLEN BURGESS' vs roster 'Ernest Glen Burgess' — D1 is excluded from the automated precinct string-match (middle name) and hand-verified (see CLAUDE.md).
taylorsville,Council,D2,District 2,Morris K. Pratt,morris_pratt,2008-01-01,2012-01-01,elected,lost,2007,,,"election:2007 (District 2 winner, 97.7% vs Write-in); election:2011 (LOST to Overson, rank 2)",medium,PRE-DATA-FLOOR term (elected 2007; term-start inferred Jan 2008). LOST re-election in 2011 to Kristie Overson -> left office Jan 2012.
taylorsville,Council,D2,District 2,Kristie Steadman Overson,kristie_overson,2012-01-01,2016-01-01,elected,reelected,2011,,,"election:2011 (District 2 winner, def. Pratt 59.9%)",medium,PRE-DATA-FLOOR term (elected 2011; term-start inferred Jan 2012). Re-elected 2015. SAME PERSON as the Mayor below — she moved up to Mayor in 2018 (COUNCILMEMBER->MAYOR CROSSOVER; see the next D2 row and the MAYOR block).
taylorsville,Council,D2,District 2,Kristie Steadman Overson,kristie_overson,2016-01-01,2018-01-01,reelected,resigned-to-mayor,2015,,,"election:2015 (District 2 winner, def. Spencer 76.5%)",medium,"PRE-DATA-FLOOR term (elected 2015; term-start inferred Jan 2016; D2 term ran 2016-2020). COUNCILMEMBER->MAYOR CROSSOVER: Overson won the 2017 Mayor race and was sworn Mayor ~Jan 2018, VACATING D2 ~2 years early. Her D2 tenure ends 2018-01-01 (no overlap with her MAYOR tenure, which begins the same day). The below-floor interim D2 holder (2018-2020) is undocumented -> an explicit low-confidence VACANT interval (see roster_overrides.csv), NOT a fabricated appointee."
taylorsville,Council,D2,District 2,VACANT,vacant,2018-01-01,2020-01-08,vacated,filled,,,,"chained from Overson's documented departure to the Mayor's office (election:2017 Mayor win, sworn ~Jan 2018); override:roster_overrides.csv",low,"D2 seat-holder 2018-2020 is UNDOCUMENTED (honest gap, not a literally-empty seat): Kristie Overson vacated D2 ~2 years early upon becoming Mayor (sworn ~Jan 2018), leaving ~2 years of her 2016-2020 term. Utah practice is a council appointment to fill until the next general — but that 2018-2020 interim is entirely BELOW the 2020 data floor and the appointee is not named in the loaded sources, so this interval is flagged low, NOT filled with a fabricated name. The 2019 general (Cochran) is the REGULAR B-cycle D2 election whose new term begins exactly when this window closes (2020-01-08)."
taylorsville,Council,D2,District 2,Curt Cochran,curt_cochran,2020-01-08,2024-01-03,elected,reelected,2019,2020-01-08,2023-12-06,"election:2019 (District 2 winner, def. McElreath 60.6% — recovered from the raw SOVC); minutes:present 2020-01-08 (first documented 2020 council meeting); votes:2020-01-08..2026-06-03 (cities.db, D2)",high,"Elected D2 2019 (the 2019 general is the REGULAR B-cycle D2 election — its new term begins exactly when Overson's unexpired 2016-2020 term ends, so no special was needed). Seated 2020-01-08 (last D2 term on the OLD plan_pre2022 lines). Re-elected 2023."
