stem,bytes,chars,status
2020-01-28_950,117546,4382,extracted
2020-06-02_986,153100,4539,extracted
2020-09-15_1020,132073,8549,extracted
2024-01-01_1436,24023,1662,extracted
2020-01-08_942,64499,5172,extracted
2020-01-15_945,54372,1800,extracted
2020-02-05_952,63656,4543,extracted
2020-03-04_961,83167,4977,extracted
2020-04-01_968,42181,392,extracted
2020-04-15_970,134729,6029,extracted
2020-05-06_976,138961,7294,extracted
2020-05-20_980,39268,2257,extracted
2020-05-20_981,39274,2150,extracted
2020-06-03_987,137331,6386,extracted
2020-06-17_993,38188,2126,extracted
2020-07-01_998,132940,5588,extracted
2020-07-15_1003,38259,2187,extracted
2020-08-05_1008,145682,4911,extracted
2020-08-19_1011,78030,2476,extracted
2020-08-26_1013,123469,3935,extracted
2020-09-02_1016,127684,5264,extracted
2020-09-16_1021,79134,2167,extracted
2020-11-04_1037,130915,6312,extracted
2020-12-02_1047,133434,5961,extracted
2021-01-06_1062,127068,5685,extracted
2021-01-20_1066,102153,4729,extracted
2021-02-03_1073,128687,4838,extracted
2021-02-17_1078,77421,2280,extracted
2021-03-03_1087,129871,5177,extracted
2021-03-17_1093,77884,2377,extracted
2021-04-07_1100,133599,6157,extracted
2021-04-21_1106,92440,2333,extracted
2021-05-05_1112,136512,7350,extracted
2021-05-19_1117,126406,2910,extracted
2021-06-02_1119,98153,2467,extracted
2021-06-02_1120,73503,6919,extracted
2021-07-07_1132,73029,5784,extracted
2021-08-04_1136,37520,2026,extracted
2021-08-04_1139,67816,5265,extracted
2021-08-18_1143,40606,2183,extracted
2021-08-18_1144,37073,1938,extracted
2021-09-01_1151,64650,4205,extracted
2021-09-15_1157,53565,2033,extracted
2021-10-06_1163,70897,6641,extracted
2021-10-20_1169,50526,1868,extracted
2021-11-03_1178,68582,5619,extracted
2021-12-01_1187,64593,4354,extracted
2021-12-15_1194,132203,1898,extracted
2021-12-15_1195,56330,2295,extracted
2022-01-05_1200,65453,4935,extracted
2022-01-19_1209,117466,2971,extracted
2022-01-19_1210,77641,2337,extracted
2022-02-02_1216,107005,6123,extracted
2022-03-02_1227,112267,5967,extracted
2022-04-06_1237,63659,4048,extracted
2022-04-20_1242,56224,2014,extracted
2022-04-27_1247,128910,1910,extracted
2022-05-04_1248,78995,8087,extracted
2022-06-01_1257,72815,7808,extracted
2022-06-15_1263,59776,1997,extracted
2022-07-06_1266,74402,6954,extracted
2022-07-20_1271,104298,2018,extracted
2022-08-03_1275,117229,6822,extracted
2022-08-17_1281,79385,1991,extracted
2022-09-07_1287,101476,6407,extracted
2022-10-05_1294,106928,5614,extracted
2022-10-19_1302,102905,1850,extracted
2022-11-02_1306,94806,4591,extracted
2022-11-16_1312,80934,1930,extracted
2022-12-07_1315,164129,6598,extracted
2023-01-04_1321,70626,5747,extracted
2023-02-01_1331,116505,3985,extracted
2023-02-15_1335,79516,1690,extracted
2023-03-01_1337,119336,4383,extracted
2023-03-15_1345,79762,1740,extracted
2023-04-05_1351,113427,4889,extracted
2023-04-19_1357,79049,1769,extracted
2023-05-03_1360,66709,4836,extracted
2023-05-17_1365,82161,1942,extracted
2023-06-07_1372,128067,4491,extracted
2023-07-05_1379,69575,3890,extracted
2023-07-19_1383,82140,2013,extracted
2023-08-02_1387,106372,4465,extracted
2023-08-16_1391,80092,1789,extracted
2023-09-06_1395,121631,4380,extracted
2023-09-20_1401,79647,1815,extracted
2023-10-04_1407,84631,3793,extracted
2023-10-18_1411,87442,1880,extracted
2023-11-01_1416,87355,4276,extracted
2023-11-29_1426,46647,2707,extracted
2023-12-06_1429,61599,4499,extracted
2024-01-01_1437,73282,2485,extracted
2024-01-03_1441,72654,3986,extracted
2024-01-17_1447,164813,1711,extracted
2024-02-07_1452,153701,3919,extracted
2024-02-21_1460,152195,1885,extracted
2024-03-06_1463,176992,4984,extracted
2024-03-20_1469,151886,1897,extracted
2024-04-03_1474,156844,4417,extracted
2024-04-17_1478,151589,1881,extracted
2024-05-01_1484,162750,4354,extracted
2024-06-05_1493,162716,4785,extracted
2024-06-19_1498,151430,1883,extracted
2024-07-03_1502,46222,1764,extracted
2024-07-03_1505,168622,5451,extracted
2024-07-17_1508,151153,1826,extracted
2024-08-07_1511,45622,1579,extracted
2024-08-07_1512,180367,4661,extracted
2024-08-21_1518,164518,1609,extracted
2024-09-04_1522,178660,4517,extracted
2024-10-02_1530,61569,1631,extracted
2024-10-02_1532,180899,4553,extracted
2024-10-16_1536,164367,1605,extracted
2024-11-06_1541,23594,1325,extracted
2024-11-06_1542,184053,5066,extracted
2024-12-04_1550,180040,4522,extracted
2025-01-01_1547,25557,2390,extracted
2025-01-08_1562,179244,4510,extracted
2025-01-15_1567,168922,1815,extracted
2025-02-05_1572,181298,4952,extracted
2025-02-19_1578,167537,1991,extracted
2025-03-05_1583,182349,4829,extracted
2025-03-19_1589,164745,1659,extracted
2025-04-02_1592,61130,1719,extracted
2025-04-02_1597,201032,4917,extracted
2025-04-30_1608,163875,1671,extracted
2025-05-07_1609,67932,2325,extracted
2025-05-07_1611,182609,5235,extracted
2025-05-21_1617,164637,1669,extracted
2025-06-04_1621,67136,2037,extracted
2025-06-04_1623,183889,5105,extracted
2025-06-18_1627,182660,1616,extracted
2025-07-02_1631,84728,1967,extracted
2025-07-02_1632,180368,4235,extracted
2025-07-16_1634,182402,1617,extracted
2025-08-06_1638,183510,5157,extracted
2025-08-20_1642,184433,1697,extracted
2025-09-03_1647,181509,4669,extracted
2025-10-01_1652,82825,1924,extracted
2025-10-01_1655,178270,4246,extracted
2025-10-15_1661,182511,1654,extracted
2025-11-05_1666,65887,1860,extracted
2025-11-05_1667,178056,3954,extracted
2025-11-19_1670,183527,1604,extracted
2025-12-03_1672,65948,1884,extracted
2025-12-03_1676,201103,4408,extracted
2025-12-17_1684,183972,1668,extracted
2026-01-01_1658,17303,0,error
2026-01-07_1686,198764,4045,extracted
2026-01-21_1690,185064,1731,extracted
2026-02-04_1694,177772,3781,extracted
2026-02-18_1697,178679,1604,extracted
2026-03-04_1702,181449,4655,extracted
2026-03-11_1701,65990,2216,extracted
2026-03-11_1704,184162,2829,extracted
2026-04-01_1708,86050,2112,extracted
2026-04-01_1713,219682,4851,extracted
2026-04-15_1716,177392,1601,extracted
2026-05-06_1721,188857,4729,extracted
2026-05-20_1724,156775,0,error
2026-06-03_1726,86106,2166,extracted
2026-06-03_1730,182215,4601,extracted
2026-06-17_1733,128121,1662,extracted
2026-07-01_1735,77994,1712,extracted
2026-07-01_1737,181739,4542,extracted
2026-07-15_1738,64027,1916,extracted
