candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
H. Brett Helsten,Metro Township Council Seat 1,,2016,2016-11-01,General-election report (November),2016-03-07,Salt Lake County Clerk,Salt Lake County Clerk,Candidate filing,50.00,False,True,raw/2016november_h_brett_helsten_kearns_1.pdf,5b292bc2,v1,medium,vision_cache/vision,0
H. Brett Helsten,Metro Township Council Seat 1,,2016,2016-11-01,General-election report (November),2016-08-25,Winco,Winco,Kearns Night out against Crime,22.89,False,True,raw/2016november_h_brett_helsten_kearns_1.pdf,5b292bc2,v2,medium,vision_cache/vision,0
Alan Peterson,Metro Township Council Seat 2,,2016,2016-11-01,General-election report (November),2016-03-16,COUNTY/CLERK,COUNTY/CLERK,FILING FEE,50.00,False,True,raw/2016november_alan_peterson_dbl_kearns_2.pdf,13b005e4,v1,medium,vision_cache/vision,0
Dennis Walton,Metro Township Council Seat 3,,2016,2016-06-01,Pre-primary interim (June),2016-03-02,Salt Lake County Clerk Elections Dept.,Salt Lake County Clerk Elections Dept,Declaration of Candidacy,50.00,False,True,raw/2016june_dennis_walton_dbl_kearns_3.pdf,f0458504,v1,medium,vision_cache/vision,0
Matt Welch,Metro Township Council Seat 3,,2016,2016-06-01,Pre-primary interim (June),2016-03-17,Salt Lake County Clerk,Salt Lake County Clerk,candidate filing fee,50.00,False,False,raw/2016june_matt_welch_dbl_kearns_3.pdf,904ea345,v1,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-06-01,Pre-primary interim (June),2016-03-08,S.L. County Clerk,S.L. County Clerk,Elections filing,50.00,False,True,raw/2016june_steve_perry_trip_kearns_3_fixed.pdf,3c3920df,v1,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-06-01,Pre-primary interim (June),2016-03-21,Office Max,Office Max,"Paper, printing, cutting",64.71,False,True,raw/2016june_steve_perry_trip_kearns_3_fixed.pdf,3c3920df,v2,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-06-01,Pre-primary interim (June),2016-05-03,Renaissance Signs,Renaissance Signs,Campaign Signs,886.86,False,True,raw/2016june_steve_perry_trip_kearns_3_fixed.pdf,3c3920df,v3,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-06-01,Pre-primary interim (June),2016-06-07,Renaissance Signs,Renaissance Signs,"Campaign Post cards, Postage",1103.72,False,True,raw/2016june_steve_perry_trip_kearns_3_fixed.pdf,3c3920df,v4,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-06-01,Pre-primary interim (June),2016-05-15,UAR in kind contribution Voter Data,Uar in kind contribution Voter Data,Voter Data,130.00,True,True,raw/2016june_steve_perry_trip_kearns_3_fixed.pdf,3c3920df,v5,medium,vision_cache/vision,0
Matt Welch,Metro Township Council Seat 3,,2016,2016-07-01,Pre-primary interim (July),2016-07-01,Matt Welch,Matt Welch,repay loan,50.00,False,False,raw/2016july_matt_welch_kearns_3.pdf,166ee36c,v1,medium,vision_cache/vision,0
Christopher James Geertsen,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-08-01,Salt Lake County Clerk,Salt Lake County Clerk,Registered Voter List,15.00,False,False,raw/2016november_christopher_geertsen_kearns_3.pdf,c88f90f2,v1,medium,vision_cache/vision,0
Christopher James Geertsen,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-08-26,Walmart,Walmart,"Envelopes, tape, copy paper.",10.00,False,False,raw/2016november_christopher_geertsen_kearns_3.pdf,c88f90f2,v2,medium,vision_cache/vision,0
Christopher James Geertsen,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-09-01,Facebook Ads,Facebook Ads,Candidate Advertisements,107.00,False,False,raw/2016november_christopher_geertsen_kearns_3.pdf,c88f90f2,v3,medium,vision_cache/vision,0
Christopher James Geertsen,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-10-04,Sky Mail International,Sky Mail International,Print Flyers and postage for mailing to voters,786.61,False,False,raw/2016november_christopher_geertsen_kearns_3.pdf,c88f90f2,v4,medium,vision_cache/vision,0
Christopher James Geertsen,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-10-05,Facebook Ads,Facebook Ads,Candidate Advertisements,50.00,False,False,raw/2016november_christopher_geertsen_kearns_3.pdf,c88f90f2,v5,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-06-17,Village Inn,Village Inn,Food,143.53,False,True,raw/2016november_steve_perry_dbl_kearns.pdf,e5de7b8e,v1,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-06-18,Red Lobster,Red Lobster,Food,188.37,False,True,raw/2016november_steve_perry_dbl_kearns.pdf,e5de7b8e,v2,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-09-15,Renaissance Signs,Renaissance Signs,Signs,647.51,False,True,raw/2016november_steve_perry_dbl_kearns.pdf,e5de7b8e,v3,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-09-26,Walmart,Walmart,Food,22.52,False,True,raw/2016november_steve_perry_dbl_kearns.pdf,e5de7b8e,v4,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-10-05,Walmart,Walmart,Food,158.07,False,True,raw/2016november_steve_perry_dbl_kearns.pdf,e5de7b8e,v5,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-10-09,Fiesta Ole,Fiesta Ole,Food,37.68,False,True,raw/2016november_steve_perry_dbl_kearns.pdf,e5de7b8e,v6,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-10-20,Renaissance Signs,Renaissance Signs,Postcards Mailed,1071.66,False,True,raw/2016november_steve_perry_dbl_kearns.pdf,e5de7b8e,v7,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),2016-10-20,Harmons,Harmons,Food,16.97,False,True,raw/2016november_steve_perry_dbl_kearns.pdf,e5de7b8e,v8,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),,Chevron,Chevron,Gas,28.04,False,True,raw/2016november_steve_perry_dbl_kearns.pdf,e5de7b8e,v9,medium,vision_cache/vision,0
Steve Perry,Metro Township Council Seat 3,,2016,2016-11-01,General-election report (November),,Zions Bank,Zions Bank,Statement Fee,2.00,False,True,raw/2016november_steve_perry_dbl_kearns.pdf,e5de7b8e,v10,medium,vision_cache/vision,0
Tina Snow,Metro Township Council Seat 4,,2016,2016-11-01,General-election report (November),,,,Filing fee,50.00,False,True,raw/2016november_tina_snow_kearns_4.pdf,49db965b,v1,medium,vision_cache/vision,0
Kelly F. Bush,Metro Township Council Seat 5,,2016,2016-11-01,General-election report (November),2016-02-22,Salt Lake County Clerk,Salt Lake County Clerk,Candidate Registration Fee,50.00,False,True,raw/2016november_kelly_bush_kearns_5.pdf,d592472a,v1,medium,vision_cache/vision,0
Kelly F. Bush,Metro Township Council Seat 5,,2016,2016-11-01,General-election report (November),2016-05-17,Salt Lake County Clerk,Salt Lake County Clerk,Voter Registration List KEARNS #5,15.00,False,True,raw/2016november_kelly_bush_kearns_5.pdf,d592472a,v2,medium,vision_cache/vision,0
Kelly F. Bush,Metro Township Council Seat 5,,2016,2016-11-01,General-election report (November),2016-07-13,Vistaprint,Vistaprint,Campaign materials,69.98,False,True,raw/2016november_kelly_bush_kearns_5.pdf,d592472a,v3,medium,vision_cache/vision,0
Kelly F. Bush,Metro Township Council Seat 5,,2016,2016-11-01,General-election report (November),2016-08-06,Vistaprint,Vistaprint,Campaign materials,26.98,False,True,raw/2016november_kelly_bush_kearns_5.pdf,d592472a,v4,medium,vision_cache/vision,0
Kelly F. Bush,Metro Township Council Seat 5,,2016,2016-11-01,General-election report (November),2016-08-06,Vistaprint,Vistaprint,Campaign materials,135.99,False,True,raw/2016november_kelly_bush_kearns_5.pdf,d592472a,v5,medium,vision_cache/vision,0
Kelly F. Bush,Metro Township Council Seat 5,,2016,2016-11-01,General-election report (November),2016-09-01,Vistaprint,Vistaprint,Campaign materials (Reorder),62.98,False,True,raw/2016november_kelly_bush_kearns_5.pdf,d592472a,v6,medium,vision_cache/vision,0
Kelly F. Bush,Metro Township Council Seat 5,,2016,2016-11-01,General-election report (November),2016-09-01,Vistaprint,Vistaprint,Campaign materials,34.99,False,True,raw/2016november_kelly_bush_kearns_5.pdf,d592472a,v7,medium,vision_cache/vision,0
Kelly F. Bush,Metro Township Council Seat 5,,2016,2016-11-01,General-election report (November),2016-09-10,Vistaprint,Vistaprint,Campaign materials (Reorder),46.98,False,True,raw/2016november_kelly_bush_kearns_5.pdf,d592472a,v8,medium,vision_cache/vision,0
Alan Peterson,Metro Township Council Seat 2,,2017,2017-11-01,General-election report (November),2017-06-07,COUNTY CLERK,County Clerk,FILING FEE,50.00,False,True,raw/alan_peterson_trip_kearns.pdf,596ebcca,v1,medium,vision_cache/vision,0
Patrick Daniel Schaeffer,Metro Township Council District 1,,2019,2019-10-01,Report prior to general election (October),2019-06-10,SALT LAKE COUNTY,Salt Lake County,FILING FEE,50.00,False,True,raw/patrick_schaeffer_trip_kearns1.pdf,48306a26,v1,medium,vision_cache/vision,0
Patrick Daniel Schaeffer,Metro Township Council District 1,,2019,2019-10-01,Report prior to general election (October),2019-10-03,COLOR TRANSFER INC,Color Transfer Inc,SIGNS,120.00,False,True,raw/patrick_schaeffer_trip_kearns1.pdf,48306a26,v2,medium,vision_cache/vision,0
Samuel J. Higginson,Metro Township Council District 1,,2019,2019-10-01,Report prior to general election (October),2019-06-03,SLCO Clerk,Slco Clerk,Candidate Filing,50.00,False,True,raw/samuel_higginson_trip_kearns.pdf,fad249c6,v1,medium,vision_cache/vision,0
Samuel J. Higginson,Metro Township Council District 1,,2019,2019-10-01,Report prior to general election (October),2019-10-16,Walmart,Walmart,Marketing Signs,150.00,False,True,raw/samuel_higginson_trip_kearns.pdf,fad249c6,v2,medium,vision_cache/vision,0
Samuel J. Higginson,Metro Township Council District 1,,2019,2019-10-01,Report prior to general election (October),2019-10-16,Fedex/Kinkos,Fedex/Kinkos,Flyers,49.00,False,True,raw/samuel_higginson_trip_kearns.pdf,fad249c6,v3,medium,vision_cache/vision,0
Samuel J. Higginson,Metro Township Council District 1,,2019,2019-10-01,Report prior to general election (October),2019-10-17,Original Copy & Print,Original Copy & Print,Marketing Material,235.00,False,True,raw/samuel_higginson_trip_kearns.pdf,fad249c6,v4,medium,vision_cache/vision,0
Samuel J. Higginson,Metro Township Council District 1,,2019,2019-10-01,Report prior to general election (October),2019-10-17,Compusign,Compusign,Yard Signs,198.50,False,True,raw/samuel_higginson_trip_kearns.pdf,fad249c6,v5,medium,vision_cache/vision,0
Samuel J. Higginson,Metro Township Council District 1,,2019,2019-10-01,Report prior to general election (October),2019-10-18,SLCO Clerk,Slco Clerk,Registered Voters List,15.00,False,True,raw/samuel_higginson_trip_kearns.pdf,fad249c6,v6,medium,vision_cache/vision,0
Chrystal Butterfield,Metro Township Council District 3,,2019,2019-08-01,Pre-primary interim (August),,SLCO Elections,Slco Elections,Elections fee,50.00,False,True,raw/chrystalbutterfield2019.pdf,03652412,v1,medium,vision_cache/vision,0
Chrystal Butterfield,Metro Township Council District 3,,2019,2019-08-01,Pre-primary interim (August),,Vista Print,Vista Print,Signs and shirts,146.90,False,True,raw/chrystalbutterfield2019.pdf,03652412,v2,medium,vision_cache/vision,0
Ruby Brown,Metro Township Council District 3,,2019,2019-08-01,Pre-primary interim (August),2019-06-05,County Clerk,County Clerk,Declaration of Candidacy,50.00,False,False,raw/rubybrown2019.pdf,4333ea3d,v1,medium,vision_cache/vision,0
Chrystal Butterfield,Metro Township Council District 3,,2019,2019-12-01,Year-end summary (December),2019-11-29,Hope Unlimited Church Pantry,Hope Unlimited Church Pantry,Food Bank Cash Donation,100.00,False,True,raw/chrystal_butterfield_trip_kearns_1.pdf,f239b724,v1,medium,vision_cache/vision,0
Brian Richards,Metro Township Council District 5,,2019,2019-10-01,Report prior to general election (October),2019-06-04,SLC elections,Slc elections,File Fee,50.00,False,True,raw/brian_richards_trip_kearns.pdf,94e65ce4,v1,low,vision_cache/vision,1
Brian Richards,Metro Township Council District 5,,2019,2019-10-01,Report prior to general election (October),2019-06-07,Sams club,Sams club,Advertising items,73.98,False,True,raw/brian_richards_trip_kearns.pdf,94e65ce4,v2,low,vision_cache/vision,1
Brian Richards,Metro Township Council District 5,,2019,2019-10-01,Report prior to general election (October),2019-07-01,Utah Tees,Utah Tees,Advertising items,71.50,False,True,raw/brian_richards_trip_kearns.pdf,94e65ce4,v3,low,vision_cache/vision,1
Brian Richards,Metro Township Council District 5,,2019,2019-10-01,Report prior to general election (October),2019-07-13,Stems Market,Stems Market,,28.90,False,True,raw/brian_richards_trip_kearns.pdf,94e65ce4,v4,low,vision_cache/vision,1
Brian Richards,Metro Township Council District 5,,2019,2019-10-01,Report prior to general election (October),2019-07-15,Tees and Lees,Tees and Lees,,272.55,False,True,raw/brian_richards_trip_kearns.pdf,94e65ce4,v5,low,vision_cache/vision,1
Brian Richards,Metro Township Council District 5,,2019,2019-10-01,Report prior to general election (October),2019-07-01,Vista print,Vista print,,190.98,False,True,raw/brian_richards_trip_kearns.pdf,94e65ce4,v6,low,vision_cache/vision,1
Brian Richards,Metro Township Council District 5,,2019,2019-10-01,Report prior to general election (October),2019-07-01,Local Printing,Local Printing,,31.86,False,True,raw/brian_richards_trip_kearns.pdf,94e65ce4,v7,low,vision_cache/vision,1
Brian Richards,Metro Township Council District 5,,2019,2019-10-01,Report prior to general election (October),2019-08-11,Vista print,Vista print,,234.87,False,True,raw/brian_richards_trip_kearns.pdf,94e65ce4,v8,low,vision_cache/vision,1
