city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
sandy,Council,D1,District 1,Brooke Christensen,brooke_christensen,2018-01-01,2022-01-03,elected,did-not-run,,2020-01-07,2021-12-07,"votes:2020-01-07.. (observed serving, cities.db role first_seen); minutes:2020-01-07 (masthead 'Brooke Christensen, District 1'; present + voting); election:2021 (ran MAYOR, RCV, lost — did NOT seek re-election to D1, which was won by Ryan Mecham)",medium,"PRE-FLOOR term: the 2017 election predates the 2019 election-data floor and the 2020 minutes floor; term-start 2018-01 inferred from Sandy's B-cycle 4-year stagger (row confidence medium — only the START date is inferred; her 2020-2021 D1 membership is documented in the masthead + votes). Gave up D1 to run for MAYOR in 2021 (4th, RCV) -> D1 won by newcomer Ryan Mecham. Returned by winning D1 back in 2025 (see her 2026 row)."
sandy,Council,D1,District 1,Ryan Mecham,ryan_mecham,2022-01-03,2026-01-06,elected,did-not-run,2021,2022-01-04,2025-11-18,"election:2021 (District 1 winner, RCV final 1811-1736 over Katie Johnson); minutes:2022-01-18 (present as Council Member Ryan Mecham, District 1); votes:cities.db first_seen 2022-01-04",high,Elected D1 2021 (newcomer replacing Christensen). NOT a candidate in the 2025 D1 race (won by Christensen) -> term ended at the 2026-01-06 cycle boundary -> did-not-run.
sandy,Council,D1,District 1,Brooke Christensen,brooke_christensen,2026-01-06,,elected,serving,2025,2026-01-06,2026-06-23,"election:2025 (District 1 winner, def. Shana Davis 53.91-46.09); minutes:2026-01-06 ('new and returning Council Members Kris Nicholl, District 3 and Brooke Christensen, District 1'; present + voting)",high,RETURNING member — won her old D1 seat back in 2025 (the 2026-01-06 minutes call her a 'returning' member). The clamp gives each of her two D1 tenures its own bounds — 2020-01-07..2021-12-07 (her first stint) and 2026-01-06..2026-06-02 (this one) — so the old person-level smear across the 2022-2025 off-council gap is gone. Currently serving.
sandy,Council,D2,District 2,Alison Stroud,alison_stroud,2020-01-07,2024-01-09,elected,reelected,2019,2020-01-07,2023-12-19,"election:2019 (District 2 winner, def. Maren Barker 51.07-48.93); minutes:2020-01-07 (masthead 'Alison Stroud, District 2'; present + voting)",high,Elected D2 2019. Re-elected D2 2023 (UNOPPOSED 100%) -> continuous. Council Vice Chair 2026.
sandy,Council,D2,District 2,Alison Stroud,alison_stroud,2024-01-09,,reelected,serving,2023,2024-01-09,2026-06-23,"election:2023 (District 2 winner, UNOPPOSED 100%); minutes:2024-01-09 (masthead 'Alison Stroud, District 2'; present + voting)",high,Re-elected D2 2023 unopposed (continuous service). Currently serving (Vice Chair 2026).
sandy,Council,D3,District 3,Kristin Coleman-Nicholl,kristin_coleman_nicholl,2018-01-01,2022-01-03,elected,did-not-run,,2020-01-07,2021-12-07,"votes:2020-01-07.. (observed serving, cities.db role first_seen); minutes:2020-01-07 (masthead 'Kristin Coleman-Nicholl, District 3'; present + voting); election:2021 (ran MAYOR as 'KRIS NICHOLL', RCV 3rd, lost — did NOT seek re-election to D3, which was won by Zach Robinson)",medium,"PRE-FLOOR term (2017 cycle; term-start 2018-01 inferred from the B-cycle stagger, medium — only the START date is inferred; her 2020-2021 D3 membership is documented). Gave up D3 to run for MAYOR in 2021 (3rd, RCV, as 'Kris Nicholl') -> D3 won by newcomer Zach Robinson. Returned by winning D3 back in 2025 (see her 2026 row). Same person as 'Kris Nicholl' (D3 2026) — canonical votes name is 'Kristin Coleman-Nicholl'."
sandy,Council,D3,District 3,Zach Robinson,zach_robinson,2022-01-03,2026-01-06,elected,did-not-run,2021,2022-01-04,2025-11-18,"election:2021 (District 3 winner, RCV final 3557-2402 over Jim Edwards); minutes:2022-01-18 (masthead 'Zach Robinson, District 3'); votes:cities.db D3 first recorded 2022-01-04 (person-level first_seen 2020-01-07 is his AT-LARGE start, clamped out of this D3 row)",high,"Elected D3 2021 — an AT-LARGE -> DISTRICT within-council move (he held At-Large seat AL-C 2020-2021, then won D3 and moved). NOT a candidate in the 2025 D3 race (won by Coleman-Nicholl) -> term ended at the 2026-01-06 cycle boundary -> did-not-run. The clamp scopes this D3 row's first_vote to 2022-01-04 (his D3 service began 2022-01-03); his AT-LARGE start (2020-01-07, person-level first_seen) now shows only on the AL-C row, no longer smeared onto D3."
sandy,Council,D3,District 3,Kris Nicholl,kristin_coleman_nicholl,2026-01-06,,elected,serving,2025,2026-01-06,2026-06-23,"election:2025 (District 3 winner as 'KRIS NICHOLL', def. Iva Williams 56.82-43.18); minutes:2026-01-06 ('new and returning Council Members Kris Nicholl, District 3'; present + voting)",high,"RETURNING member — won her old D3 seat back in 2025 (the 2026-01-06 minutes call her 'returning'; the ballot + 2026 masthead name her 'Kris Nicholl', the same person as 'Kristin Coleman-Nicholl' above; person_key unchanged). The clamp gives each of her two D3 tenures its own bounds — 2020-01-07..2021-12-07 (her first stint) and 2026-01-06..2026-06-02 (this one) — so the old person-level smear across the 2022-2025 off-council gap is gone. Currently serving."
sandy,Council,D4,District 4,Monica Zoltanski,monica_zoltanski,2020-01-07,2022-01-03,elected,became-mayor,2019,2020-01-07,2021-12-07,"election:2019 (District 4 winner, def. Brooke D'Sousa 50.67-49.33); minutes:2020-01-07 (masthead 'Monica Zoltanski, District 4'); votes:cities.db role (last named D4 vote 2021-12-07); election:2021 (WON the Mayor race, RCV final 8620-8599 over Jim Bennett); minutes:2022-01-03 (sworn Mayor)",high,"Held DISTRICT 4 (elected 2019, a VOTING member; her last recorded (named) D4 vote is 2021-12-07 (she last served 2021-12-14, a unanimous voice vote with no named members)). WON the 2021 MAYOR race and was sworn Mayor 2022-01-03 — MID-TERM (her 2019 D4 term ran to Jan-2024), so her D4 seat became VACANT and was filled by APPOINTMENT (Scott Earl, 2022-01-18), NOT by a regular election (D4 is an A-cycle seat, not on the 2021 ballot). This is UNLIKE Ogden's Nadolski (a clean cycle-boundary handoff): here the library inserts an explicit VACANT interval 2022-01-03..2022-01-18. Her D4 tenure ends 2022-01-03 and her MAYOR tenure begins 2022-01-03 (half-open — no overlap). NB: the CLAMP now scopes her D4 first_vote/last_vote to this tenure's [2020-01-07, 2022-01-03) window (2020-01-07..2021-12-07), so the three Board-of-Municipal-Canvassers canvass actions she took AS MAYOR (2023-12-06, 2025-08-26, 2025-11-18) — which the minutes list under body=Council and which the OLD person-level max had smeared to last_vote=2025-11-18 — are excluded; her true D4 service ended 2021-12-14. Her MAYOR rows are emptied by non_voting_mayor. See the MAYOR block."
sandy,Council,D4,District 4,VACANT,vacant,2022-01-03,2022-01-18,vacated,filled,,,,minutes:2022-01-04 (Mayor Monica Zoltanski presiding; council/mayor 'swearing in ceremony yesterday' = 2022-01-03); minutes:2022-01-18 ('vacancy in council district four'),high,Explicit VACANT interval: seat empty between the predecessor's documented departure and the successor's seating (no two people hold one seat at once).
