candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
Clint Smith,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Herriman City,Herriman City,,25.00,False,True,raw/2097_Smith-Clint.pdf,6290ccb0,v1,medium,vision_cache/vision,0
Clint Smith,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Help U Mail,Help U Mail,,61.76,False,True,raw/2097_Smith-Clint.pdf,6290ccb0,v2,medium,vision_cache/vision,0
Clint Smith,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,BCR Political,Bcr Political,,3903.95,False,True,raw/2097_Smith-Clint.pdf,6290ccb0,v3,medium,vision_cache/vision,0
Clint Smith,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Digital Printing Solutions,Digital Printing Solutions,,314.09,False,True,raw/2097_Smith-Clint.pdf,6290ccb0,v4,medium,vision_cache/vision,0
Clint Smith,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Peerly,Peerly,,496.16,False,True,raw/2097_Smith-Clint.pdf,6290ccb0,v5,medium,vision_cache/vision,0
Clint Smith,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Deseret News,Deseret News,,797.80,False,True,raw/2097_Smith-Clint.pdf,6290ccb0,v6,medium,vision_cache/vision,0
Clint Smith,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,BCR Political,Bcr Political,,506.40,False,True,raw/2097_Smith-Clint.pdf,6290ccb0,v7,medium,vision_cache/vision,0
Clint Smith,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Salt Lake Mailing,Salt Lake Mailing,,3436.85,False,True,raw/2097_Smith-Clint.pdf,6290ccb0,v8,medium,vision_cache/vision,0
Clint Smith,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Paypal,Paypal,,15.56,False,True,raw/2097_Smith-Clint.pdf,6290ccb0,v9,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,City of Herriman,City of Herriman,Filing Fee,25.00,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v1,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,City Journal,City Journal,Ad,600.00,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v2,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Google,Google,G-Suite,2.47,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v3,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Google,Google,G-Services,6.56,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v4,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,SimpleTexting,SimpleTexting,Text Services,155.51,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v5,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Google,Google,GMAIL,30.00,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v6,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Parker Atkinson,Parker Atkinson,Videos,2250.00,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v7,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Elevate Promo,Elevate Promo,"Flyers, Pop Ups, Banners",1152.30,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v8,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,OTC Brands Inc,Otc Brands Inc,Graphic Design,50.91,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v9,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Herriman City,Herriman City,Booth Fee,50.00,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v10,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Elevate Promo,Elevate Promo,Hats and Tees and Hangars,551.38,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v11,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,SimpleTexting,SimpleTexting,responses,11.69,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v12,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Simple Texting,Simple Texting,Text services,155.51,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v13,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Google,Google,G-SVCS,14.93,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v14,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,Google,Google,G-Suite,15.21,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v15,medium,vision_cache/vision,0
Jared Esselman,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),,SimpleTexting,SimpleTexting,Text Services,155.51,False,True,raw/2098_Esselman-Jared.pdf,59abc386,v16,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-06-10,YM LABS,YM Labs,Promo Materials - Chapstick,500.00,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v1,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-07-14,Renaissance Signs,Renaissance Signs,Signs,1530.61,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v2,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-07-15,Renaissance Signs,Renaissance Signs,Signs,1374.95,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v3,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-07-25,Danny Cakes - Utah,Danny Cakes - Utah,Food for Event,275.00,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v4,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-07-25,The Drink House,The Drink House,Drinks for Event,200.00,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v5,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-07-19,Salt Lake Mailing,Salt Lake Mailing,Mailers,3359.92,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v6,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-06-30,Brand Makers,Brand Makers,T-Shirts,571.86,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v7,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-06-07,Brand Makers,Brand Makers,Polo Shirts,174.76,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v8,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-06-19,Good 4 Life Markets,Good 4 Life Markets,Towne Days Booth,60.00,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v9,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-06-20,Amazon,Amazon,Promo - Toys for Booth,244.77,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v10,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-06-19,Michaels,Michaels,Parade Materials,35.64,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v11,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-06-23,Zurchers,Zurchers,Parade Materials,90.48,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v12,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-07-07,Herriman City,Herriman City,Park Reservation,25.00,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v13,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-06-21,Sam's Club,Sam's Club,Parade Candy,230.15,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v14,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-05-22,Home Depot,Home Depot,Sign Materials,51.44,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v15,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-05-30,Lowe's,Lowe's,Sign Materials,256.05,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v16,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-06-01,Herriman City,Herriman City,Filing Fee,25.00,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v17,medium,vision_cache/vision,0
Lorin Palmer,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-07-30,Salt Lake Mailing,Salt Lake Mailing,Mailers,2985.25,False,True,raw/2096_Palmer-Lorin.pdf,ff963147,v18,medium,vision_cache/vision,0
Nicole Grange,Mayor,,2021,2021-08-03,Pre-Primary (due 2021-08-03),2021-06-07,Herriman City,Herriman City,Filing Fee,25.00,False,True,raw/2095_Grange-Nicole.pdf,d371b424,v1,medium,vision_cache/vision,0
Sherrie Ohrn,Council,3,2021,2021-10-21,Pre-General 7-day (due 2021-10-26),,Herriman City,Herriman City,,25.00,False,True,raw/2402_Sherrie-OhrnDistrict-3.pdf,d818a2f2,v1,high,herriman_stdform/text,0
Aly Escobar,Council,2,2021,2021-10-26,Pre-General 7-day (due 2021-10-26),,ALY ESCOBAR,Aly Escobar,FILLING FEE,25.00,False,False,raw/2399_Aly-EscobarDistrict-2.pdf,3cace20b,v1,low,vision_cache/vision,1
Clint Smith,Mayor,,2021,2021-10-26,Pre-General 7-day (due 2021-10-26),,Salt Lake Mailing,Salt Lake Mailing,,2799.91,False,True,raw/2400_Clint-SmithMayor.pdf,447ff529,v1,low,vision_cache/vision,1
