candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Clint Smith,Mayor,2021,2021-08-03,Pre-Primary (due 2021-08-03),interim,10815.56,9557.57,0.00,1257.99,10815.56,9557.57,True,True,0.00,0.00,7500.00,24,9,raw/2097_Smith-Clint.pdf,6290ccb0,medium,vision-transcribed(read-tool),
Jared Esselman,Mayor,2021,2021-08-03,Pre-Primary (due 2021-08-03),interim,8892.43,5226.98,0.00,3665.45,8897.43,5226.98,False,True,5.00,0.00,2000.00,20,16,raw/2098_Esselman-Jared.pdf,59abc386,low,vision-transcribed(read-tool); contrib!=stated,
Lorin Palmer,Mayor,2021,2021-08-03,Pre-Primary (due 2021-08-03),interim,12732.18,11990.88,0.00,741.30,12732.18,11990.88,True,True,0.00,0.00,8200.00,59,18,raw/2096_Palmer-Lorin.pdf,ff963147,medium,vision-transcribed(read-tool),
Nicole Grange,Mayor,2021,2021-08-03,Pre-Primary (due 2021-08-03),interim,25.00,25.00,0.00,0.00,25.00,25.00,True,True,0.00,0.00,25.00,1,1,raw/2095_Grange-Nicole.pdf,d371b424,medium,vision-transcribed(read-tool),
Sherrie Ohrn,Council,2021,2021-10-21,Pre-General 7-day (due 2021-10-26),interim,25.00,25.00,,,25.00,25.00,True,True,0.00,0.00,25.00,1,1,raw/2402_Sherrie-OhrnDistrict-3.pdf,d818a2f2,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Aly Escobar,Council,2021,2021-10-26,Pre-General 7-day (due 2021-10-26),interim,25.00,,,,25.00,25.00,True,,0.00,,25.00,1,1,raw/2399_Aly-EscobarDistrict-2.pdf,3cace20b,low,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Clint Smith,Mayor,2021,2021-10-26,Pre-General 7-day (due 2021-10-26),interim,10000.00,11185.60,1283.39,97.79,10000.00,11185.63,True,False,0.00,0.03,5000.00,2,7,raw/2400_Clint-SmithMayor.pdf,447ff529,low,vision-transcribed(read-tool); expend!=stated,
Lorin Palmer,Mayor,2021,2021-10-26,Pre-General 7-day (due 2021-10-26),interim,7885.00,8171.98,741.30,454.32,7893.00,8171.98,False,True,8.00,0.00,7000.00,13,6,raw/2401_Lorin-PalmerMayor.pdf,016359f1,low,vision-transcribed(read-tool); contrib!=stated,
Teddy Hodges,Council,2021,2021-10-26,Pre-General 7-day (due 2021-10-26),interim,4525.00,4492.07,0.00,32.93,4525.00,4492.07,True,True,0.00,0.00,3000.00,26,11,raw/2403_TeddyHodgesDistrict-2.pdf,c3c0b269,medium,vision-transcribed(read-tool),
Sherrie Ohrn,Council,2021,2021-11-17,Final — 30 days after general (due 2021-12-02),summary,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2429_Sherrie-OhrnDistrict-3.pdf,7e5c5ff3,medium,vision-transcribed(read-tool),
Aly Escobar,Council,2021,2021-12-02,Final — 30 days after general (due 2021-12-02),summary,25.00,25.00,,,25.00,25.00,True,True,0.00,0.00,25.00,1,1,raw/2452_Aly-EscobarDistrict-2.pdf,83c77f43,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Clint Smith,Mayor,2021,2021-12-02,Final — 30 days after general (due 2021-12-02),summary,7795.00,7892.79,97.79,0.00,7795.00,7892.79,True,True,0.00,0.00,0.00,13,11,raw/2456_Clint-SmithMayor.pdf,2ade68b3,medium,vision-transcribed(read-tool),
Lorin Palmer,Mayor,2021,2021-12-02,Final — 30 days after general (due 2021-12-02),summary,11420.88,11619.62,454.32,255.58,11420.88,11619.62,True,True,0.00,0.00,10800.00,5,4,raw/2453_Lorin-PalmerMayor.pdf,7ccbe9f9,medium,vision-transcribed(read-tool),
Teddy Hodges,Council,2021,2021-12-02,Final — 30 days after general (due 2021-12-02),summary,0.00,32.93,32.93,0.00,0.00,32.93,True,True,0.00,0.00,0.00,0,1,raw/2458_TeddyHodgesDistrict-2.pdf,14a505d9,medium,vision-transcribed(read-tool),
Chris Roberts,Council,2023,2023-10-24,October 24 report — candidates not in a primary (due 2023-10-24),interim,2363.50,1392.81,0.00,970.69,2363.50,1392.81,True,True,0.00,0.00,676.00,22,21,raw/3974_District-1Chris-Roberts.pdf,752cea28,medium,vision-transcribed(read-tool),
Jared Henderson,Council,2023,2023-10-24,October 24 report — candidates not in a primary (due 2023-10-24),interim,1596.12,1596.12,0.00,0.00,1596.12,1596.12,True,True,0.00,0.00,1596.12,3,3,raw/3973_District-1Jared-Henderson.pdf,6a728f58,medium,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Matt Bello,Council,2023,2023-10-24,October 24 report — candidates not in a primary (due 2023-10-24),interim,2013.65,1785.36,0.00,227.64,2013.65,1785.36,True,True,0.00,0.00,1000.00,19,9,raw/4017_Amended-Financial-Disclosure.pdf,701eb413,medium,vision-transcribed(read-tool); amendment (no original recovered),
Steven Shields,Council,2023,2023-10-24,October 24 report — candidates not in a primary (due 2023-10-24),interim,3100.00,2766.76,,,3100.00,2766.76,True,True,0.00,0.00,1500.00,3,12,raw/3975_District-4Steve-Shields.pdf,3eea977b,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Chris Roberts,Council,2023,2023-11-14,Pre-General 7-day (due 2023-11-14),interim,1340.00,2260.08,,,1340.00,2260.08,True,True,0.00,0.00,320.00,3,7,raw/4025_District-1Chris-Roberts2nd-Report.pdf,436dc35e,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Jared Henderson,Council,2023,2023-11-14,Pre-General 7-day (due 2023-11-14),interim,2496.12,2496.12,0.00,0.00,2496.12,2496.12,True,True,0.00,0.00,1596.12,6,5,raw/4024_District-1Jared-Henderson2nd-Report.pdf,1cb26c52,medium,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Matt Bello,Council,2023,2023-11-14,Pre-General 7-day (due 2023-11-14),interim,1487.22,1697.75,227.64,17.11,1487.22,1697.75,True,True,0.00,0.00,0.00,29,11,raw/4027_District-4Matt-Bello2nd-Report.pdf,c1bb43a2,medium,vision-transcribed(read-tool),
Steven Shields,Council,2023,2023-11-14,Pre-General 7-day (due 2023-11-14),interim,10.00,0.77,,,10.00,0.77,True,True,0.00,0.00,0.00,1,1,raw/4026_District-4SteveShields2nd-Report.pdf,f416cc59,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Chris Roberts,Council,2023,2023-12-21,Final — 30 days after general (due 2023-12-21),summary,,49.61,,,,49.61,,True,,0.00,0.00,0,2,raw/4056_Chris-RobertsDistrict-1.pdf,f7784399,low,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Jared Henderson,Council,2023,2023-12-21,Final — 30 days after general (due 2023-12-21),summary,2496.12,2496.12,0.00,0.00,2496.12,2496.12,True,True,0.00,0.00,1596.12,6,5,raw/4055_Jared-HendersonDistrict-1.pdf,4da7b844,medium,vision-transcribed(read-tool),
Matt Bello,Council,2023,2023-12-21,Final — 30 days after general (due 2023-12-21),summary,0.71,17.82,17.11,0.00,0.71,17.82,True,True,0.00,0.00,0.65,2,1,raw/4058_Matt-BelloDistrict-4.pdf,b093a7e1,medium,vision-transcribed(read-tool),
Steven Shields,Council,2023,2023-12-21,Final — 30 days after general (due 2023-12-21),summary,0.00,0.00,342.44,342.44,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/4057_Steven-ShieldsDistrict-4.pdf,b8d045c5,medium,vision-transcribed(read-tool),
Matt Basham,Council,2025,2025-08-03,Pre-Primary (due 2025-08-05),interim,5799.00,4850.83,0.00,948.17,5799.00,4850.76,True,False,0.00,-0.07,1999.00,12,30,raw/5784_Basham-Matt-District-3-August-5-Report.pdf,73687d99,low,vision-transcribed(read-tool); expend!=stated,
Heather Garcia,Council,2025,2025-08-05,Pre-Primary (due 2025-08-05),interim,325.88,325.88,0.00,0.00,325.88,325.88,True,True,0.00,0.00,325.88,11,8,raw/5787_Garcia-Heather-District-3-August-5-Report.pdf,4c5606d1,medium,vision-transcribed(read-tool),
Rodman Grimm,Council,2025,2025-08-05,Pre-Primary (due 2025-08-05),interim,,,,,,,,,,,0.00,0,0,raw/5673_Grimm-Rodman-District-3.pdf,d2313c05,low,not built (byte-identical duplicate re-upload; superseded — canonical docid 5785 carries the money; do not sum — 2026-07-17); superseded by amendment/re-file (same reporting period),
Rodman Grimm,Council,2025,2025-08-05,Pre-Primary (due 2025-08-05),interim,2525.00,125.00,2500.00,2500.00,2525.00,125.00,True,True,0.00,0.00,2525.00,2,2,raw/5785_Grimm-Rodman-District-3-August-5-Report.pdf,deb2801a,medium,vision-transcribed(read-tool),
Rodman Grimm,Council,2025,2025-09-11,Final — eliminated at primary (due 2025-09-11),summary,,,,,,,,,,,0.00,0,0,raw/5719_Grimm-Rodman-DIstrict-3-08-2025.pdf,ae081f5c,low,not built (byte-identical duplicate re-upload; superseded — canonical docid 5786 carries the money; do not sum — 2026-07-17); superseded by amendment/re-file (same reporting period),
Rodman Grimm,Council,2025,2025-09-11,Final — eliminated at primary (due 2025-09-11),summary,-0.00,1690.21,2500.00,809.21,2525.00,1690.21,False,True,2525.00,0.00,2525.00,2,5,raw/5786_Grimm-Rodman-DIstrict-3-September-11-Report.pdf,f83c8b49,low,vision-transcribed(read-tool); contrib!=stated,
Heather Garcia,Council,2025,2025-10-06,October 7 report — won/skipped primary (due 2025-10-07),interim,970.00,930.18,,,970.00,930.18,True,True,0.00,0.00,70.00,7,13,raw/5771_District-3Heather-Garcia.pdf,01c3bf93,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Teddy Hodges,Council,2025,2025-10-06,October 7 report — won/skipped primary (due 2025-10-07),interim,14350.00,3969.08,,,14350.00,3969.08,True,True,0.00,0.00,6000.00,8,7,raw/5770_District-2Teddy-Hodges.pdf,7a0c7477,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Lorin Palmer,Mayor,2025,2025-10-07,October 7 report — won/skipped primary (due 2025-10-07),interim,,,,,406.02,,,,,,0.00,13,0,raw/5768_MayorLorin-Palmer.pdf,9ca9b055,low,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Matt Basham,Council,2025,2025-10-07,October 7 report — won/skipped primary (due 2025-10-07),interim,2025.00,1194.70,,,2025.00,1194.70,True,True,0.00,0.00,0.00,9,11,raw/5772_District-3Matt-Basham.pdf,33929e9e,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Terrah Anderson,Council,2025,2025-10-07,October 7 report — won/skipped primary (due 2025-10-07),interim,700.00,556.02,0.00,143.98,700.00,556.02,True,True,0.00,0.00,600.00,4,3,raw/5791_District-4Terrah-Anderson.pdf,4c7782a6,medium,vision-transcribed(read-tool),
Ty Brady,Mayor,2025,2025-10-07,October 7 report — won/skipped primary (due 2025-10-07),interim,16676.00,14642.82,,,16676.00,14642.62,True,False,0.00,-0.20,0.00,8,29,raw/5769_MayorTy-Brady.pdf,08efdd70,low,vision-transcribed(read-tool); expend!=stated,
Matt Basham,Council,2025,2025-10-27,Pre-General 7-day (due 2025-10-28),interim,0.00,1693.78,1778.47,84.69,0.00,1693.78,True,True,0.00,0.00,0.00,2,3,raw/5802_District-3Matt-Basham.pdf,c96909aa,high,vision-transcribed(read-tool),
Heather Garcia,Council,2025,2025-10-28,Pre-General 7-day (due 2025-10-28),interim,365.84,405.66,,,365.84,405.66,True,True,0.00,0.00,365.84,3,4,raw/5803_District-3Heather-Garcia.pdf,11324dc6,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Lorin Palmer,Mayor,2025,2025-10-28,Pre-General 7-day (due 2025-10-28),interim,1625.00,3427.90,17557.98,15755.08,1625.00,3427.90,True,True,0.00,0.00,0.00,5,2,raw/5801_MayorLorin-Palmer.pdf,5b2660a1,medium,vision-transcribed(read-tool),
Teddy Hodges,Council,2025,2025-10-28,Pre-General 7-day (due 2025-10-28),interim,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/5804_District-2Teddy-Hodges.pdf,6e3f4714,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Terrah Anderson,Council,2025,2025-10-28,Pre-General 7-day (due 2025-10-28),interim,0.00,0.00,143.98,143.98,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/5800_District-4Terrah-Anderson.pdf,6c27e5a5,medium,vision-transcribed(read-tool),
Ty Brady,Mayor,2025,2025-10-28,Pre-General 7-day (due 2025-10-28),interim,1000.00,2841.96,2033.18,191.22,1000.00,2841.96,True,True,0.00,0.00,0.00,2,7,raw/5805_MayorTy-Brady.pdf,56b34e43,medium,vision-transcribed(read-tool),
Matt Basham,Council,2025,2025-11-07,Final — 30 days after general (due 2025-12-04),summary,0.00,9.03,,,0.00,9.03,True,True,0.00,0.00,0.00,1,1,raw/5880_District-3Matt-Basham.pdf,30303717,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Terrah Anderson,Council,2025,2025-11-10,Final — 30 days after general (due 2025-12-04),summary,0.00,0.00,143.98,143.98,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/5879_District-4Terrah-Anderson.pdf,4c00bcfd,medium,vision-transcribed(read-tool),
Teddy Hodges,Council,2025,2025-12-03,Final — 30 days after general (due 2025-12-04),summary,0.00,9585.93,,,0.00,9585.93,True,True,0.00,0.00,0.00,0,6,raw/5953_TeddyMHodges-Financial-Statement-2025-General-Election-DEC3rd.pdf,c724f832,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Heather Garcia,Council,2025,2025-12-04,Final — 30 days after general (due 2025-12-04),summary,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/5958_District-3Heather-Garcia.pdf,ff2f0485,high,born-digital §10-3-208 Schedule A/B/C text parsed (pdftotext -layout),
Lorin Palmer,Mayor,2025,2025-12-04,Final — 30 days after general (due 2025-12-04),summary,3510.00,8710.49,15755.98,10555.49,3516.00,8710.49,False,True,6.00,0.00,0.00,3,3,raw/5957_MayorLorin-Palmer.pdf,d144ff98,low,vision-transcribed(read-tool); contrib!=stated,
Ty Brady,Mayor,2025,2025-12-04,Final — 30 days after general (due 2025-12-04),summary,17676.00,17484.78,,191.22,,,,,,,0.00,0,0,raw/5941_MayorTy-Brady.pdf,c019992c,low,vision-transcribed(read-tool); totals-only(no itemization); totals-only(no itemization),
