source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,1,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass,crosswalk,high
minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,2,2020-01-07,Council,Appointment,Appointment,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high
minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,3,2020-01-07,Council,Interlocal,Interlocal,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high
minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,4,2020-01-07,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,medium
minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,5,2020-01-07,Council,Contract/Purchase,Contract-Purchase,,final-action,pass,3,0,,roll-call,3-0 Pass,crosswalk,high
minutes/2020/2020-01-06/2020-01-07_city-council-regular-meeting.md,6,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,1,2020-01-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass,crosswalk,high
pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,2,2020-01-21,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high
pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,3,2020-01-21,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high
pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,4,2020-01-21,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high
pmn_backfill/text/2020-01-21__council__CC-Minutes-1-21-2020.txt,5,2020-01-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
pmn_backfill/text/2020-01-21__rda__RDA-Minutes-1-21-2020.txt,1,2020-01-21,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass,crosswalk,high
pmn_backfill/text/2020-01-21__rda__RDA-Minutes-1-21-2020.txt,2,2020-01-21,RDA,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high
pmn_backfill/text/2020-01-21__rda__RDA-Minutes-1-21-2020.txt,3,2020-01-21,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,1,2020-02-04,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,2,2020-02-04,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,3,2020-02-04,Council,Resolution,Resolution,,final-action,pass,4,0,,roll-call,4-0 Pass,crosswalk,high
minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,4,2020-02-04,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,5,2020-02-04,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,6,2020-02-04,Council,Land-Use/Zoning,Land-Use,Text-Amendment,final-action,pass,4,0,,roll-call,4-0 Pass,rule:lu-textamend,high
minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,7,2020-02-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,4-0 Pass,crosswalk,high
minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,8,2020-02-04,Council,Ordinance,Ordinance,,final-action,pass,4,0,,roll-call,4-0 Pass,crosswalk,high
minutes/2020/2020-02-03/2020-02-04_city-council-regular-meeting.md,9,2020-02-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,1,2020-02-18,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,2,2020-02-18,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,3,2020-02-18,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,4,0,,roll-call,4-0 Pass,crosswalk,medium
minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,4,2020-02-18,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,4-0 Pass,crosswalk,high
minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,5,2020-02-18,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,4-0 Pass,crosswalk,high
minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,6,2020-02-18,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,7,2020-02-18,Council,Resolution,Contract-Purchase,,final-action,pass,3,1,,roll-call,3-1 Pass,rule:contract,high
minutes/2020/2020-02-17/2020-02-18_city-council-regular-meeting.md,8,2020-02-18,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md,1,2020-03-03,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high
minutes/2020/2020-03-02/2020-03-03_city-council-regular-meeting.md,2,2020-03-03,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass,crosswalk,high
