source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
minutes/2020/2020-01-06/2020-01-09_planning-commission.md,1,2020-01-09,PlanningCommission,Land-Use/Zoning,Procedural-Administrative,,procedural,pass,5,0,,tally-only,5-0 Approved (Final Action),rule:proc-minutes,high
minutes/2020/2020-01-06/2020-01-09_planning-commission.md,2,2020-01-09,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,tally-only,5-0 Approved (Final Action),rule:lu-subdiv,high
minutes/2020/2020-01-06/2020-01-09_planning-commission.md,3,2020-01-09,PlanningCommission,Land-Use/Zoning,Procedural-Administrative,,procedural,pass,5,0,,tally-only,5-0 Approved (Final Action),rule:proc-adjourn,high
minutes/2020/2020-01-20/2020-01-23_planning-commission.md,1,2020-01-23,PlanningCommission,Land-Use/Zoning,Land-Use,Development-Agreement,recommendation,fail,2,3,,tally-only,2-3 Positive Recommendation,rule:lu-devagr,high
minutes/2020/2020-01-20/2020-01-23_planning-commission.md,2,2020-01-23,PlanningCommission,Land-Use/Zoning,Land-Use,Development-Agreement,recommendation,pass,3,2,,roll-call,3-2 Negative Recommendation,rule:lu-devagr,high
minutes/2020/2020-02-10/2020-02-13_planning-commission.md,1,2020-02-13,PlanningCommission,Appointment,Appointment,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high
minutes/2020/2020-02-10/2020-02-13_planning-commission.md,2,2020-02-13,PlanningCommission,Appointment,Appointment,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high
minutes/2020/2020-02-10/2020-02-13_planning-commission.md,3,2020-02-13,PlanningCommission,Other,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Pass,rule:proc-minutes,high
minutes/2020/2020-02-10/2020-02-13_planning-commission.md,4,2020-02-13,PlanningCommission,Land-Use/Zoning,Land-Use,Development-Agreement,recommendation,pass,4,1,,roll-call,4-1 Negative Recommendation,rule:lu-devagr,high
minutes/2020/2020-02-10/2020-02-13_planning-commission.md,5,2020-02-13,PlanningCommission,Land-Use/Zoning,Land-Use,Text-Amendment,recommendation,pass,5,0,,roll-call,5-0 Positive Recommendation,rule:lu-textamend,high
minutes/2020/2020-02-24/2020-02-27_planning-commission.md,1,2020-02-27,PlanningCommission,Land-Use/Zoning,Land-Use,Text-Amendment,recommendation,pass,5,0,,roll-call,5-0 Positive Recommendation,rule:lu-textamend,high
minutes/2020/2020-02-24/2020-02-27_planning-commission.md,2,2020-02-27,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,5,0,,roll-call,5-0 Positive Recommendation,rule:lu-rezone,high
minutes/2020/2020-02-24/2020-02-27_planning-commission.md,3,2020-02-27,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,3,2,,roll-call,3-2 Positive Recommendation,rule:lu-rezone,high
minutes/2020/2020-02-24/2020-02-27_planning-commission.md,4,2020-02-27,PlanningCommission,Land-Use/Zoning,Land-Use,Development-Agreement,recommendation,pass,3,2,,roll-call,3-2 Positive Recommendation,rule:lu-devagr,high
minutes/2020/2020-03-30/2020-04-02_planning-commission.md,1,2020-04-02,PlanningCommission,Other,Other,,final-action,pass,5,0,,roll-call,5-0 Pass,rule:no-signal,low
minutes/2020/2020-03-30/2020-04-02_planning-commission.md,2,2020-04-02,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5-0 Approved (Final Action),crosswalk,high
minutes/2020/2020-03-30/2020-04-02_planning-commission.md,3,2020-04-02,PlanningCommission,Other,Other,,final-action,pass,5,0,,roll-call,5-0 Approved (Final Action),rule:no-signal,low
minutes/2020/2020-03-30/2020-04-02_planning-commission.md,4,2020-04-02,PlanningCommission,Land-Use/Zoning,Land-Use,Development-Agreement,recommendation,pass,5,0,,roll-call,5-0 Positive Recommendation,rule:lu-devagr,high
minutes/2020/2020-03-30/2020-04-02_planning-commission.md,5,2020-04-02,PlanningCommission,Land-Use/Zoning,Land-Use,Text-Amendment,recommendation,pass,5,0,,roll-call,5-0 Positive Recommendation,rule:lu-textamend,high
minutes/2020/2020-03-30/2020-04-02_planning-commission.md,6,2020-04-02,PlanningCommission,Land-Use/Zoning,Land-Use,Text-Amendment,recommendation,pass,5,0,,roll-call,5-0 Positive Recommendation,rule:lu-textamend,high
minutes/2020/2020-03-30/2020-04-02_planning-commission.md,7,2020-04-02,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,5-0 Approved (Final Action),rule:lu-subdiv,high
minutes/2020/2020-03-30/2020-04-02_planning-commission.md,8,2020-04-02,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,5-0 Approved (Final Action),rule:lu-subdiv,high
minutes/2020/2020-03-30/2020-04-02_planning-commission.md,9,2020-04-02,PlanningCommission,Land-Use/Zoning,Land-Use,Development-Agreement,recommendation,pass,4,1,,roll-call,4-1 Positive Recommendation,rule:lu-devagr,high
minutes/2020/2020-04-06/2020-04-09_planning-commission.md,1,2020-04-09,PlanningCommission,Other,Other,,final-action,pass,5,0,,tally-only,5-0 Pass,rule:no-signal,low
