retrieved_date,date,path,source_url
2026-07-11,2020-01-09,minutes/2020/2020-01-06/2020-01-09_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=98&doc_id=34accdda-863a-11ea-99b9-0050569183fa
2026-07-11,2020-01-23,minutes/2020/2020-01-20/2020-01-23_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=97&doc_id=334dc102-85d0-11ea-99b9-0050569183fa
2026-07-11,2020-02-13,minutes/2020/2020-02-10/2020-02-13_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=91&doc_id=33f1a302-859f-11ea-99b9-0050569183fa
2026-07-11,2020-02-27,minutes/2020/2020-02-24/2020-02-27_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=177&doc_id=95917163-96eb-11ea-a2af-0050569183fa
2026-07-11,2020-04-02,minutes/2020/2020-03-30/2020-04-02_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=67&doc_id=5abb71e2-991c-11ea-a2af-0050569183fa
2026-07-11,2020-04-09,minutes/2020/2020-04-06/2020-04-09_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=82&doc_id=7d978681-991c-11ea-a2af-0050569183fa
2026-07-11,2020-04-23,minutes/2020/2020-04-20/2020-04-23_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=96&doc_id=d6918c57-08e8-11eb-80dd-0050569183fa
2026-07-11,2020-05-14,minutes/2020/2020-05-11/2020-05-14_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=172&doc_id=ef35518a-08e8-11eb-80dd-0050569183fa
2026-07-11,2020-05-28,minutes/2020/2020-05-25/2020-05-28_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=266&doc_id=b662c2c6-179b-11eb-a4b6-0050569183fa
2026-07-11,2020-06-11,minutes/2020/2020-06-08/2020-06-11_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=285&doc_id=0327338c-08e9-11eb-80dd-0050569183fa
2026-07-11,2020-06-25,minutes/2020/2020-06-22/2020-06-25_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=292&doc_id=b96c04d1-f464-11ea-b6a9-0050569183fa
2026-07-11,2020-07-09,minutes/2020/2020-07-06/2020-07-09_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=297&doc_id=7c5c0913-f473-11ea-b6a9-0050569183fa
2026-07-11,2020-07-23,minutes/2020/2020-07-20/2020-07-23_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=299&doc_id=924da927-f473-11ea-b6a9-0050569183fa
2026-07-11,2020-08-13,minutes/2020/2020-08-10/2020-08-13_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=310&doc_id=9aa5067a-f44b-11ea-b6a9-0050569183fa
2026-07-11,2020-08-27,minutes/2020/2020-08-24/2020-08-27_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=313&doc_id=3ec33afe-2825-11eb-a4b6-0050569183fa
2026-07-11,2020-09-03,minutes/2020/2020-08-31/2020-09-03_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=315&doc_id=f9628af7-2827-11eb-a4b6-0050569183fa
2026-07-11,2020-09-10,minutes/2020/2020-09-07/2020-09-10_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=317&doc_id=0f61e8e1-2e69-11eb-bc32-0050569183fa
2026-07-11,2020-09-24,minutes/2020/2020-09-21/2020-09-24_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=338&doc_id=21b9f69c-2e69-11eb-bc32-0050569183fa
2026-07-11,2020-10-08,minutes/2020/2020-10-05/2020-10-08_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=345&doc_id=db061d57-43c5-11eb-920e-0050569183fa
2026-07-11,2020-10-22,minutes/2020/2020-10-19/2020-10-22_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=348&doc_id=effd434a-43c5-11eb-920e-0050569183fa
2026-07-11,2020-11-12,minutes/2020/2020-11-09/2020-11-12_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=358&doc_id=c822062d-417a-11eb-bc32-0050569183fa
2026-07-11,2020-11-19,minutes/2020/2020-11-16/2020-11-19_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=363&doc_id=d73d5b1e-417a-11eb-bc32-0050569183fa
2026-07-11,2020-12-17,minutes/2020/2020-12-14/2020-12-17_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=376&doc_id=58e70cd6-6d5b-11eb-920e-0050569183fa
2026-07-11,2021-01-14,minutes/2021/2021-01-11/2021-01-14_planning-commission.md,https://draper.granicus.com/MinutesViewer.php?view_id=1&clip_id=383&doc_id=ef432412-6d5f-11eb-920e-0050569183fa
