date,url,meetingTemplateId,had_comments,n_comments,n_dropped,status
2022-07-13,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=79,79,FALSE,0,0,ok
2022-07-13,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=74,74,FALSE,0,0,ok
2022-07-27,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=89,89,FALSE,0,0,ok
2022-07-27,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=84,84,FALSE,0,0,ok
2022-08-10,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=99,99,TRUE,27,0,ok
2022-08-10,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=94,94,FALSE,0,0,ok
2022-08-24,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=189,189,TRUE,27,0,ok
2022-08-24,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=184,184,FALSE,0,0,ok
2022-08-30,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=298,298,FALSE,0,0,ok
2022-09-14,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=308,308,TRUE,27,0,ok
2022-09-14,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=303,303,FALSE,0,0,ok
2022-09-28,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=323,323,TRUE,28,2,ok
2022-09-28,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=318,318,FALSE,0,0,ok
2022-10-12,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=536,536,TRUE,30,29,ok
2022-10-12,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=481,481,FALSE,0,0,ok
2022-10-26,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=486,486,TRUE,28,27,ok
2022-10-26,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=343,343,FALSE,0,0,ok
2022-11-02,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=512,512,TRUE,27,27,ok
2022-11-02,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=492,492,FALSE,0,0,ok
2022-11-16,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=518,518,TRUE,27,27,ok
2022-11-16,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=497,497,FALSE,0,0,ok
2022-12-07,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=524,524,TRUE,27,27,ok
2022-12-07,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=502,502,FALSE,0,0,ok
2022-12-21,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=530,530,TRUE,28,0,ok
2022-12-21,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=507,507,FALSE,0,0,ok
2023-01-11,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=644,644,TRUE,27,0,ok
2023-01-18,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=656,656,FALSE,0,0,ok
2023-01-25,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1912,1912,TRUE,27,0,ok
2023-01-25,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1934,1934,FALSE,0,0,ok
2023-02-08,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1900,1900,FALSE,0,0,ok
2023-02-15,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=676,676,FALSE,0,0,ok
2023-02-22,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1906,1906,FALSE,0,0,ok
2023-02-22,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2094,2094,FALSE,0,0,ok
2023-03-08,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1970,1970,FALSE,0,0,ok
2023-03-15,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1884,1884,FALSE,0,0,ok
2023-03-22,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1976,1976,FALSE,0,0,ok
2023-04-12,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1982,1982,FALSE,0,0,ok
2023-04-12,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2206,2206,FALSE,0,0,ok
2023-04-13,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2173,2173,FALSE,0,0,ok
2023-04-26,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1988,1988,FALSE,0,0,ok
2023-05-09,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2353,2353,FALSE,0,0,ok
2023-05-10,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1994,1994,FALSE,0,0,ok
2023-05-17,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1959,1959,FALSE,0,0,ok
2023-05-24,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2000,2000,FALSE,0,0,ok
2023-06-14,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2017,2017,FALSE,0,0,ok
2023-06-21,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2029,2029,FALSE,0,1,ok
2023-06-28,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2023,2023,FALSE,0,0,ok
2023-07-19,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2243,2243,FALSE,0,0,ok
2023-07-26,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2506,2506,FALSE,0,0,ok
2023-08-09,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2512,2512,FALSE,0,0,ok
2023-08-16,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2260,2260,FALSE,0,0,ok
2023-08-23,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2518,2518,FALSE,0,0,ok
2023-09-13,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2530,2530,FALSE,0,0,ok
2023-09-20,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2277,2277,FALSE,0,0,ok
