year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2007,municipal general,Council,1,Riverton City Council District 1,3603,SHELDON STEWART,50,False
2007,municipal general,Council,1,Riverton City Council District 1,3603,ROY TINGEY,73,False
2007,municipal general,Council,1,Riverton City Council District 1,3603,Write-in,0,False
2007,municipal general,Council,1,Riverton City Council District 1,3614,SHELDON STEWART,220,False
2007,municipal general,Council,1,Riverton City Council District 1,3614,ROY TINGEY,120,False
2007,municipal general,Council,1,Riverton City Council District 1,3614,Write-in,1,False
2007,municipal general,Council,1,Riverton City Council District 1,3615,SHELDON STEWART,40,False
2007,municipal general,Council,1,Riverton City Council District 1,3615,ROY TINGEY,34,False
2007,municipal general,Council,1,Riverton City Council District 1,3615,Write-in,0,False
2007,municipal general,Council,1,Riverton City Council District 1,3616,SHELDON STEWART,30,False
2007,municipal general,Council,1,Riverton City Council District 1,3616,ROY TINGEY,33,False
2007,municipal general,Council,1,Riverton City Council District 1,3616,Write-in,0,False
2007,municipal general,Council,1,Riverton City Council District 1,3618,SHELDON STEWART,137,False
2007,municipal general,Council,1,Riverton City Council District 1,3618,ROY TINGEY,140,False
2007,municipal general,Council,1,Riverton City Council District 1,3618,Write-in,1,False
2007,municipal general,Council,1,Riverton City Council District 1,3621,SHELDON STEWART,110,False
2007,municipal general,Council,1,Riverton City Council District 1,3621,ROY TINGEY,206,False
2007,municipal general,Council,1,Riverton City Council District 1,3621,Write-in,0,False
2007,municipal general,Council,1,Riverton City Council District 1,3623,SHELDON STEWART,60,False
2007,municipal general,Council,1,Riverton City Council District 1,3623,ROY TINGEY,177,False
2007,municipal general,Council,1,Riverton City Council District 1,3623,Write-in,1,False
2007,municipal general,Council,2,Riverton City Council District 2,3602,KARMA BENTSON,269,False
2007,municipal general,Council,2,Riverton City Council District 2,3602,Write-in,9,False
2007,municipal general,Council,2,Riverton City Council District 2,3604,KARMA BENTSON,293,False
2007,municipal general,Council,2,Riverton City Council District 2,3604,Write-in,9,False
2007,municipal general,Council,2,Riverton City Council District 2,3607,KARMA BENTSON,224,False
2007,municipal general,Council,2,Riverton City Council District 2,3607,Write-in,3,False
2007,municipal general,Council,2,Riverton City Council District 2,3619,KARMA BENTSON,223,False
2007,municipal general,Council,2,Riverton City Council District 2,3619,Write-in,3,False
2007,municipal general,Council,5,Riverton City Council District 5,3622,RANDY BRINKERHOFF,183,False
2007,municipal general,Council,5,Riverton City Council District 5,3622,GALEN K. MILLS,127,False
2007,municipal general,Council,5,Riverton City Council District 5,3622,Write-in,2,False
2007,municipal general,Council,5,Riverton City Council District 5,3624,RANDY BRINKERHOFF,116,False
2007,municipal general,Council,5,Riverton City Council District 5,3624,GALEN K. MILLS,132,False
2007,municipal general,Council,5,Riverton City Council District 5,3624,Write-in,1,False
2007,municipal general,Council,5,Riverton City Council District 5,3625,RANDY BRINKERHOFF,77,False
2007,municipal general,Council,5,Riverton City Council District 5,3625,GALEN K. MILLS,101,False
2007,municipal general,Council,5,Riverton City Council District 5,3625,Write-in,0,False
2007,municipal general,Council,5,Riverton City Council District 5,3636,RANDY BRINKERHOFF,116,False
2007,municipal general,Council,5,Riverton City Council District 5,3636,GALEN K. MILLS,109,False
2007,municipal general,Council,5,Riverton City Council District 5,3636,Write-in,2,False
2007,municipal general,Council,5,Riverton City Council District 5,3636L,RANDY BRINKERHOFF,4,False
2007,municipal general,Council,5,Riverton City Council District 5,3636L,GALEN K. MILLS,5,False
2007,municipal general,Council,5,Riverton City Council District 5,3636L,Write-in,0,False
2007,municipal general,Council,5,Riverton City Council District 5,3637,RANDY BRINKERHOFF,72,False
2007,municipal general,Council,5,Riverton City Council District 5,3637,GALEN K. MILLS,83,False
2007,municipal general,Council,5,Riverton City Council District 5,3637,Write-in,0,False
2007,municipal primary,Council,1,Riverton City Council District 1,3603,DERRICK R BROOKS,7,False
2007,municipal primary,Council,1,Riverton City Council District 1,3603,JON BURRIDGE,3,False
2007,municipal primary,Council,1,Riverton City Council District 1,3603,SHELDON STEWART,2,False
2007,municipal primary,Council,1,Riverton City Council District 1,3603,ROY TINGEY,8,False
2007,municipal primary,Council,1,Riverton City Council District 1,3614,DERRICK R BROOKS,13,False
2007,municipal primary,Council,1,Riverton City Council District 1,3614,JON BURRIDGE,0,False
2007,municipal primary,Council,1,Riverton City Council District 1,3614,SHELDON STEWART,69,False
2007,municipal primary,Council,1,Riverton City Council District 1,3614,ROY TINGEY,9,False
2007,municipal primary,Council,1,Riverton City Council District 1,3615,DERRICK R BROOKS,12,False
2007,municipal primary,Council,1,Riverton City Council District 1,3615,JON BURRIDGE,0,False
2007,municipal primary,Council,1,Riverton City Council District 1,3615,SHELDON STEWART,8,False
2007,municipal primary,Council,1,Riverton City Council District 1,3615,ROY TINGEY,0,False
2007,municipal primary,Council,1,Riverton City Council District 1,3616,DERRICK R BROOKS,0,False
2007,municipal primary,Council,1,Riverton City Council District 1,3616,JON BURRIDGE,0,False
2007,municipal primary,Council,1,Riverton City Council District 1,3616,SHELDON STEWART,1,False
2007,municipal primary,Council,1,Riverton City Council District 1,3616,ROY TINGEY,6,False
2007,municipal primary,Council,1,Riverton City Council District 1,3618,DERRICK R BROOKS,20,False
2007,municipal primary,Council,1,Riverton City Council District 1,3618,JON BURRIDGE,0,False
2007,municipal primary,Council,1,Riverton City Council District 1,3618,SHELDON STEWART,38,False
2007,municipal primary,Council,1,Riverton City Council District 1,3618,ROY TINGEY,20,False
2007,municipal primary,Council,1,Riverton City Council District 1,3621,DERRICK R BROOKS,28,False
2007,municipal primary,Council,1,Riverton City Council District 1,3621,JON BURRIDGE,0,False
2007,municipal primary,Council,1,Riverton City Council District 1,3621,SHELDON STEWART,3,False
2007,municipal primary,Council,1,Riverton City Council District 1,3621,ROY TINGEY,25,False
2007,municipal primary,Council,1,Riverton City Council District 1,3623,DERRICK R BROOKS,8,False
2007,municipal primary,Council,1,Riverton City Council District 1,3623,JON BURRIDGE,1,False
2007,municipal primary,Council,1,Riverton City Council District 1,3623,SHELDON STEWART,7,False
2007,municipal primary,Council,1,Riverton City Council District 1,3623,ROY TINGEY,63,False
2007,municipal primary,Council,5,Riverton City Council District 5,3622,JULIE ANNE AHLSTROM,11,False
2007,municipal primary,Council,5,Riverton City Council District 5,3622,RANDY BRINKERHOFF,28,False
2007,municipal primary,Council,5,Riverton City Council District 5,3622,GALEN K. MILLS,18,False
2007,municipal primary,Council,5,Riverton City Council District 5,3622,BRENT C. RICHARDS,23,False
2007,municipal primary,Council,5,Riverton City Council District 5,3624,JULIE ANNE AHLSTROM,7,False
2007,municipal primary,Council,5,Riverton City Council District 5,3624,RANDY BRINKERHOFF,22,False
2007,municipal primary,Council,5,Riverton City Council District 5,3624,GALEN K. MILLS,17,False
2007,municipal primary,Council,5,Riverton City Council District 5,3624,BRENT C. RICHARDS,26,False
2007,municipal primary,Council,5,Riverton City Council District 5,3625,JULIE ANNE AHLSTROM,6,False
2007,municipal primary,Council,5,Riverton City Council District 5,3625,RANDY BRINKERHOFF,15,False
2007,municipal primary,Council,5,Riverton City Council District 5,3625,GALEN K. MILLS,39,False
2007,municipal primary,Council,5,Riverton City Council District 5,3625,BRENT C. RICHARDS,5,False
2007,municipal primary,Council,5,Riverton City Council District 5,3636,JULIE ANNE AHLSTROM,17,False
2007,municipal primary,Council,5,Riverton City Council District 5,3636,RANDY BRINKERHOFF,16,False
2007,municipal primary,Council,5,Riverton City Council District 5,3636,GALEN K. MILLS,16,False
2007,municipal primary,Council,5,Riverton City Council District 5,3636,BRENT C. RICHARDS,4,False
2007,municipal primary,Council,5,Riverton City Council District 5,3636L,JULIE ANNE AHLSTROM,0,False
2007,municipal primary,Council,5,Riverton City Council District 5,3636L,RANDY BRINKERHOFF,1,False
2007,municipal primary,Council,5,Riverton City Council District 5,3636L,GALEN K. MILLS,0,False
2007,municipal primary,Council,5,Riverton City Council District 5,3636L,BRENT C. RICHARDS,0,False
2007,municipal primary,Council,5,Riverton City Council District 5,3637,JULIE ANNE AHLSTROM,4,False
2007,municipal primary,Council,5,Riverton City Council District 5,3637,RANDY BRINKERHOFF,13,False
2007,municipal primary,Council,5,Riverton City Council District 5,3637,GALEN K. MILLS,19,False
2007,municipal primary,Council,5,Riverton City Council District 5,3637,BRENT C. RICHARDS,14,False
2009,municipal general,Council,3,Riverton City Council District 3,3620,MARK C. MILLS,56,False
2009,municipal general,Council,3,Riverton City Council District 3,3620,TRACY C. THAXTON,126,False
2009,municipal general,Council,3,Riverton City Council District 3,3620,Write-in,0,False
2009,municipal general,Council,3,Riverton City Council District 3,3626,MARK C. MILLS,67,False
2009,municipal general,Council,3,Riverton City Council District 3,3626,TRACY C. THAXTON,124,False
2009,municipal general,Council,3,Riverton City Council District 3,3626,Write-in,0,False
2009,municipal general,Council,3,Riverton City Council District 3,3627,MARK C. MILLS,80,False
2009,municipal general,Council,3,Riverton City Council District 3,3627,TRACY C. THAXTON,55,False
2009,municipal general,Council,3,Riverton City Council District 3,3627,Write-in,0,False
2009,municipal general,Council,3,Riverton City Council District 3,3628,MARK C. MILLS,54,False
2009,municipal general,Council,3,Riverton City Council District 3,3628,TRACY C. THAXTON,119,False
2009,municipal general,Council,3,Riverton City Council District 3,3628,Write-in,0,False
2009,municipal general,Council,4,Riverton City Council District 4,3606,AL LEAVITT,166,False
2009,municipal general,Council,4,Riverton City Council District 4,3606,Write-in,7,False
2009,municipal general,Council,4,Riverton City Council District 4,3608,AL LEAVITT,126,False
2009,municipal general,Council,4,Riverton City Council District 4,3608,Write-in,2,False
2009,municipal general,Council,4,Riverton City Council District 4,3609,AL LEAVITT,146,False
2009,municipal general,Council,4,Riverton City Council District 4,3609,Write-in,2,False
2009,municipal general,Council,4,Riverton City Council District 4,3610,AL LEAVITT,126,False
2009,municipal general,Council,4,Riverton City Council District 4,3610,Write-in,1,False
2009,municipal general,Council,4,Riverton City Council District 4,3612,AL LEAVITT,87,False
2009,municipal general,Council,4,Riverton City Council District 4,3612,Write-in,2,False
2009,municipal general,Council,4,Riverton City Council District 4,3638,AL LEAVITT,93,False
2009,municipal general,Council,4,Riverton City Council District 4,3638,Write-in,5,False
2009,municipal general,Mayor,,Riverton City Mayor,3601,BILL APPLEGARTH,91,False
2009,municipal general,Mayor,,Riverton City Mayor,3601,WILLIAM MARK NEWMAN,14,False
2009,municipal general,Mayor,,Riverton City Mayor,3601,Write-in,0,False
2009,municipal general,Mayor,,Riverton City Mayor,3602,BILL APPLEGARTH,74,False
2009,municipal general,Mayor,,Riverton City Mayor,3602,WILLIAM MARK NEWMAN,22,False
2009,municipal general,Mayor,,Riverton City Mayor,3602,Write-in,0,False
2009,municipal general,Mayor,,Riverton City Mayor,3603,BILL APPLEGARTH,76,False
2009,municipal general,Mayor,,Riverton City Mayor,3603,WILLIAM MARK NEWMAN,14,False
2009,municipal general,Mayor,,Riverton City Mayor,3603,Write-in,0,False
2009,municipal general,Mayor,,Riverton City Mayor,3604,BILL APPLEGARTH,129,False
2009,municipal general,Mayor,,Riverton City Mayor,3604,WILLIAM MARK NEWMAN,14,False
2009,municipal general,Mayor,,Riverton City Mayor,3604,Write-in,1,False
2009,municipal general,Mayor,,Riverton City Mayor,3606,BILL APPLEGARTH,143,False
2009,municipal general,Mayor,,Riverton City Mayor,3606,WILLIAM MARK NEWMAN,41,False
2009,municipal general,Mayor,,Riverton City Mayor,3606,Write-in,0,False
2009,municipal general,Mayor,,Riverton City Mayor,3607,BILL APPLEGARTH,120,False
2009,municipal general,Mayor,,Riverton City Mayor,3607,WILLIAM MARK NEWMAN,33,False
2009,municipal general,Mayor,,Riverton City Mayor,3607,Write-in,0,False
2009,municipal general,Mayor,,Riverton City Mayor,3608,BILL APPLEGARTH,111,False
2009,municipal general,Mayor,,Riverton City Mayor,3608,WILLIAM MARK NEWMAN,30,False
2009,municipal general,Mayor,,Riverton City Mayor,3608,Write-in,0,False
2009,municipal general,Mayor,,Riverton City Mayor,3609,BILL APPLEGARTH,127,False
2009,municipal general,Mayor,,Riverton City Mayor,3609,WILLIAM MARK NEWMAN,29,False
2009,municipal general,Mayor,,Riverton City Mayor,3609,Write-in,0,False
2009,municipal general,Mayor,,Riverton City Mayor,3610,BILL APPLEGARTH,108,False
2009,municipal general,Mayor,,Riverton City Mayor,3610,WILLIAM MARK NEWMAN,26,False
2009,municipal general,Mayor,,Riverton City Mayor,3610,Write-in,1,False
2009,municipal general,Mayor,,Riverton City Mayor,3612,BILL APPLEGARTH,75,False
2009,municipal general,Mayor,,Riverton City Mayor,3612,WILLIAM MARK NEWMAN,21,False
2009,municipal general,Mayor,,Riverton City Mayor,3612,Write-in,0,False
2009,municipal general,Mayor,,Riverton City Mayor,3614,BILL APPLEGARTH,87,False
2009,municipal general,Mayor,,Riverton City Mayor,3614,WILLIAM MARK NEWMAN,19,False
2009,municipal general,Mayor,,Riverton City Mayor,3614,Write-in,0,False
2009,municipal general,Mayor,,Riverton City Mayor,3615,BILL APPLEGARTH,29,False
2009,municipal general,Mayor,,Riverton City Mayor,3615,WILLIAM MARK NEWMAN,8,False
2009,municipal general,Mayor,,Riverton City Mayor,3615,Write-in,1,False
