ord_num,file_id,notice_id,event_date,filename,label,name,url
422,1184189,943525,2024/10/01 04:00 PM,Ordinance No. 422 Amending Ch 9.05 CWH Code of Ordinances Regarding Nuisances.pdf,Public Information Handout,pmn_f1184189_Ord422.pdf,https://www.utah.gov/pmn/files/1184189.pdf
421,1168565,937659,2024/09/10 04:00 PM,Ordinance No. 421 (Amending Title 19 of the CWH Code of Ordinances - Sept 2024 Code Maintenance).pdf,Public Information Handout,pmn_f1168565_Ord421.pdf,https://www.utah.gov/pmn/files/1168565.pdf
420,1161637,933669,2024/08/20 04:00 PM,Ordinance No. 420 (Amending Chapter 9.05 CWH Code of Ordinances Regarding Nuisances).pdf,Public Information Handout,pmn_f1161637_Ord420.pdf,https://www.utah.gov/pmn/files/1161637.pdf
417,1138937,921609,2024/06/18 05:00 PM,Ordinance No. 417 (Adopting an Amended Budget for the period of 1 July 2023 through 30 June 2024).pdf,Public Information Handout,pmn_f1138937_Ord417.pdf,https://www.utah.gov/pmn/files/1138937.pdf
418,1138939,921609,2024/06/18 05:00 PM,Ordinance No. 418 (Adopting a Final Budget for the Period of 1 July 2024 through 30 June 2025).pdf,Public Information Handout,pmn_f1138939_Ord418.pdf,https://www.utah.gov/pmn/files/1138939.pdf
416,1126509,914801,2024/05/21 04:00 PM,Ordinance No. 416 (Enacting and Codifying Chapter 15.15 Demolition of the CWH Code of Ordinances).pdf,Public Information Handout,pmn_f1126509_Ord416.pdf,https://www.utah.gov/pmn/files/1126509.pdf
413,1112245,906517,2024/04/16 04:00 PM,Ordinance No. 413 (Amending Chapter 2.30 of the CWH Code of Ordinances).pdf,Public Information Handout,pmn_f1112245_Ord413.pdf,https://www.utah.gov/pmn/files/1112245.pdf
414,1112247,906517,2024/04/16 04:00 PM,Ordinance No. 414 (Adopting an Amended Budget for the Period of 1 July 2023 Through 30 June 2024).pdf,Public Information Handout,pmn_f1112247_Ord414.pdf,https://www.utah.gov/pmn/files/1112247.pdf
415,1112249,906517,2024/04/16 04:00 PM,Ordinance No. 415 (Adopting a Comprehensive Emergency Management Plan).pdf,Public Information Handout,pmn_f1112249_Ord415.pdf,https://www.utah.gov/pmn/files/1112249.pdf
412,1106457,903459,2024/04/02 04:00 PM,"Ordinance 412 Amending Titles 2,3,12, and 19 of Cottonwood Heights Code of Ordinanances 2024.pdf",Public Information Handout,pmn_f1106457_Ord412.pdf,https://www.utah.gov/pmn/files/1106457.pdf
411,1093789,896781,2024/03/05 04:00 PM,Ordinance No. 411 (Amending Chapter 19.76 CWH Code of Ordinances Concerning Paved Activity Surfaces).pdf,Public Information Handout,pmn_f1093789_Ord411.pdf,https://www.utah.gov/pmn/files/1093789.pdf
410-A,1088857,894091,2024/02/20 04:00 PM,Ordinance No. 410-A (Approving a Re-Zone of Real Property Located at 7980 S Danish Oaks Dr from RR-1-21 to R-1-10 and Amending the Zoning Map).pdf,Public Information Handout,pmn_f1088857_Ord410-A.pdf,https://www.utah.gov/pmn/files/1088857.pdf
408,1082011,890613,2024/02/06 04:00 PM,Ordinance No. 408 (Adopting an Amended Budget for the period of 1-July-2023 through 30-June-2024).pdf,Public Information Handout,pmn_f1082011_Ord408.pdf,https://www.utah.gov/pmn/files/1082011.pdf
409,1082013,890613,2024/02/06 04:00 PM,Ordinance No. 409 (Amending Section 11.20.050 of the CWH Code Concerning Prohibited Parking of Vehicles).pdf,Public Information Handout,pmn_f1082013_Ord409.pdf,https://www.utah.gov/pmn/files/1082013.pdf
202,1082017,890613,2024/02/06 04:00 PM,Ordinance 2024-09 (Approving a Bank Account).pdf,Public Information Handout,pmn_f1082017_Ord202.pdf,https://www.utah.gov/pmn/files/1082017.pdf
407,1074227,885815,2024/01/16 04:00 PM,Ordinance No. 407 (Amending Concerning Parking Restrictions for Certain Vehicles).pdf,Public Information Handout,pmn_f1074227_Ord407.pdf,https://www.utah.gov/pmn/files/1074227.pdf
406,1056135,876343,2023/12/05 04:00 PM,Ordinance 406 (Establishing a Schedule for Regular Meeting for Public Bodies for 2024).pdf,Public Information Handout,pmn_f1056135_Ord406.pdf,https://www.utah.gov/pmn/files/1056135.pdf
403,1029025,861675,2023/10/03 04:00 PM,"Ordinance 403 (Amending and Restating Chapter 19.72 CWH Code of Ordinances, Concerning SLEDS).pdf",Public Information Handout,pmn_f1029025_Ord403.pdf,https://www.utah.gov/pmn/files/1029025.pdf
404,1029027,861675,2023/10/03 04:00 PM,Ordinance 404 (Adopting an Amended Budget for the Period of 1 July 2023 through 30 June 2024).pdf,Public Information Handout,pmn_f1029027_Ord404.pdf,https://www.utah.gov/pmn/files/1029027.pdf
402,1019085,855699,2023/09/05 04:00 PM,Ordinance 402 (Establishing Temporary Land Use Regulations for Outdoor Non-Vegetative Playing Surfaces and Commencing Proceedings to Amed Ordinances).pdf,Public Information Handout,pmn_f1019085_Ord402.pdf,https://www.utah.gov/pmn/files/1019085.pdf
399,1007923,848735,2023/08/01 04:00 PM,Ordinance 399 (Adopting an Amended Budget for the Period of 1 July 2023 through 30 June 2024).pdf,Public Information Handout,pmn_f1007923_Ord399.pdf,https://www.utah.gov/pmn/files/1007923.pdf
400-A,1007925,848735,2023/08/01 04:00 PM,Ordinance 400-A (Approving a General Plan Amendment for realty at 6851 S Big Cottonwood Canyon Road from Mixed Use to Residential Low Density).pdf,Public Information Handout,pmn_f1007925_Ord400-A.pdf,https://www.utah.gov/pmn/files/1007925.pdf
401-A,1007927,848735,2023/08/01 04:00 PM,Ordinance 401-A (Approving the Re-Zone of Real Property Located at 6851 S Big Cottonwood Canyon Road from Foothill Residential to Residential Single Family and Amending the Zoning Map).pdf,Public Information Handout,pmn_f1007927_Ord401-A.pdf,https://www.utah.gov/pmn/files/1007927.pdf
