date,body,md_path,source_url,minutes_status,note
2020-01-07,Committee of the Whole,legislative/minutes/2020/2020-01-07_committee_of_the_whole_2902.md,https://slco.legistar1.com/slco/meetings/2020/1/2902_M_Committee_of_the_Whole_20-01-07_Meeting_Minutes.pdf,Final,
2020-01-07,County Council,legislative/minutes/2020/2020-01-07_county_council_2901.md,https://slco.legistar1.com/slco/meetings/2020/1/2901_M_County_Council_20-01-07_Meeting_Minutes.pdf,Final,
2020-01-14,Committee of the Whole,legislative/minutes/2020/2020-01-14_committee_of_the_whole_2905.md,https://slco.legistar1.com/slco/meetings/2020/1/2905_M_Committee_of_the_Whole_20-01-14_Meeting_Minutes.pdf,Final,
2020-01-14,County Council,legislative/minutes/2020/2020-01-14_county_council_2904.md,https://slco.legistar1.com/slco/meetings/2020/1/2904_M_County_Council_20-01-14_Meeting_Minutes.pdf,Final,
2020-01-14,County Council,legislative/minutes/2020/2020-01-14_county_council_2909.md,https://slco.legistar1.com/slco/meetings/2020/1/2909_M_County_Council_20-01-14_Meeting_Minutes.pdf,Final,
2020-01-28,Committee of the Whole,legislative/minutes/2020/2020-01-28_committee_of_the_whole_2906.md,https://slco.legistar1.com/slco/meetings/2020/1/2906_M_Committee_of_the_Whole_20-01-28_Meeting_Minutes.pdf,Final,
2020-01-28,County Council,legislative/minutes/2020/2020-01-28_county_council_2903.md,https://slco.legistar1.com/slco/meetings/2020/1/2903_M_County_Council_20-01-28_Meeting_Minutes.pdf,Final,
2020-01-28,County Council,legislative/minutes/2020/2020-01-28_county_council_2924.md,https://slco.legistar1.com/slco/meetings/2020/1/2924_M_County_Council_20-01-28_Meeting_Minutes.pdf,Final,
2020-02-04,Committee of the Whole,legislative/minutes/2020/2020-02-04_committee_of_the_whole_2921.md,https://slco.legistar1.com/slco/meetings/2020/2/2921_M_Committee_of_the_Whole_20-02-04_Meeting_Minutes.pdf,Final,
2020-02-04,County Council,legislative/minutes/2020/2020-02-04_county_council_2918.md,https://slco.legistar1.com/slco/meetings/2020/2/2918_M_County_Council_20-02-04_Meeting_Minutes.pdf,Final,
2020-02-11,Committee of the Whole,legislative/minutes/2020/2020-02-11_committee_of_the_whole_2922.md,https://slco.legistar1.com/slco/meetings/2020/2/2922_M_Committee_of_the_Whole_20-02-11_Meeting_Minutes.pdf,Final,
2020-02-11,County Council,legislative/minutes/2020/2020-02-11_county_council_2919.md,https://slco.legistar1.com/slco/meetings/2020/2/2919_M_County_Council_20-02-11_Meeting_Minutes.pdf,Final,
2020-02-25,Committee of the Whole,legislative/minutes/2020/2020-02-25_committee_of_the_whole_2923.md,https://slco.legistar1.com/slco/meetings/2020/2/2923_M_Committee_of_the_Whole_20-02-25_Meeting_Minutes.pdf,Final,
2020-02-25,County Council,legislative/minutes/2020/2020-02-25_county_council_2920.md,https://slco.legistar1.com/slco/meetings/2020/2/2920_M_County_Council_20-02-25_Meeting_Minutes.pdf,Final,
2020-03-03,Committee of the Whole,legislative/minutes/2020/2020-03-03_committee_of_the_whole_2932.md,https://slco.legistar1.com/slco/meetings/2020/3/2932_M_Committee_of_the_Whole_20-03-03_Meeting_Minutes.pdf,Final,
2020-03-03,County Council,legislative/minutes/2020/2020-03-03_county_council_2928.md,https://slco.legistar1.com/slco/meetings/2020/3/2928_M_County_Council_20-03-03_Meeting_Minutes.pdf,Final,
