city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
nephi,Mayor,MAYOR,At-Large,Glade Nielson,glade_nielson,2018-01-01,2022-01-04,elected,lost,2017,,,"minutes:2020-01-07..2021 (presiding as Mayor); minutes:2022-01-04 ('Out-Going Mayor Glade R. Nielson'); election:2021 (ran Mayor, lost to Seely)",medium,"PRE-FLOOR term: Mayor elected 2017 (inferred; predates the 2019 election-data floor), term-start 2018-01 inferred (medium). Lost the 2021 Mayor race to Seely (965-673); term ended 2022-01-04. NOTE: the cities.db role table mislabels Nielson as body=Council with 2 votes — those 2 are his mayoral TIE-BREAK votes, not council membership."
nephi,Mayor,MAYOR,At-Large,Justin Seely,justin_seely,2022-01-04,2026-01-20,became-mayor,reelected,2021,,,"election:2021 (Mayor winner, def. Nielson 965-673); minutes:2022-01-04 (oath as Mayor)",high,Moved up from council seat AL-A1 (see Council rows). Mayor does NOT vote except to break a tie.
nephi,Mayor,MAYOR,At-Large,Justin Seely,justin_seely,2026-01-20,,reelected,serving,2025,,,"election:2025 (Mayor winner, UNOPPOSED, 1298 votes); minutes:2026-01-20 (term)",high,Re-elected 2025 unopposed; term start = first 2026 council meeting (re-oath not separately captured in minutes header).
nephi,Council,AL-A1,At-Large,Justin Seely,justin_seely,2020-01-07,2022-01-18,elected,became-mayor,2019,2020-02-04,2021-10-05,"election:2019 (Council winner, rank1); minutes:2022-01-04 (oath ceremony — Seely sworn as Mayor, council seat vacated)",high,Re-elected incumbent (Deseret marked 'inc.'). Vacated this seat on being sworn Mayor 2022-01-04; see body=Mayor.
nephi,Council,AL-A1,At-Large,JD Parady,jd_parady,2022-01-18,2024-01-02,appointed,reelected,,2022-08-02,2023-10-17,"appt:2022-01-18 (minutes — 'JOHN D. PARADY APPOINTED TO THE CITY COUNCIL', unanimous written ballot of Callaway/Memmott/Ostler/Worwood, oath administered)",high,Appointed to fill the seat Seely vacated (Seely->Mayor). ~2-week vacancy 2022-01-04..2022-01-18 (Seely sworn Mayor to Parady oath). Then won the seat outright in 2023.
nephi,Council,AL-A1,At-Large,JD Parady,jd_parady,2024-01-02,,elected,serving,2023,2024-04-16,2026-06-16,"election:2023 (Council winner, rank3); minutes:2024-01-02 (oath — 'newly elected council members Shari Cowan, Travis L. Worwood, and JD Parady')",high,Transitioned appointed->elected on the same seat (continuous service).
nephi,Council,AL-A2,At-Large,Larry Ostler,larry_ostler,2020-01-07,2024-01-02,elected,lost,2019,2020-02-04,2023-10-17,"election:2019 (Council winner, rank2); election:2023 (ran, rank4 — lost); minutes:2024-01-02 (replaced at oath)",high,Re-elected incumbent 2019. Ran again 2023 and lost (rank 4 of 6). Term expired Jan 2024.
nephi,Council,AL-A2,At-Large,Travis Worwood,travis_worwood,2024-01-02,,elected,serving,2023,2024-04-16,2026-06-16,"election:2023 (Council winner, rank1); minutes:2024-01-02 (oath)",high,"DISTINCT from Skip Worwood (AL-B1): different person — was Nephi City Treasurer (resigned that role 2022-01-18) before winning council 2023. Seat number within the 2023 cohort (AL-A2 vs AL-A3) is a labelling choice: Travis Worwood + Shari Cowan arrived together; person-tenure is exact, the A2/A3 split is not source-attested."
nephi,Council,AL-A3,At-Large,Nathan Memmott,nathan_memmott,2020-01-07,2024-01-02,elected,unknown,2019,2020-02-04,2022-08-02,"election:2019 (Council winner, rank3); minutes:2023-12-05 (still serving), 2024-01-02 (replaced at oath)",high,Re-elected incumbent 2019. Served the full 4-year term (present through 2023-12-05). NOT a candidate in the 2023 election -> did not seek re-election; term expired Jan 2024. Departure mechanism (retire vs decline) unrecorded -> end_event=unknown.
nephi,Council,AL-A3,At-Large,Shari Cowan,shari_cowan,2024-01-02,,elected,serving,2023,2024-04-16,2026-06-16,"election:2023 (Council winner, rank2); minutes:2024-01-02 (oath)",high,Seat number within the 2023 cohort (AL-A3 vs AL-A2) is a labelling choice (see AL-A2 note); person-tenure is exact.
