city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
provo,Council,D1,District 1,Bill Fillmore,bill_fillmore,2020-01-07,2024-01-09,elected,did-not-run,2019,2020-01-07,2023-12-12,"election:2019 (District 1 winner, unopposed 100%); minutes:2020-01-07 (seated); minutes:2023-12-12 (last served)",high,Elected D1 2019. NOT a candidate in the 2023 D1 race (won by Christensen) -> did not seek re-election; term expired Jan 2024. Departure mechanism (retire vs decline) not stated -> did-not-run.
provo,Council,D1,District 1,Craig Christensen,craig_christensen,2024-01-09,,elected,serving,2023,2024-01-09,2026-05-12,"election:2023 (District 1 winner, def. Stan Jensen 60-40); minutes:2024-01-09 (seated)",high,NOTE two 2023 D1 candidates named Jensen elsewhere on the ballot — Stan Jensen (D1 runner-up) != McKay R. Jensen (Citywide II runner-up).
provo,Council,D2,District 2,George Handley,george_handley,2018-01-01,2022-01-04,elected,reelected,2017,2020-01-07,2021-12-14,"votes:2020-01-07..2021 (observed serving, cities.db role); minutes:2020-01-07 (already seated at data floor); election:2021 (D2 winner — re-election)",medium,"PRE-FLOOR term: the 2017 election predates the 2019 election-data floor and the 2020 minutes floor; term-start 2018-01 inferred from Provo's Cycle-A (D2) 4-year stagger (confidence medium). Held D2 through 2020-2021, then RE-ELECTED to D2 in 2021 -> D2 was his seat continuously (not a Citywide seat)."
provo,Council,D2,District 2,George Handley,george_handley,2022-01-04,2026-01-13,elected,did-not-run,2021,2022-01-04,2025-11-18,"election:2021 (District 2 winner, UNOPPOSED 100%); minutes:2022-01-04 (seated); minutes:2022-03-29 (states he 'does not intend to run again'); minutes:2025-11-18 (last served)",high,Re-elected D2 2021. Publicly stated in 2022 he would not run again; not a candidate in the 2025 D2 race (won by Whitlock) -> term expired Jan 2026.
provo,Council,D2,District 2,Jeff Whitlock,jeff_whitlock,2026-01-13,,elected,serving,2025,2026-01-13,2026-05-12,"election:2025 (District 2 winner, def. Petersen 53-47); minutes:2026-01-13 (seated)",high,Only D2/2025 seat won under the NEW (plan_2022) district lines. NOTE: Jeff Whitlock also served on the Planning Commission (see db/ v_member_record).
provo,Council,D3,District 3,Shannon Ellsworth,shannon_ellsworth,2020-01-07,2024-01-09,elected,did-not-run,2019,2020-01-07,2023-12-12,"election:2019 (District 3 winner, def. Roberts 65-35); minutes:2020-01-07 (seated); minutes:2023-12-12 (last served)",high,Elected D3 2019. Not a candidate in 2023 (won by Bogdin) -> term expired Jan 2024.
provo,Council,D3,District 3,Becky Bogdin,becky_bogdin,2024-01-09,,elected,serving,2023,2024-01-09,2026-05-12,"election:2023 (District 3 winner, def. Lewis 61-39); minutes:2024-01-09 (seated)",high,
provo,Council,D4,District 4,Travis Hoban,travis_hoban,2020-01-07,2024-01-09,elected,reelected,2019,2020-01-07,2023-12-12,"election:2019 (District 4 winner, def. Paxman 56-44); minutes:2020-01-07 (seated)",high,Longest-serving member in the window; Chair 2022.
provo,Council,D4,District 4,Travis Hoban,travis_hoban,2024-01-09,,elected,serving,2023,2024-01-09,2026-05-12,"election:2023 (District 4 winner, UNOPPOSED 100%); minutes:2024-01-09 (seated)",high,Re-elected 2023 unopposed (continuous service on D4).
provo,Council,D5,District 5,David Harding,david_harding,2018-01-01,2022-01-04,elected,did-not-run,2017,2020-01-07,2021-12-14,"votes:2020-01-07..2021-12-14 (observed serving, cities.db role); minutes:2020-01-07 (already seated at floor); minutes:2021-12-14 ('presented with a gift for their service', served 6 years); web:votedrdave.blogspot.com + heraldextra (Harding = 'Dr. Dave', Provo Council DISTRICT 5)",medium,"PRE-FLOOR term (2017 cycle, term-start 2018-01 inferred, medium). SEAT DISAMBIGUATION: Harding held DISTRICT 5, not a citywide seat — confirmed by his own campaign ('Reelect Doctor Dave for District Five', votedrdave.blogspot.com) and by succession (D5 won by Whipple 2021, whom he did not run against). Distinct from David Sewell (Citywide I). Served 6 years; did not run in 2021."
provo,Council,D5,District 5,Rachel Whipple,rachel_whipple,2022-01-04,2026-01-13,elected,reelected,2021,2022-01-04,2025-11-18,"election:2021 (District 5 winner, def. Porter 55-45); minutes:2022-01-04 (seated)",high,First D5 winner under the OLD (plan_2012) lines; re-elected 2025 under the NEW lines.
provo,Council,D5,District 5,Rachel Whipple,rachel_whipple,2026-01-13,,elected,serving,2025,2026-01-13,2026-05-12,"election:2025 (District 5 winner, def. Blackburn 66-34); minutes:2026-01-13 (seated)",high,Re-elected D5 2025 (continuous service). This is the first D5 term contested on the plan_2022 boundaries.
provo,Council,CW-I,Citywide,David Sewell,david_sewell,2018-01-01,2022-01-04,elected,did-not-run,2017,2020-01-07,2021-12-14,"votes:2020-01-07..2021-12-14 (observed serving, cities.db role); minutes:2021-12-14 ('Chair David Sewell ... presented with a gift for their service', served 8 years, Council Chair 2021); web:UCA candidate page + Facebook 'dave.sewell.provo.council.citywide' (Sewell = CITYWIDE seat)",medium,"PRE-FLOOR term (2017 cycle, term-start 2018-01 inferred, medium). SEAT DISAMBIGUATION: Sewell held CITYWIDE I (his own candidate pages say 'Citywide'; the OTHER citywide seat, Citywide II, was held by Shipley/2019). Distinct from David Harding (District 5). Council Chair 2021; served 8 years; did not run 2021 (seat won by MacKay)."
provo,Council,CW-I,Citywide,Katrice MacKay,katrice_mackay,2022-01-04,2026-01-13,elected,reelected,2021,2022-01-04,2025-11-18,"election:2021 (Citywide I winner, def. Skabelund 52-43); minutes:2022-01-04 (seated)",high,Surname spelled MacKay (OCR variants Mackay/McKay normalized in the vote record).
provo,Council,CW-I,Citywide,Katrice MacKay,katrice_mackay,2026-01-13,,elected,serving,2025,2026-01-13,2026-05-12,"election:2025 (Citywide I winner, def. Shin 58-42); minutes:2026-01-13 (seated)",high,Re-elected Citywide I 2025 (continuous service).
