date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,duration_sec,tab,date_source,body_source,pg_dates,pg_bodies,minutes_match
2015-03-11,Herriman City Council Meeting,Council,https://www.youtube.com/watch?v=PS2SdWpX9t4,PS2SdWpX9t4,asr,https://www.youtube.com/watch?v=PS2SdWpX9t4,2026-07-13,na,mapped_not_fetched,,52,videos,yt_upload_date_utc,title,,,False
2017-11-08,"City Council Work Meeting - Wednesday, November 8, 2017",Council,https://www.youtube.com/watch?v=Af97FU6F6Oc,Af97FU6F6Oc,asr,https://www.youtube.com/watch?v=Af97FU6F6Oc,2026-07-13,na,mapped_not_fetched,,6754,streams,title,title,,,False
2017-11-08,"City Council Meeting - Wednesday, November 8, 2017",Council,https://www.youtube.com/watch?v=H7poZ2JoX4Y,H7poZ2JoX4Y,asr,https://www.youtube.com/watch?v=H7poZ2JoX4Y,2026-07-13,caption,"yt-dlp --write-auto-sub (YouTube ASR auto-captions), cleaned to text/",raw/2017-11-08_H7poZ2JoX4Y.en.vtt,10705,streams,title,title,,,False
2017-11-08,"City Council Work Meeting (Continued) - Wednesday, November 8, 2017",Council,https://www.youtube.com/watch?v=k5h1tf1c9j8,k5h1tf1c9j8,asr,https://www.youtube.com/watch?v=k5h1tf1c9j8,2026-07-13,na,mapped_not_fetched,,2967,streams,title,title,,,False
2017-11-16,"Planning Commission Meeting - November 16, 2017",PlanningCommission,https://www.youtube.com/watch?v=m9B0SlAT1UU,m9B0SlAT1UU,asr,https://www.youtube.com/watch?v=m9B0SlAT1UU,2026-07-13,na,mapped_not_fetched,,5905,streams,title,title,,,False
2017-12-07,Planning Commission - 12/7/17,PlanningCommission,https://www.youtube.com/watch?v=1_iYcPnDaDQ,1_iYcPnDaDQ,asr,https://www.youtube.com/watch?v=1_iYcPnDaDQ,2026-07-13,na,mapped_not_fetched,,4520,streams,title,title,,,False
2017-12-13,City Council Meeting - 12/13/17,Council,https://www.youtube.com/watch?v=3v54sBVB_Ss,3v54sBVB_Ss,asr,https://www.youtube.com/watch?v=3v54sBVB_Ss,2026-07-13,na,mapped_not_fetched,,9428,streams,title,title,,,False
2017-12-13,City Council Work Meeting - 12/13/17,Council,https://www.youtube.com/watch?v=jy7Rj5mdXlc,jy7Rj5mdXlc,asr,https://www.youtube.com/watch?v=jy7Rj5mdXlc,2026-07-13,na,mapped_not_fetched,,7025,streams,title,title,,,False
2018-01-02,City Council Swearing-In Ceremony - 1-2-18,Council,https://www.youtube.com/watch?v=18SNwkfODMA,18SNwkfODMA,asr,https://www.youtube.com/watch?v=18SNwkfODMA,2026-07-13,na,mapped_not_fetched,,1488,streams,title,title,,,False
2018-01-10,"City Council Work Meeting 2 - January 10, 2018",Council,https://www.youtube.com/watch?v=GhEPufVEtKk,GhEPufVEtKk,asr,https://www.youtube.com/watch?v=GhEPufVEtKk,2026-07-13,na,mapped_not_fetched,,3740,streams,title,title,,,False
2018-01-10,"City Council Meeting - January 10, 2018",Council,https://www.youtube.com/watch?v=kawUYChdLK8,kawUYChdLK8,asr,https://www.youtube.com/watch?v=kawUYChdLK8,2026-07-13,na,mapped_not_fetched,,18498,streams,title,title,,,False
2018-01-18,"Planning Commission Meeting - January 18, 2018",PlanningCommission,https://www.youtube.com/watch?v=NhAObhU2tAY,NhAObhU2tAY,asr,https://www.youtube.com/watch?v=NhAObhU2tAY,2026-07-13,na,mapped_not_fetched,,1638,streams,title,title,,,False
2018-01-24,"City Council Meeting - January 24, 2018",Council,https://www.youtube.com/watch?v=-8k6LhvPXY4,-8k6LhvPXY4,asr,https://www.youtube.com/watch?v=-8k6LhvPXY4,2026-07-13,na,mapped_not_fetched,,14073,streams,title,title,,,False
2018-01-24,"City Council Work Meeting 2 - January 24, 2018",Council,https://www.youtube.com/watch?v=wH0ts_89gMM,wH0ts_89gMM,asr,https://www.youtube.com/watch?v=wH0ts_89gMM,2026-07-13,na,mapped_not_fetched,,8267,streams,title,title,,,False
2018-02-01,Planning Commission Meeting - 2/1/2018,PlanningCommission,https://www.youtube.com/watch?v=n1301s9oVig,n1301s9oVig,asr,https://www.youtube.com/watch?v=n1301s9oVig,2026-07-13,na,mapped_not_fetched,,2789,streams,title,title,,,False
2018-02-14,"Herriman City Council Meeting - February 14, 2018",Council,https://www.youtube.com/watch?v=wMXNe9SeFBk,wMXNe9SeFBk,asr,https://www.youtube.com/watch?v=wMXNe9SeFBk,2026-07-13,na,mapped_not_fetched,,19267,streams,title,title,,,False
2018-02-15,"Herriman City Planning Commission Meeting - February 15, 2018",PlanningCommission,https://www.youtube.com/watch?v=bw52y6lXvyo,bw52y6lXvyo,asr,https://www.youtube.com/watch?v=bw52y6lXvyo,2026-07-13,na,mapped_not_fetched,,5160,streams,title,title,,,False
2018-02-28,"Herriman City Council Meeting - February 28, 2018",Council,https://www.youtube.com/watch?v=C0Niy1hzqYk,C0Niy1hzqYk,asr,https://www.youtube.com/watch?v=C0Niy1hzqYk,2026-07-13,na,mapped_not_fetched,,3062,streams,title,title,,,False
2018-02-28,"Herriman City Work Meeting - February 28, 2018",Council,https://www.youtube.com/watch?v=dgVXqPZCEmw,dgVXqPZCEmw,asr,https://www.youtube.com/watch?v=dgVXqPZCEmw,2026-07-13,na,mapped_not_fetched,,7143,streams,title,title,,,False
2018-03-14,"Herriman City Council Meeting - March 14, 2018",Council,https://www.youtube.com/watch?v=YhMCtsa2uJE,YhMCtsa2uJE,asr,https://www.youtube.com/watch?v=YhMCtsa2uJE,2026-07-13,na,mapped_not_fetched,,5664,streams,title,title,,,False
2018-03-14,"Herriman City Council Meeting - March 14, 2018",Council,https://www.youtube.com/watch?v=ZKh8Mzeg0As,ZKh8Mzeg0As,asr,https://www.youtube.com/watch?v=ZKh8Mzeg0As,2026-07-13,na,mapped_not_fetched,,4439,streams,title,title,,,False
2018-03-15,"Herriman City Planning Commission Meeting - March 15, 2018",PlanningCommission,https://www.youtube.com/watch?v=jtRgdkIg-2Y,jtRgdkIg-2Y,asr,https://www.youtube.com/watch?v=jtRgdkIg-2Y,2026-07-13,na,mapped_not_fetched,,1228,streams,title,title,,,False
2018-03-21,"Herriman City Council Special Work Meeting - March 21, 2018",Council,https://www.youtube.com/watch?v=Gu4IPI-dFvU,Gu4IPI-dFvU,asr,https://www.youtube.com/watch?v=Gu4IPI-dFvU,2026-07-13,na,mapped_not_fetched,,9039,streams,title,title,,,False
2018-03-28,"Herriman City Council Work Meeting - Part 2 - March 28, 2018",Council,https://www.youtube.com/watch?v=Y70ABTV_yps,Y70ABTV_yps,asr,https://www.youtube.com/watch?v=Y70ABTV_yps,2026-07-13,na,mapped_not_fetched,,452,streams,title,title,,,False
2018-03-28,"Herriman City Council Meeting - March 28, 2018",Council,https://www.youtube.com/watch?v=rVw2j68VODo,rVw2j68VODo,asr,https://www.youtube.com/watch?v=rVw2j68VODo,2026-07-13,na,mapped_not_fetched,,2767,streams,title,title,,,False
2018-03-28,"Herriman City Council Work Meeting - March 28, 2018",Council,https://www.youtube.com/watch?v=tWHyNccuDxs,tWHyNccuDxs,asr,https://www.youtube.com/watch?v=tWHyNccuDxs,2026-07-13,na,mapped_not_fetched,,5855,streams,title,title,,,False
2018-03-29,"Joint City Council, Planning Commission Work Meeting   March 29, 2018",Joint,https://www.youtube.com/watch?v=N-r-nlZE6w8,N-r-nlZE6w8,asr,https://www.youtube.com/watch?v=N-r-nlZE6w8,2026-07-13,na,mapped_not_fetched,,5424,videos,title,title,,,False
2018-04-05,"Herriman City Planning Commission Meeting - April 5, 2018",PlanningCommission,https://www.youtube.com/watch?v=AUooR0v9xnI,AUooR0v9xnI,asr,https://www.youtube.com/watch?v=AUooR0v9xnI,2026-07-13,na,mapped_not_fetched,,4398,streams,title,title,,,False
2018-04-11,"Herriman City Council Meeting - April 11, 2018",Council,https://www.youtube.com/watch?v=OrTUvoqO6xA,OrTUvoqO6xA,asr,https://www.youtube.com/watch?v=OrTUvoqO6xA,2026-07-13,na,mapped_not_fetched,,1825,streams,title,title,,,False
2018-04-11,"Herriman City Council Meeting 2 - April 11, 2018",Council,https://www.youtube.com/watch?v=jx7vibrrDUY,jx7vibrrDUY,asr,https://www.youtube.com/watch?v=jx7vibrrDUY,2026-07-13,na,mapped_not_fetched,,2655,streams,title,title,,,False
2018-04-11,"Herriman City Council Work Meeting - April 11, 2018",Council,https://www.youtube.com/watch?v=zfYAYbMhLlw,zfYAYbMhLlw,asr,https://www.youtube.com/watch?v=zfYAYbMhLlw,2026-07-13,na,mapped_not_fetched,,7114,streams,title,title,,,False
2018-04-18,"Herriman City Council Work Meeting - Part 2 - April 18, 2018",Council,https://www.youtube.com/watch?v=T9s8psm6JRQ,T9s8psm6JRQ,asr,https://www.youtube.com/watch?v=T9s8psm6JRQ,2026-07-13,na,mapped_not_fetched,,1137,streams,title,title,,,False
2018-04-18,"Herriman City Council Work Meeting - April 18, 2018",Council,https://www.youtube.com/watch?v=dg73hKW0h54,dg73hKW0h54,asr,https://www.youtube.com/watch?v=dg73hKW0h54,2026-07-13,na,mapped_not_fetched,,6494,streams,title,title,,,False
2018-04-18,"Herriman City Council Meeting - April 18, 2018",Council,https://www.youtube.com/watch?v=y8izifdr5rU,y8izifdr5rU,asr,https://www.youtube.com/watch?v=y8izifdr5rU,2026-07-13,na,mapped_not_fetched,,2782,streams,title,title,,,False
2018-04-19,"Planning Commission - April 19, 2018",PlanningCommission,https://www.youtube.com/watch?v=abso9fcsaXk,abso9fcsaXk,asr,https://www.youtube.com/watch?v=abso9fcsaXk,2026-07-13,na,mapped_not_fetched,,1458,streams,title,title,,,False
2018-05-09,"Herriman City Council Work Meeting - May 9, 2018",Council,https://www.youtube.com/watch?v=bGtdmXnU-s8,bGtdmXnU-s8,asr,https://www.youtube.com/watch?v=bGtdmXnU-s8,2026-07-13,na,mapped_not_fetched,,7706,streams,title,title,,,False
2018-05-09,"Herriman City Council Meeting - May 9, 2018",Council,https://www.youtube.com/watch?v=gAK_pbPJf80,gAK_pbPJf80,asr,https://www.youtube.com/watch?v=gAK_pbPJf80,2026-07-13,na,mapped_not_fetched,,6299,streams,title,title,,,False
2018-05-09,"Herriman City Council Work Meeting - May 9, 2018",Council,https://www.youtube.com/watch?v=lJm6dAENskw,lJm6dAENskw,asr,https://www.youtube.com/watch?v=lJm6dAENskw,2026-07-13,na,mapped_not_fetched,,6783,streams,title,title,,,False
2018-05-16,"Herriman City Council Work Meeting - May 16, 2018",Council,https://www.youtube.com/watch?v=H90YgfmumN0,H90YgfmumN0,asr,https://www.youtube.com/watch?v=H90YgfmumN0,2026-07-13,na,mapped_not_fetched,,5657,streams,title,title,,,False
2018-05-16,"Herriman City Council Meeting - May 16, 2018",Council,https://www.youtube.com/watch?v=V-OhhKgOrTQ,V-OhhKgOrTQ,asr,https://www.youtube.com/watch?v=V-OhhKgOrTQ,2026-07-13,na,mapped_not_fetched,,10510,streams,title,title,,,False
2018-05-17,"Herriman City Planning Commission Meeting - May 17, 2018",PlanningCommission,https://www.youtube.com/watch?v=4tIAaTn4E4o,4tIAaTn4E4o,asr,https://www.youtube.com/watch?v=4tIAaTn4E4o,2026-07-13,na,mapped_not_fetched,,1037,streams,title,title,,,False
2018-05-19,"Herriman City Council Meeting - May 19, 2018",Council,https://www.youtube.com/watch?v=SF0PeWB4VSw,SF0PeWB4VSw,asr,https://www.youtube.com/watch?v=SF0PeWB4VSw,2026-07-13,na,mapped_not_fetched,,668,streams,title,title,,,False
2018-05-19,"Herriman City Special City Council Meeting - May 19, 2018",Council,https://www.youtube.com/watch?v=aoRDdSoTrUQ,aoRDdSoTrUQ,asr,https://www.youtube.com/watch?v=aoRDdSoTrUQ,2026-07-13,na,mapped_not_fetched,,170,streams,title,title,,,False
2018-05-31,Joint Work Meeting,Joint,https://www.youtube.com/watch?v=T2AzT4dU_UY,T2AzT4dU_UY,asr,https://www.youtube.com/watch?v=T2AzT4dU_UY,2026-07-13,na,mapped_not_fetched,,10604,streams,yt_release_ts_local,title,,,False
2018-06-06,"City Council Meeting - June 6, 2018",Council,https://www.youtube.com/watch?v=EigxEVh9NU8,EigxEVh9NU8,asr,https://www.youtube.com/watch?v=EigxEVh9NU8,2026-07-13,na,mapped_not_fetched,,6589,streams,title,title,,,False
2018-06-06,"City Council Work Meeting - June 6, 2018",Council,https://www.youtube.com/watch?v=Ki9FfoUAxJ4,Ki9FfoUAxJ4,asr,https://www.youtube.com/watch?v=Ki9FfoUAxJ4,2026-07-13,na,mapped_not_fetched,,6866,streams,title,title,,,False
2018-06-13,"City Council Work Meeting - June 13, 2018",Council,https://www.youtube.com/watch?v=t9qmVet6VWM,t9qmVet6VWM,asr,https://www.youtube.com/watch?v=t9qmVet6VWM,2026-07-13,na,mapped_not_fetched,,2320,streams,title,title,,,False
2018-06-20,"City Council Work Meeting - June 20, 2018",Council,https://www.youtube.com/watch?v=0BNSaJ9aHzM,0BNSaJ9aHzM,asr,https://www.youtube.com/watch?v=0BNSaJ9aHzM,2026-07-13,na,mapped_not_fetched,,2219,streams,title,title,,,False
2018-06-20,"City Council Work Meeting - June 20, 2018",Council,https://www.youtube.com/watch?v=g7-4Z-PeH1I,g7-4Z-PeH1I,asr,https://www.youtube.com/watch?v=g7-4Z-PeH1I,2026-07-13,na,mapped_not_fetched,,5471,streams,title,title,,,False
2018-06-20,"City Council Meeting - June 20, 2018",Council,https://www.youtube.com/watch?v=qEomPutT8lc,qEomPutT8lc,asr,https://www.youtube.com/watch?v=qEomPutT8lc,2026-07-13,na,mapped_not_fetched,,9677,streams,title,title,,,False
