meeting_id,body_id,meeting_date,title,source_file
1,1,2020-01-14,City Council Meeting,minutes/2020/2020-01-13/2020-01-14_city-council.md
2,1,2020-01-21,City Council Meeting,minutes/2020/2020-01-20/2020-01-21_city-council.md
3,1,2020-02-11,City Council Meeting,minutes/2020/2020-02-10/2020-02-11_city-council.md
4,1,2020-02-18,City Council Meeting,minutes/2020/2020-02-17/2020-02-18_city-council.md
5,1,2020-03-10,City Council Meeting,minutes/2020/2020-03-09/2020-03-10_city-council.md
6,1,2020-03-19,City Council Special Meeting,minutes/2020/2020-03-16/2020-03-19_city-council-special.md
7,1,2020-04-07,City Council Meeting,minutes/2020/2020-04-06/2020-04-07_city-council.md
8,1,2020-04-21,City Council Meeting,minutes/2020/2020-04-20/2020-04-21_city-council.md
9,1,2020-05-05,City Council Meeting,minutes/2020/2020-05-04/2020-05-05_city-council.md
10,1,2020-05-19,City Council Meeting,minutes/2020/2020-05-18/2020-05-19_city-council.md
11,1,2020-06-02,City Council Meeting,minutes/2020/2020-06-01/2020-06-02_city-council.md
12,1,2020-06-16,City Council Meeting,minutes/2020/2020-06-15/2020-06-16_city-council.md
13,1,2020-07-07,City Council Meeting,minutes/2020/2020-07-06/2020-07-07_city-council.md
14,1,2020-07-21,City Council Meeting,minutes/2020/2020-07-20/2020-07-21_city-council.md
15,1,2020-08-04,City Council Meeting,minutes/2020/2020-08-03/2020-08-04_city-council.md
16,1,2020-08-18,City Council Meeting,minutes/2020/2020-08-17/2020-08-18_city-council.md
17,1,2020-09-15,City Council Meeting,minutes/2020/2020-09-14/2020-09-15_city-council.md
18,1,2020-09-22,City Council Retreat,minutes/2020/2020-09-21/2020-09-22_city-council-retreat.md
19,1,2020-10-06,City Council Meeting,minutes/2020/2020-10-05/2020-10-06_city-council.md
20,1,2020-10-20,City Council Meeting,minutes/2020/2020-10-19/2020-10-20_city-council.md
21,1,2020-11-10,City Council Meeting,minutes/2020/2020-11-09/2020-11-10_city-council.md
22,1,2020-11-17,City Council Meeting,minutes/2020/2020-11-16/2020-11-17_city-council.md
23,1,2020-12-08,City Council Meeting,minutes/2020/2020-12-07/2020-12-08_city-council.md
24,1,2020-12-15,City Council Meeting,minutes/2020/2020-12-14/2020-12-15_city-council.md
