date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2019-03-12,2019,Copperton PlanningCommission Meeting,PlanningCommission,1,Continue to the April 9th meeting,Procedural/Administrative,Pass (unanimous) (of commissioners present),,,,,minutes/2019/2019-03-12/2019-03-12_planningcommission-meeting.md
2019-03-12,2019,Copperton PlanningCommission Meeting,PlanningCommission,2,Continue to the April 9th meeting,Procedural/Administrative,Pass (unanimous) (of commissioners present),,,,,minutes/2019/2019-03-12/2019-03-12_planningcommission-meeting.md
2019-03-12,2019,Copperton PlanningCommission Meeting,PlanningCommission,3,"To approve minutes from the February 12, 2019 meeting as presented",Procedural/Administrative,Pass (unanimous) (of commissioners present),Taylor,,,,minutes/2019/2019-03-12/2019-03-12_planningcommission-meeting.md
2019-04-09,2019,Copperton PlanningCommission Meeting,PlanningCommission,1,To recommend file #30912 for approval to the Copperton Metro Township Council as presented. Planning Staff / DA Public Mtg Business Mtg Curtis Woodward x x Wendy Gurr x x Commissioners Public Mtg Business Mtg Absent Ranuta Alder x x Vern Winkler x x Ryan Taylor x Doug Green (Chair) x x Mike Stone (Vice Chair) x *NOTE: Staff Reports referenced in this document can be found on the State and County w,Appointment,Pass (unanimous) (of commissioners present),Alder,,,,minutes/2019/2019-04-09/2019-04-09_planningcommission-meeting.md
2019-04-09,2019,Copperton PlanningCommission Meeting,PlanningCommission,2,Commissioner Winkler nominated Commissioner Green. Commissioner Green accepted,Appointment,Pass (unanimous) (of commissioners present),Winkler,,,,minutes/2019/2019-04-09/2019-04-09_planningcommission-meeting.md
2019-04-09,2019,Copperton PlanningCommission Meeting,PlanningCommission,3,Continue pending Commissioner Stone’s acceptance of the nomination of Vice Chair,Appointment,Pass (unanimous) (of commissioners present),Winkler,,,,minutes/2019/2019-04-09/2019-04-09_planningcommission-meeting.md
2019-04-09,2019,Copperton PlanningCommission Meeting,PlanningCommission,4,"To approve minutes from the March 12, 2019 meeting as presented",Procedural/Administrative,Pass (unanimous) (of commissioners present),Alder,,,,minutes/2019/2019-04-09/2019-04-09_planningcommission-meeting.md
2019-05-14,2019,Copperton PlanningCommission Meeting,PlanningCommission,1,Commissioner Winkler nominated Commissioner Stone for Vice Chair. Commissioner Stone accepted,Appointment,Pass (unanimous) (of commissioners present),Winkler,,,,minutes/2019/2019-05-14/2019-05-14_planningcommission-meeting.md
2019-05-14,2019,Copperton PlanningCommission Meeting,PlanningCommission,2,"To approve minutes from the April 9, 2019 meeting as presented",Procedural/Administrative,Pass (unanimous) (of commissioners present),Alder,,,,minutes/2019/2019-05-14/2019-05-14_planningcommission-meeting.md
2019-05-14,2019,Copperton PlanningCommission Meeting,PlanningCommission,3,"To recommend 19.74 and 19.75 to the Copperton Metro Township Council to defer to the County code, rather than adopt Copperton Metro Township specific, with the understanding that county code includes state code and federal code",Recommendation,Pass (unanimous) (of commissioners present),Winkler,,,,minutes/2019/2019-05-14/2019-05-14_planningcommission-meeting.md
2019-07-09,2019,Copperton PlanningCommission Meeting,PlanningCommission,1,To recommend approval of file #30939 to the Copperton Metro Township Council as presented,Recommendation,Pass (unanimous) (of commissioners present),Winkler,,,,minutes/2019/2019-07-09/2019-07-09_planningcommission-meeting.md
2019-07-09,2019,Copperton PlanningCommission Meeting,PlanningCommission,2,"To approve minutes from the May 14, 2019 meeting as presented",Procedural/Administrative,Pass (unanimous) (of commissioners present),Taylor,,,,minutes/2019/2019-07-09/2019-07-09_planningcommission-meeting.md
2019-07-09,2019,Copperton PlanningCommission Meeting,PlanningCommission,3,"To approve minutes from the June 11, 2019 meeting as presented",Procedural/Administrative,Pass (unanimous) (of commissioners present),Taylor,,,,minutes/2019/2019-07-09/2019-07-09_planningcommission-meeting.md
