date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,district,source,in_election_results,matched_election_candidate,join_confidence,date_precision,docid
2017-08-08,Carson Mitchell,Council,2017,interim,Pre-Primary Financial Disclosure,2017 Carson Mitchell — Pre-Primary Financial Disclosure,https://www.bluffdale.gov/DocumentCenter/View/2246/Carson-Mitchell,2026-07-12,text,none (raw acquisition; OCR/vision deferred),raw/201708_Carson-Mitchell_2246.pdf,,city_website,yes,CARSON L. MITCHELL,high,est_report_class,2246
2017-08-08,Courtney Hansen,Council,2017,interim,Pre-Primary Financial Disclosure,2017 Courtney Hansen — Pre-Primary Financial Disclosure,https://www.bluffdale.gov/DocumentCenter/View/2244/Courtney-Hansen,2026-07-12,text,none (raw acquisition; OCR/vision deferred),raw/201708_Courtney-Hansen_2244.pdf,,city_website,yes,COURTNEY HANSEN,high,est_report_class,2244
2017-08-08,Dave Kallas,Council,2017,interim,Pre-Primary Financial Disclosure,2017 Dave Kallas — Pre-Primary Financial Disclosure,https://www.bluffdale.gov/DocumentCenter/View/2245/Dave-Kallas,2026-07-12,text,none (raw acquisition; OCR/vision deferred),raw/201708_Dave-Kallas_2245.pdf,,city_website,yes,DAVE KALLAS,high,est_report_class,2245
2017-08-08,Nancy Lord,Council,2017,interim,Pre-Primary Financial Disclosure,2017 Nancy Lord — Pre-Primary Financial Disclosure,https://www.bluffdale.gov/DocumentCenter/View/2247/Nancy-Lord,2026-07-12,text,none (raw acquisition; OCR/vision deferred),raw/201708_Nancy-Lord_2247.pdf,,city_website,yes,NANCY LORD,high,est_report_class,2247
2017-09-14,Carson Mitchell,Council,2017,interim,Financial Disclosure (2017-09-14),2017 Carson Mitchell — Financial Disclosure (2017-09-14),https://www.bluffdale.gov/DocumentCenter/View/2287/Carson-Mitchell-09142017,2026-07-12,text,none (raw acquisition; OCR/vision deferred),raw/201709_Carson-Mitchell_2287.pdf,,city_website,yes,CARSON L. MITCHELL,high,exact,2287
2017-09-14,Courtney Hansen,Council,2017,interim,Financial Disclosure (2017-09-14),2017 Courtney Hansen — Financial Disclosure (2017-09-14),https://www.bluffdale.gov/DocumentCenter/View/2286/Courtney-Hansen-09142017,2026-07-12,text,none (raw acquisition; OCR/vision deferred),raw/201709_Courtney-Hansen_2286.pdf,,city_website,yes,COURTNEY HANSEN,high,exact,2286
2017-10-31,Alan Jackson,Council,2017,interim,Pre-General Financial Disclosure (2017-10-31),2017 Alan Jackson — Pre-General Financial Disclosure (2017-10-31),https://www.bluffdale.gov/DocumentCenter/View/2370/Alan-Jackson-10312017,2026-07-12,text,none (raw acquisition; OCR/vision deferred),raw/201710_Alan-Jackson_2370.pdf,,city_website,yes,ALAN JACKSON,high,exact,2370
2017-10-31,Connie Robbins,Council,2017,interim,Pre-General Financial Disclosure (2017-10-31),2017 Connie Robbins — Pre-General Financial Disclosure (2017-10-31),https://www.bluffdale.gov/DocumentCenter/View/2369/Connie-Robbins-10312017,2026-07-12,text,none (raw acquisition; OCR/vision deferred),raw/201710_Connie-Robbins_2369.pdf,,city_website,yes,CONNIE ROBBINS,high,exact,2369
2017-10-31,Dave Kallas,Council,2017,interim,Pre-General Financial Disclosure (2017-10-31),2017 Dave Kallas — Pre-General Financial Disclosure (2017-10-31),https://www.bluffdale.gov/DocumentCenter/View/2372/Dave-Kallas-10312017,2026-07-12,text,none (raw acquisition; OCR/vision deferred),raw/201710_Dave-Kallas_2372.pdf,,city_website,yes,DAVE KALLAS,high,exact,2372
2017-10-31,Derk Timothy,Mayor,2017,interim,Pre-General Financial Disclosure (2017-10-31),2017 Derk Timothy — Pre-General Financial Disclosure (2017-10-31),https://www.bluffdale.gov/DocumentCenter/View/2373/Derk-Timothy-10312017,2026-07-12,text,none (raw acquisition; OCR/vision deferred),raw/201710_Derk-Timothy_2373.pdf,,city_website,yes,DERK POWELL TIMOTHY,high,exact,2373
