year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2016,municipal general,Council,1,Kearns Metro Township Council Seat 1,KRN001,H. BRETT HELSTEN,213,False
2016,municipal general,Council,1,Kearns Metro Township Council Seat 1,KRN001,PATRICK SCHAEFFER,228,False
2016,municipal general,Council,1,Kearns Metro Township Council Seat 1,KRN003,H. BRETT HELSTEN,115,False
2016,municipal general,Council,1,Kearns Metro Township Council Seat 1,KRN003,PATRICK SCHAEFFER,149,False
2016,municipal general,Council,1,Kearns Metro Township Council Seat 1,KRN004,H. BRETT HELSTEN,273,False
2016,municipal general,Council,1,Kearns Metro Township Council Seat 1,KRN004,PATRICK SCHAEFFER,276,False
2016,municipal general,Council,2,Kearns Metro Township Council Seat 2,KRN005,ALAN PETERSON,457,False
2016,municipal general,Council,2,Kearns Metro Township Council Seat 2,KRN006,ALAN PETERSON,503,False
2016,municipal general,Council,2,Kearns Metro Township Council Seat 2,KRN020,ALAN PETERSON,186,False
2016,municipal general,Council,2,Kearns Metro Township Council Seat 2,KRN021,ALAN PETERSON,165,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN002,CHRISTOPHER JAMES GEERTSEN,39,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN002,STEVE PERRY,90,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN007,CHRISTOPHER JAMES GEERTSEN,21,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN007,STEVE PERRY,59,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN008,CHRISTOPHER JAMES GEERTSEN,43,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN008,STEVE PERRY,173,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN010,CHRISTOPHER JAMES GEERTSEN,86,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN010,STEVE PERRY,266,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN011,CHRISTOPHER JAMES GEERTSEN,159,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN011,STEVE PERRY,391,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN012,CHRISTOPHER JAMES GEERTSEN,56,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN012,STEVE PERRY,147,False
2016,municipal general,Council,3,Kearns Metro Township Council Seat 3,KRN014,CHRISTOPHER JAMES GEERTSEN,2,False
