body_id,body_name,date,flag_class,evidence_url,pmn_title,pmn_files,known_unrecovered,note
3287,Administrative Hearings,2020-02-18,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/589359.html,ADMINISTRATIVE HEARING AGENDA -18 Feb 2020,,,no repo record of this meeting date at all (lower confidence)
2148,Planning Commission,2022-07-20,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/769473.html,CITY COUNCIL &amp; PLANNING COMMISSION JOINT WORK SESSION AGENDA,,,no repo record of this meeting date at all (lower confidence)
2147,City Council,2022-12-06,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/797975.html,City Council Work Session and Business Meeting,,,no repo record of this meeting date at all (lower confidence)
2147,City Council,2022-12-13,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/799496.html,"City Council Work Session, CDRA Meeting and City Council Business Meeting",,,no repo record of this meeting date at all (lower confidence)
2148,Planning Commission,2024-10-16,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/946333.html,"October 16, 2024 Planning Commission Meeting",,,no repo record of this meeting date at all (lower confidence)
2148,Planning Commission,2025-05-07,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/990252.html,"Notice of Public Hearing - May 7, 2025 Planning Commission",,,no repo record of this meeting date at all (lower confidence)
2147,City Council,2025-06-03,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/996977.html,Notice of Public Hearing - Tentative Budget for 2025-2026 Fiscal Year,,,no repo record of this meeting date at all (lower confidence)
2148,Planning Commission,2025-10-01,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/992095.html,"Cottonwood Heights Planning Commission Meeting - October 1, 2025",,,no repo record of this meeting date at all (lower confidence)
2147,City Council,2025-12-02,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1041115.html,JOINT PLANNING COMMISSION/CITY COUNCIL WORK SESSION AND BUSINESS MEETING AGENDAS,,,no repo record of this meeting date at all (lower confidence)
2148,Planning Commission,2025-12-03,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1024523.html,"Notice of a Public Hearing Planning Commission Meeting - December 3, 2025",,,no repo record of this meeting date at all (lower confidence)
2148,Planning Commission,2025-12-15,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1045289.html,"Cottonwood Heights Planning Commission Meeting - December 15, 2025",,,no repo record of this meeting date at all (lower confidence)
2148,Planning Commission,2026-03-04,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1010131.html,"Notice of a Public Hearing Planning Commission Meeting - March 4, 2026",,,no repo record of this meeting date at all (lower confidence)
2148,Planning Commission,2026-05-06,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1068949.html,"Notice of a Public Hearing Planning Commission Meeting - May 6, 2026",,,no repo record of this meeting date at all (lower confidence)
