candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Caleb Reeve,Mayor,2021,2021-09-07,,summary,1310.43,1310.43,0.00,0.00,1310.43,1310.43,True,True,0.00,0.00,1154.43,2,4,raw/cf_2021_4456_Caleb_Reeve.pdf,4456,high,,
Kenneth Dudley,Mayor,2021,2021-11-30,,summary,14941.33,14582.16,0.00,359.17,14941.33,14582.16,True,True,0.00,0.00,8611.08,30,53,raw/cf_2021_4461_Kenneth_Dudley.pdf,4461,high,,
M David Gedo Sanchez,Mayor,2021,2021-09-08,,summary,324.12,324.12,0.00,0.00,324.12,324.12,True,True,0.00,0.00,0.00,2,2,raw/cf_2021_4463_M_David_Gedo_Sanchez.pdf,4463,high,,
Michelle Kaufusi,Mayor,2021,2021-11-29,,summary,51223.00,33752.25,0.00,17470.75,51223.00,33752.25,True,True,0.00,0.00,2000.00,31,28,raw/cf_2021_4464_Michelle_Kaufusi.pdf,4464,high,,
Neil Mitchell,Mayor,2021,2021-09-07,,summary,5220.00,5220.00,0.00,0.00,5220.00,5220.00,True,True,0.00,0.00,5000.00,3,13,raw/cf_2021_4465_Neil_Mitchell.pdf,4465,high,,
Aaron Skabelund,Council,2021,2021-11-30,,summary,30907.62,31761.63,0.00,-854.01,30907.62,31761.63,True,True,0.00,0.00,85.00,114,75,raw/cf_2021_4455_Aaron_Skabelund.pdf,4455,high,,
Coy D Porter,Council,2021,2021-11-29,,summary,5224.91,3257.34,0.00,1967.57,5224.91,3257.34,True,True,0.00,0.00,246.32,8,11,raw/cf_2021_4457_Coy_D_Porter.pdf,4457,high,,
George Handley,Council,2021,2021-12-09,,summary,4201.03,1527.34,0.00,2673.69,4201.03,1527.34,True,True,0.00,0.00,250.00,6,43,raw/cf_2021_4458_George_Handley.pdf,4458,high,,
Hoc Vu,Council,2021,2021-08-02,,summary,5166.04,5166.04,0.00,0.00,5166.04,5166.04,True,True,0.00,0.00,4891.04,5,8,raw/cf_2021_4459_Hoc_Vu.pdf,4459,high,,
Katrice MacKay,Council,2021,2021-11-29,,summary,33325.00,33325.00,0.00,0.00,33325.00,33325.00,True,True,0.00,0.00,5000.00,59,30,raw/cf_2021_4460_Katrice_MacKay.pdf,4460,high,,
Landon Johnson,Council,2021,2021-08-02,,summary,546.14,546.14,0.00,0.00,546.14,546.14,True,True,0.00,0.00,351.14,3,7,raw/cf_2021_4462_Landon_Johnson.pdf,4462,high,,
Rachel Whipple,Council,2021,2021-11-30,,summary,11351.84,10383.56,0.00,968.28,11351.84,10383.56,True,True,0.00,0.00,119.42,50,51,raw/cf_2021_4466_Rachel_Whipple.pdf,4466,high,,
Suzanne Q,Council,2021,2021-06-24,,summary,,,,,0.00,0.00,,,,,0.00,0,1,raw/cf_2021_4467_Suzanne_Q.pdf,4467,low,,
Tom Sitake,Council,2021,2021-10-21,,summary,,,,,0.00,0.00,,,,,0.00,0,0,raw/cf_2021_4468_Tom_Sitake.pdf,4468,low,,
Zac Green,Council,2021,2021-09-09,,summary,1226.96,488.03,0.00,738.93,1226.96,488.03,True,True,0.00,0.00,139.00,14,29,raw/cf_2021_4469_Zac_Green.pdf,4469,high,,
Ari Emmanuel Webb,Council,2023,2023-06-27,,summary,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/cf_2023_3797_Ari_Emmanuel_Webb.pdf,3797,high,,
Becky Bogdin,Council,2023,2023-12-04,,summary,6260.00,6260.00,0.00,0.00,6260.00,6260.00,True,True,0.00,0.00,1610.00,20,41,raw/cf_2023_3791_Becky_Bogdin.pdf,3791,high,,
Craig Christensen,Council,2023,2023-12-18,,summary,40723.68,36611.48,0.00,4112.20,40723.68,36611.48,True,True,0.00,0.00,14108.68,31,74,raw/cf_2023_3792_Craig_Christensen.pdf,3792,high,,
David Lewis,Council,2023,2023-12-19,,summary,8562.91,8562.91,0.00,0.00,8562.91,8562.91,True,True,0.00,0.00,0.00,7,10,raw/cf_2023_3798_David_Lewis.pdf,3798,high,,
Gary Garrett,Council,2023,2023-12-18,,summary,23091.00,22938.85,0.00,152.15,23091.00,22938.85,True,True,0.00,0.00,18250.00,15,15,raw/cf_2023_3793_Gary_Garrett.pdf,3793,high,,
Joseph Penrose,Council,2023,2023-10-03,,summary,1147.89,1147.89,0.00,0.00,1147.89,1147.89,True,True,0.00,0.00,275.89,5,18,raw/cf_2023_3799_Joseph_Penrose.pdf,3799,high,,
McKay R Jensen,Council,2023,2023-12-18,,summary,25436.00,25436.00,0.00,0.00,25436.00,25436.00,True,True,0.00,0.00,14070.00,33,20,raw/cf_2023_3800_McKay_R_Jensen.pdf,3800,high,,
Nathan Smith Jones,Council,2023,2023-10-11,,summary,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/cf_2023_3801_Nathan_Smith_Jones.pdf,3801,high,,
Stan Jensen,Council,2023,2023-12-18,,summary,27811.02,27811.02,0.00,0.00,27811.02,27811.02,True,True,0.00,0.00,24777.02,22,33,raw/cf_2023_3802_Stan_Jensen.pdf,3802,high,,
