referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
12,medium,subject,Council,RDA,-105,99,2024-10-23,A Resolution of the Redevelopment Agency of South Salt Lake Adopting the South Salt Lake — motion to approve the Resolution,90,2024-07-10,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100 of the — motion to approve the Ordinance,,0.303,
17,medium,subject,Council,RDA,0,99,2024-10-23,A Resolution of the Redevelopment Agency of South Salt Lake Adopting the South Salt Lake — motion to approve the Resolution,97,2024-10-23,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100(f) of the — motion to approve the Ordinance,,0.303,
26,medium,subject,Council,RDA,231,99,2024-10-23,A Resolution of the Redevelopment Agency of South Salt Lake Adopting the South Salt Lake — motion to approve the Resolution,119,2025-06-11,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100 of the — motion to approve the Ordinance,,0.303,
27,medium,subject,Council,RDA,273,99,2024-10-23,A Resolution of the Redevelopment Agency of South Salt Lake Adopting the South Salt Lake — motion to approve the Resolution,126,2025-07-23,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100 of the — motion to approve the Ordinance,,0.303,
39,medium,subject,Council,RDA,371,99,2024-10-23,A Resolution of the Redevelopment Agency of South Salt Lake Adopting the South Salt Lake — motion to approve the Resolution,143,2025-10-29,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100(F) of the — motion to approve the Resolution,,0.303,
42,medium,subject,Council,RDA,378,113,2025-05-14,Consideration of a Resolution of the Board (the “Board”) of the City of South Salt Lake — motion to approve the Resolution,162,2026-05-27,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100 of the — motion to approve the Ordinance,,0.303,
6,medium,subject,Council,RDA,-308,75,2024-03-27,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Executive — motion to move this item as Unfinished Business to a future meeting,47,2023-05-24,An Ordinance of the South Salt Lake City Council Amending Section 3.11.110 of the — motion to move this to a future Council Meeting,,0.325,
36,medium,subject,Council,RDA,140,117,2025-05-28,Presentation of the 2025-2026 Redevelopment Agency Tentative Budget. — motion to move the matter as Unfinished Business to the next meeting,139,2025-10-15,An Ordinance of the South Salt Lake City Council Amending Section 3.11.020(C) of the — motion to move this item as Unfinished Business to the next meeting,,0.326,
33,medium,subject,Council,RDA,77,117,2025-05-28,Presentation of the 2025-2026 Redevelopment Agency Tentative Budget. — motion to move the matter as Unfinished Business to the next meeting,133,2025-08-13,An Ordinance of the South Salt Lake City Council Amending Section 3.11.010 of the — motion to move this item as Unfinished Business to the next meeting,,0.337,
34,medium,subject,Council,RDA,77,117,2025-05-28,Presentation of the 2025-2026 Redevelopment Agency Tentative Budget. — motion to move the matter as Unfinished Business to the next meeting,134,2025-08-13,An Ordinance of the South Salt Lake City Council Amending Section 3.11.010 of the — motion to move this item as Unfinished Business to the next meeting,,0.337,
32,medium,subject,Council,RDA,77,117,2025-05-28,Presentation of the 2025-2026 Redevelopment Agency Tentative Budget. — motion to move the matter as Unfinished Business to the next meeting,132,2025-08-13,An Ordinance of the South Salt Lake City Council Amending Chapter 3.16 of the South — motion to move this item as Unfinished Business to the next meeting,,0.359,
9,medium,subject,Council,RDA,-378,99,2024-10-23,A Resolution of the Redevelopment Agency of South Salt Lake Adopting the South Salt Lake — motion to approve the Resolution,58,2023-10-11,An Ordinance of the South Salt Lake City Council Amending Chapter 17.06 of the South — motion to approve the Ordinance,,0.406,
14,medium,subject,Council,RDA,-84,99,2024-10-23,A Resolution of the Redevelopment Agency of South Salt Lake Adopting the South Salt Lake — motion to approve the Resolution,92,2024-07-31,An Ordinance of the South Salt Lake City Council Amending Chapter 3.12 of the South — motion to approve the Ordinance,,0.406,
