date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2020-01-28,2020,Magna Council Meeting,Council,1,"Council Member Peel, seconded by Council Member Pierce, moved to close the open session of the staff meeting to discuss a real estate matter",Other,Unanimous Pass,Brint Peel,Audrey Pierce,,,minutes/2020/2020-01-28_council_612095.md,minutes
2020-01-28,2020,Magna Council Meeting,Council,2,"Council Member Peel, seconded by Council Member Prokopis, moved to close the closed portion of the meeting",Other,Unanimous Pass,Brint Peel,Steve Prokopis,,,minutes/2020/2020-01-28_council_612095.md,minutes
2020-01-28,2020,Magna Council Meeting,Council,3,"Council Member Peel, seconded by Council Member Prokopis, moved to close the open session of the staff meeting to discuss real estate and litigation matters",Other,Unanimous Pass,Brint Peel,Steve Prokopis,,,minutes/2020/2020-01-28_council_612095.md,minutes
2020-01-28,2020,Magna Council Meeting,Council,4,"Council Member Peel, seconded by Council Member Prokopis, moved to open the closed session, close the staff meeting, and go into the public meeting",Procedural/Administrative,Unanimous Pass,Brint Peel,Steve Prokopis,,,minutes/2020/2020-01-28_council_612095.md,minutes
2020-01-28,2020,Magna Council Meeting,Council,5,"Council Member Peel, seconded by Council Member Prokopis, moved to open the public hearing",Public Hearing Action,Unanimous Pass,Brint Peel,Steve Prokopis,,,minutes/2020/2020-01-28_council_612095.md,minutes
2020-01-28,2020,Magna Council Meeting,Council,6,"Council Member Peel, seconded by Council Member Prokopis, moved to close the public hearing",Public Hearing Action,Unanimous Pass,Brint Peel,Steve Prokopis,,,minutes/2020/2020-01-28_council_612095.md,minutes
2020-01-28,2020,Magna Council Meeting,Council,7,"Council Member Peel, seconded by Council Member Prokopis, moved to reappoint Mark Elieson and Clare Collard to the Magna Metro Township Planning Commission to serve a three-year term, ending January 31, 2023",Appointment,Unanimous Pass,Brint Peel,Steve Prokopis,,,minutes/2020/2020-01-28_council_612095.md,minutes
2020-01-28,2020,Magna Council Meeting,Council,8,"Council Member Peel, seconded by Council Member Prokopis, moved to appoint Council Member Pierce to the Magna/UPD Citizen’s Advisory Board to serve a three-year term, ending January 31, 2023. −−−−−−−−−−−−−− Salt Lake County Animal Services Advisory Board Appointment DATE TUESDAY JANUARY 14, 2020",Appointment,No result recorded,Brint Peel,Steve Prokopis,,,minutes/2020/2020-01-28_council_612095.md,minutes
2020-01-28,2020,Magna Council Meeting,Council,9,"Council Member Peel, seconded by Council Member Prokopis, moved to approve the resolution",Resolution,3-1 Pass,Brint Peel,Steve Prokopis,Audrey Pierce,Nay,minutes/2020/2020-01-28_council_612095.md,minutes
2020-01-28,2020,Magna Council Meeting,Council,10,"Council Member Peel, seconded by Council Member Prokopis, moved to set the date of Tuesday February 11, 2020, at 7:00 p.m., to accept public comment and consider Ordinance No. 20-01-02",Ordinance,Unanimous Pass,Brint Peel,Steve Prokopis,,,minutes/2020/2020-01-28_council_612095.md,minutes
