date,year,title,slug,body,path,source,source_url,notice_url,pmn_body_id,pmn_file_id,retrieved_date,format,extraction_method,text_path
2020-03-25,2020,City Council Meeting (PMN-recovered minutes),pmn-council-2020-03-25-591353,Council,raw/pmn_council_2020-03-25_591353.pdf,pmn,https://www.utah.gov/pmn/files/591353.pdf,https://www.utah.gov/pmn/sitemap/notice/595977.html,1155,591353,2026-07-13,text,pdftotext-layout,text/pmn_council_2020-03-25_591353.md
2020-05-13,2020,City Council Meeting (PMN-recovered minutes),pmn-council-2020-05-13-614857,Council,raw/pmn_council_2020-05-13_614857.pdf,pmn,https://www.utah.gov/pmn/files/614857.pdf,https://www.utah.gov/pmn/sitemap/notice/603709.html,1155,614857,2026-07-13,text,pdftotext-layout,text/pmn_council_2020-05-13_614857.md
2020-05-27,2020,HCSEA Meeting (PMN standalone minutes),pmn-hcsea-2020-05-27-731969,HCSEA,raw/pmn_hcsea_2020-05-27_731969.pdf,pmn,https://www.utah.gov/pmn/files/731969.pdf,https://www.utah.gov/pmn/sitemap/notice/606749.html,6239,731969,2026-07-13,text,pdftotext-layout,text/pmn_hcsea_2020-05-27_731969.md
2020-06-10,2020,HCSEA Meeting (PMN standalone minutes),pmn-hcsea-2020-06-10-732003,HCSEA,raw/pmn_hcsea_2020-06-10_732003.pdf,pmn,https://www.utah.gov/pmn/files/732003.pdf,https://www.utah.gov/pmn/sitemap/notice/609391.html,6239,732003,2026-07-13,text,pdftotext-layout,text/pmn_hcsea_2020-06-10_732003.md
2020-09-09,2020,City Council Meeting (PMN-recovered minutes),pmn-council-2020-09-09-660948,Council,raw/pmn_council_2020-09-09_660948.pdf,pmn,https://www.utah.gov/pmn/files/660948.pdf,https://www.utah.gov/pmn/sitemap/notice/627131.html,1155,660948,2026-07-13,text,pdftotext-layout,text/pmn_council_2020-09-09_660948.md
2020-09-23,2020,City Council Meeting (PMN-recovered minutes),pmn-council-2020-09-23-675893,Council,raw/pmn_council_2020-09-23_675893.pdf,pmn,https://www.utah.gov/pmn/files/675893.pdf,https://www.utah.gov/pmn/sitemap/notice/629741.html,1155,675893,2026-07-13,text,pdftotext-layout,text/pmn_council_2020-09-23_675893.md
2020-09-30,2020,Special City Council Work Meeting (PMN-recovered minutes),pmn-council-2020-09-30-660952,Council,raw/pmn_council_2020-09-30_660952.pdf,pmn,https://www.utah.gov/pmn/files/660952.pdf,https://www.utah.gov/pmn/sitemap/notice/631471.html,1155,660952,2026-07-13,text,pdftotext-layout,text/pmn_council_2020-09-30_660952.md
2020-09-30,2020,Special City Council Meeting (PMN-recovered minutes),pmn-council-2020-09-30-660950,Council,raw/pmn_council_2020-09-30_660950.pdf,pmn,https://www.utah.gov/pmn/files/660950.pdf,https://www.utah.gov/pmn/sitemap/notice/630989.html,1155,660950,2026-07-13,text,pdftotext-layout,text/pmn_council_2020-09-30_660950.md
2020-10-05,2020,Special City Council Meeting (PMN-recovered minutes),pmn-council-2020-10-05-648501,Council,raw/pmn_council_2020-10-05_648501.pdf,pmn,https://www.utah.gov/pmn/files/648501.pdf,https://www.utah.gov/pmn/sitemap/notice/632285.html,1155,648501,2026-07-13,text,pdftotext-layout,text/pmn_council_2020-10-05_648501.md
2020-10-08,2020,Special City Council Meeting (PMN-recovered minutes),pmn-council-2020-10-08-660954,Council,raw/pmn_council_2020-10-08_660954.pdf,pmn,https://www.utah.gov/pmn/files/660954.pdf,https://www.utah.gov/pmn/sitemap/notice/633555.html,1155,660954,2026-07-13,text,pdftotext-layout,text/pmn_council_2020-10-08_660954.md
2020-10-14,2020,City Council Meeting (PMN-recovered minutes),pmn-council-2020-10-14-660956,Council,raw/pmn_council_2020-10-14_660956.pdf,pmn,https://www.utah.gov/pmn/files/660956.pdf,https://www.utah.gov/pmn/sitemap/notice/633663.html,1155,660956,2026-07-13,text,pdftotext-layout,text/pmn_council_2020-10-14_660956.md
2020-11-05,2020,Special City Council Meeting (PMN-recovered minutes),pmn-council-2020-11-05-660960,Council,raw/pmn_council_2020-11-05_660960.pdf,pmn,https://www.utah.gov/pmn/files/660960.pdf,https://www.utah.gov/pmn/sitemap/notice/637715.html,1155,660960,2026-07-13,text,pdftotext-layout,text/pmn_council_2020-11-05_660960.md
2020-12-03,2020,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2020-12-03-678781,PlanningCommission,raw/pmn_pc_2020-12-03_678781.pdf,pmn,https://www.utah.gov/pmn/files/678781.pdf,https://www.utah.gov/pmn/sitemap/notice/643005.html,1151,678781,2026-07-13,text,pdftotext-layout,text/pmn_pc_2020-12-03_678781.md
2020-12-09,2020,City Council Meeting (PMN-recovered minutes),pmn-council-2020-12-09-675897,Council,raw/pmn_council_2020-12-09_675897.pdf,pmn,https://www.utah.gov/pmn/files/675897.pdf,https://www.utah.gov/pmn/sitemap/notice/644371.html,1155,675897,2026-07-13,text,pdftotext-layout,text/pmn_council_2020-12-09_675897.md
2021-01-13,2021,CDRA Meeting (PMN standalone minutes),pmn-cdra-2021-01-13-707991,CDRA,raw/pmn_cdra_2021-01-13_707991.pdf,pmn,https://www.utah.gov/pmn/files/707991.pdf,https://www.utah.gov/pmn/sitemap/notice/649895.html,2256,707991,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2021-01-13_707991.md
2021-01-27,2021,CDRA Meeting (PMN standalone minutes),pmn-cdra-2021-01-27-707989,CDRA,raw/pmn_cdra_2021-01-27_707989.pdf,pmn,https://www.utah.gov/pmn/files/707989.pdf,https://www.utah.gov/pmn/sitemap/notice/653151.html,2256,707989,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2021-01-27_707989.md
2021-03-18,2021,Special City Council Meeting (PMN-recovered minutes),pmn-council-2021-03-18-707985,Council,raw/pmn_council_2021-03-18_707985.pdf,pmn,https://www.utah.gov/pmn/files/707985.pdf,https://www.utah.gov/pmn/sitemap/notice/664571.html,1155,707985,2026-07-13,text,pdftotext-layout,text/pmn_council_2021-03-18_707985.md
2021-03-24,2021,CDRA Meeting (PMN standalone minutes),pmn-cdra-2021-03-24-707987,CDRA,raw/pmn_cdra_2021-03-24_707987.pdf,pmn,https://www.utah.gov/pmn/files/707987.pdf,https://www.utah.gov/pmn/sitemap/notice/665311.html,2256,707987,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2021-03-24_707987.md
2021-06-09,2021,CDRA Meeting (PMN standalone minutes),pmn-cdra-2021-06-09-757747,CDRA,raw/pmn_cdra_2021-06-09_757747.pdf,pmn,https://www.utah.gov/pmn/files/757747.pdf,https://www.utah.gov/pmn/sitemap/notice/681819.html,2256,757747,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2021-06-09_757747.md
2021-06-17,2021,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2021-06-17-769487,PlanningCommission,raw/pmn_pc_2021-06-17_769487.pdf,pmn,https://www.utah.gov/pmn/files/769487.pdf,https://www.utah.gov/pmn/sitemap/notice/683801.html,1151,769487,2026-07-13,text,pdftotext-layout,text/pmn_pc_2021-06-17_769487.md
2021-08-09,2021,Special City Council Work Meeting (PMN-recovered minutes),pmn-council-2021-08-09-807041,Council,raw/pmn_council_2021-08-09_807041.pdf,pmn,https://www.utah.gov/pmn/files/807041.pdf,https://www.utah.gov/pmn/sitemap/notice/694645.html,1155,807041,2026-07-13,text,pdftotext-layout,text/pmn_council_2021-08-09_807041.md
2021-08-11,2021,City Council Meeting (PMN-recovered minutes),pmn-council-2021-08-11-770437,Council,raw/pmn_council_2021-08-11_770437.pdf,pmn,https://www.utah.gov/pmn/files/770437.pdf,https://www.utah.gov/pmn/sitemap/notice/694647.html,1155,770437,2026-07-13,text,pdftotext-layout,text/pmn_council_2021-08-11_770437.md
2021-08-25,2021,City Council Meeting (PMN-recovered minutes),pmn-council-2021-08-25-801299,Council,raw/pmn_council_2021-08-25_801299.pdf,pmn,https://www.utah.gov/pmn/files/801299.pdf,https://www.utah.gov/pmn/sitemap/notice/697829.html,1155,801299,2026-07-13,text,pdftotext-layout,text/pmn_council_2021-08-25_801299.md
2021-10-07,2021,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2021-10-07-795179,PlanningCommission,raw/pmn_pc_2021-10-07_795179.pdf,pmn,https://www.utah.gov/pmn/files/795179.pdf,https://www.utah.gov/pmn/sitemap/notice/705985.html,1151,795179,2026-07-13,text,pdftotext-layout,text/pmn_pc_2021-10-07_795179.md
2021-11-10,2021,CDRA Meeting (PMN standalone minutes),pmn-cdra-2021-11-10-807427,CDRA,raw/pmn_cdra_2021-11-10_807427.pdf,pmn,https://www.utah.gov/pmn/files/807427.pdf,https://www.utah.gov/pmn/sitemap/notice/714169.html,2256,807427,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2021-11-10_807427.md
2022-01-26,2022,CDRA Meeting (PMN standalone minutes),pmn-cdra-2022-01-26-818993,CDRA,raw/pmn_cdra_2022-01-26_818993.pdf,pmn,https://www.utah.gov/pmn/files/818993.pdf,https://www.utah.gov/pmn/sitemap/notice/730593.html,2256,818993,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2022-01-26_818993.md
2022-03-17,2022,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2022-03-17-861955,PlanningCommission,raw/pmn_pc_2022-03-17_861955.pdf,pmn,https://www.utah.gov/pmn/files/861955.pdf,https://www.utah.gov/pmn/sitemap/notice/741475.html,1151,861955,2026-07-13,text,pdftotext-layout,text/pmn_pc_2022-03-17_861955.md
2022-03-23,2022,City Council Meeting (PMN-recovered minutes),pmn-council-2022-03-23-842231,Council,raw/pmn_council_2022-03-23_842231.pdf,pmn,https://www.utah.gov/pmn/files/842231.pdf,https://www.utah.gov/pmn/sitemap/notice/743189.html,1155,842231,2026-07-13,text,pdftotext-layout,text/pmn_council_2022-03-23_842231.md
2022-04-21,2022,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2022-04-21-868341,PlanningCommission,raw/pmn_pc_2022-04-21_868341.pdf,pmn,https://www.utah.gov/pmn/files/868341.pdf,https://www.utah.gov/pmn/sitemap/notice/748903.html,1151,868341,2026-07-13,text,pdftotext-layout,text/pmn_pc_2022-04-21_868341.md
2022-05-11,2022,CDRA Meeting (PMN standalone minutes),pmn-cdra-2022-05-11-894655,CDRA,raw/pmn_cdra_2022-05-11_894655.pdf,pmn,https://www.utah.gov/pmn/files/894655.pdf,https://www.utah.gov/pmn/sitemap/notice/753723.html,2256,894655,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2022-05-11_894655.md
2022-05-11,2022,City Council Meeting (PMN-recovered minutes),pmn-council-2022-05-11-887543,Council,raw/pmn_council_2022-05-11_887543.pdf,pmn,https://www.utah.gov/pmn/files/887543.pdf,https://www.utah.gov/pmn/sitemap/notice/753717.html,1155,887543,2026-07-13,text,pdftotext-layout,text/pmn_council_2022-05-11_887543.md
2022-05-11,2022,HCSEA Meeting (PMN standalone minutes),pmn-hcsea-2022-05-11-894661,HCSEA,raw/pmn_hcsea_2022-05-11_894661.pdf,pmn,https://www.utah.gov/pmn/files/894661.pdf,https://www.utah.gov/pmn/sitemap/notice/753725.html,6239,894661,2026-07-13,text,pdftotext-layout,text/pmn_hcsea_2022-05-11_894661.md
2022-06-02,2022,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2022-06-02-861959,PlanningCommission,raw/pmn_pc_2022-06-02_861959.pdf,pmn,https://www.utah.gov/pmn/files/861959.pdf,https://www.utah.gov/pmn/sitemap/notice/758659.html,1151,861959,2026-07-13,text,pdftotext-layout,text/pmn_pc_2022-06-02_861959.md
2022-06-13,2022,Special City Council Meeting (PMN-recovered minutes),pmn-council-2022-06-13-887097,Council,raw/pmn_council_2022-06-13_887097.pdf,pmn,https://www.utah.gov/pmn/files/887097.pdf,https://www.utah.gov/pmn/sitemap/notice/761769.html,1155,887097,2026-07-13,text,pdftotext-layout,text/pmn_council_2022-06-13_887097.md
2022-06-16,2022,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2022-06-16-868343,PlanningCommission,raw/pmn_pc_2022-06-16_868343.pdf,pmn,https://www.utah.gov/pmn/files/868343.pdf,https://www.utah.gov/pmn/sitemap/notice/761765.html,1151,868343,2026-07-13,scanned,tesseract-ocr,text/pmn_pc_2022-06-16_868343.md
2022-06-29,2022,Joint City Council/Planning Commission Meeting (PMN-recovered minutes),pmn-joint-2022-06-29-917631,JointCC-PC,raw/pmn_joint_2022-06-29_917631.pdf,pmn,https://www.utah.gov/pmn/files/917631.pdf,https://www.utah.gov/pmn/sitemap/notice/765191.html,1251,917631,2026-07-13,text,pdftotext-layout,text/pmn_joint_2022-06-29_917631.md
2022-11-30,2022,Joint City Council/Planning Commission Meeting (PMN-recovered minutes),pmn-joint-2022-11-30-984447,JointCC-PC,raw/pmn_joint_2022-11-30_984447.pdf,pmn,https://www.utah.gov/pmn/files/984447.pdf,https://www.utah.gov/pmn/sitemap/notice/796093.html,1251,984447,2026-07-13,text,pdftotext-layout,text/pmn_joint_2022-11-30_984447.md
2023-01-04,2023,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2023-01-04-956885,PlanningCommission,raw/pmn_pc_2023-01-04_956885.pdf,pmn,https://www.utah.gov/pmn/files/956885.pdf,https://www.utah.gov/pmn/sitemap/notice/802449.html,1151,956885,2026-07-13,scanned,tesseract-ocr,text/pmn_pc_2023-01-04_956885.md
2023-01-18,2023,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2023-01-18-962765,PlanningCommission,raw/pmn_pc_2023-01-18_962765.pdf,pmn,https://www.utah.gov/pmn/files/962765.pdf,https://www.utah.gov/pmn/sitemap/notice/805985.html,1151,962765,2026-07-13,scanned,tesseract-ocr,text/pmn_pc_2023-01-18_962765.md
2023-02-01,2023,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2023-02-01-962767,PlanningCommission,raw/pmn_pc_2023-02-01_962767.pdf,pmn,https://www.utah.gov/pmn/files/962767.pdf,https://www.utah.gov/pmn/sitemap/notice/808993.html,1151,962767,2026-07-13,scanned,tesseract-ocr,text/pmn_pc_2023-02-01_962767.md
2023-05-31,2023,Joint City Council/Planning Commission Meeting (PMN-recovered minutes),pmn-joint-2023-05-31-1015933,JointCC-PC,raw/pmn_joint_2023-05-31_1015933.pdf,pmn,https://www.utah.gov/pmn/files/1015933.pdf,https://www.utah.gov/pmn/sitemap/notice/835473.html,1251,1015933,2026-07-13,text,pdftotext-layout,text/pmn_joint_2023-05-31_1015933.md
2023-08-30,2023,Joint City Council/Planning Commission Meeting (PMN-recovered minutes),pmn-joint-2023-08-30-1128737,JointCC-PC,raw/pmn_joint_2023-08-30_1128737.pdf,pmn,https://www.utah.gov/pmn/files/1128737.pdf,https://www.utah.gov/pmn/sitemap/notice/854449.html,1251,1128737,2026-07-13,text,pdftotext-layout,text/pmn_joint_2023-08-30_1128737.md
2023-10-18,2023,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2023-10-18-1056709,PlanningCommission,raw/pmn_pc_2023-10-18_1056709.pdf,pmn,https://www.utah.gov/pmn/files/1056709.pdf,https://www.utah.gov/pmn/sitemap/notice/864987.html,1151,1056709,2026-07-13,text,pdftotext-layout,text/pmn_pc_2023-10-18_1056709.md
2023-11-01,2023,Planning Commission Meeting (PMN-recovered minutes),pmn-pc-2023-11-01-1057263,PlanningCommission,raw/pmn_pc_2023-11-01_1057263.pdf,pmn,https://www.utah.gov/pmn/files/1057263.pdf,https://www.utah.gov/pmn/sitemap/notice/868085.html,1151,1057263,2026-07-13,text,pdftotext-layout,text/pmn_pc_2023-11-01_1057263.md
2023-12-05,2023,Special Board of Canvassers (PMN-recovered minutes),pmn-council-2023-12-05-1069349,Council,raw/pmn_council_2023-12-05_1069349.pdf,pmn,https://www.utah.gov/pmn/files/1069349.pdf,https://www.utah.gov/pmn/sitemap/notice/875871.html,1155,1069349,2026-07-13,text,pdftotext-layout,text/pmn_council_2023-12-05_1069349.md
2023-12-15,2023,Special City Council Work Meeting (PMN-recovered minutes),pmn-council-2023-12-15-1069405,Council,raw/pmn_council_2023-12-15_1069405.pdf,pmn,https://www.utah.gov/pmn/files/1069405.pdf,https://www.utah.gov/pmn/sitemap/notice/879853.html,1155,1069405,2026-07-13,text,pdftotext-layout,text/pmn_council_2023-12-15_1069405.md
2024-05-08,2024,CDRA Meeting (PMN standalone minutes),pmn-cdra-2024-05-08-1138305,CDRA,raw/pmn_cdra_2024-05-08_1138305.pdf,pmn,https://www.utah.gov/pmn/files/1138305.pdf,https://www.utah.gov/pmn/sitemap/notice/910877.html,2256,1138305,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2024-05-08_1138305.md
2024-05-08,2024,HCFSA Meeting (PMN standalone minutes),pmn-hcfsa-2024-05-08-1138301,HCFSA,raw/pmn_hcfsa_2024-05-08_1138301.pdf,pmn,https://www.utah.gov/pmn/files/1138301.pdf,https://www.utah.gov/pmn/sitemap/notice/910883.html,7553,1138301,2026-07-13,text,pdftotext-layout,text/pmn_hcfsa_2024-05-08_1138301.md
2024-05-08,2024,HCSEA Meeting (PMN standalone minutes),pmn-hcsea-2024-05-08-1138299,HCSEA,raw/pmn_hcsea_2024-05-08_1138299.pdf,pmn,https://www.utah.gov/pmn/files/1138299.pdf,https://www.utah.gov/pmn/sitemap/notice/910879.html,6239,1138299,2026-07-13,text,pdftotext-layout,text/pmn_hcsea_2024-05-08_1138299.md
2024-05-29,2024,Joint City Council/Planning Commission Meeting (PMN-recovered minutes),pmn-joint-2024-05-29-1265501,JointCC-PC,raw/pmn_joint_2024-05-29_1265501.pdf,pmn,https://www.utah.gov/pmn/files/1265501.pdf,https://www.utah.gov/pmn/sitemap/notice/915965.html,1251,1265501,2026-07-13,text,pdftotext-layout,text/pmn_joint_2024-05-29_1265501.md
2024-06-12,2024,CDRA Meeting (PMN standalone minutes),pmn-cdra-2024-06-12-1162421,CDRA,raw/pmn_cdra_2024-06-12_1162421.pdf,pmn,https://www.utah.gov/pmn/files/1162421.pdf,https://www.utah.gov/pmn/sitemap/notice/919287.html,2256,1162421,2026-07-13,text,pdftotext-layout,text/pmn_cdra_2024-06-12_1162421.md
2024-06-12,2024,HCFSA Meeting (PMN standalone minutes),pmn-hcfsa-2024-06-12-1162427,HCFSA,raw/pmn_hcfsa_2024-06-12_1162427.pdf,pmn,https://www.utah.gov/pmn/files/1162427.pdf,https://www.utah.gov/pmn/sitemap/notice/919289.html,7553,1162427,2026-07-13,text,pdftotext-layout,text/pmn_hcfsa_2024-06-12_1162427.md
