date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,content_length_bytes,size_mb,stored_locally
2022-01-03,2022.01.03 City Council Agenda Packet,Council,regular,full_packet,https://sgcityutah.gov/Documents/Government/Arts%20Commission%20Agendas/City%20Council/Agendas%20And%20Minutes/2022/other/2022.01.03%20City%20Council%20Agenda%20Packet.pdf?t=202408051708060,2026-07-02,na,not_retrieved (index-only; fetch source_url on demand),,571786,0.6,no
2022-01-06,citycouncilagendapacket-january62022preliminary,Council,regular,full_packet,https://sgcityutah.gov/Documents/Government/Arts%20Commission%20Agendas/City%20Council/Agendas%20And%20Minutes/2022/other/citycouncilagendapacket-january62022preliminary.pdf?t=202406112013340,2026-07-02,na,not_retrieved (index-only; fetch source_url on demand),,23507041,23.5,no
2022-01-12,2022.01.12 City Council Agenda Packet,Council,regular,agenda_packet,https://sgcityutah.gov/Documents/Government/Arts%20Commission%20Agendas/City%20Council/Agendas%20And%20Minutes/2022/Agendas/2022.01.12%20City%20Council%20Agenda%20Packet.pdf?t=202408051703440,2026-07-02,na,not_retrieved (index-only; fetch source_url on demand),,3643323,3.6,no
2022-01-13,2022.01.13 City Council Agenda Packet,Council,regular,agenda_packet,https://sgcityutah.gov/Documents/Government/Arts%20Commission%20Agendas/City%20Council/Agendas%20And%20Minutes/2022/Agendas/2022.01.13%20City%20Council%20Agenda%20Packet.pdf?t=202408051709320,2026-07-02,na,not_retrieved (index-only; fetch source_url on demand),,18871900,18.9,no
2022-01-20,2022.01.20 City Council Agenda Packet,Council,regular,full_packet,https://sgcityutah.gov/Documents/Government/Arts%20Commission%20Agendas/City%20Council/Agendas%20And%20Minutes/2022/other/2022.01.20%20City%20Council%20Agenda%20Packet.pdf?t=202408051713020,2026-07-02,na,not_retrieved (index-only; fetch source_url on demand),,24261263,24.3,no
2022-01-27,2022.01.27 City Council Agenda Packet,Council,regular,agenda_packet,https://sgcityutah.gov/Documents/Government/Arts%20Commission%20Agendas/City%20Council/Agendas%20And%20Minutes/2022/Agendas/2022.01.27%20City%20Council%20Agenda%20Packet.pdf?t=202408051716180,2026-07-02,na,not_retrieved (index-only; fetch source_url on demand),,17757021,17.8,no
2022-02-03,2022.02.03 City Council Agenda Packet,Council,regular,full_packet,https://sgcityutah.gov/Documents/Government/Arts%20Commission%20Agendas/City%20Council/Agendas%20And%20Minutes/2022/other/2022.02.03%20City%20Council%20Agenda%20Packet.pdf?t=202408051721540,2026-07-02,na,not_retrieved (index-only; fetch source_url on demand),,75306901,75.3,no
2022-02-10,2022.02.10 City Council Agenda Packet,Council,regular,agenda_packet,https://sgcityutah.gov/Documents/Government/Arts%20Commission%20Agendas/City%20Council/Agendas%20And%20Minutes/2022/Agendas/2022.02.10%20City%20Council%20Agenda%20Packet.pdf?t=202408051733000,2026-07-02,na,not_retrieved (index-only; fetch source_url on demand),,28398639,28.4,no
2022-02-17,2022.02.17 City Council Agenda Packet,Council,regular,full_packet,https://sgcityutah.gov/Documents/Government/Arts%20Commission%20Agendas/City%20Council/Agendas%20And%20Minutes/2022/other/2022.02.17%20City%20Council%20Agenda%20Packet.pdf?t=202408051740150,2026-07-02,na,not_retrieved (index-only; fetch source_url on demand),,6151171,6.2,no
2022-03-03,2022.03.03 City Council Agenda Packet UPDATED,Council,regular,full_packet,https://sgcityutah.gov/Documents/Government/Arts%20Commission%20Agendas/City%20Council/Agendas%20And%20Minutes/2022/other/2022.03.03%20City%20Council%20Agenda%20Packet%20UPDATED.pdf?t=202408051756180,2026-07-02,na,not_retrieved (index-only; fetch source_url on demand),,58226979,58.2,no
2022-03-10,2022.03.10 City Council Agenda Packet,Council,regular,agenda_packet,https://sgcityutah.gov/Documents/Government/Arts%20Commission%20Agendas/City%20Council/Agendas%20And%20Minutes/2022/Agendas/2022.03.10%20City%20Council%20Agenda%20Packet.pdf?t=202408051806360,2026-07-02,na,not_retrieved (index-only; fetch source_url on demand),,15877802,15.9,no
2022-03-24,2022.03.24 City Council Agenda Packet UPDATED,Council,regular,full_packet,https://sgcityutah.gov/Documents/Government/Arts%20Commission%20Agendas/City%20Council/Agendas%20And%20Minutes/2022/other/2022.03.24%20City%20Council%20Agenda%20Packet%20UPDATED.pdf?t=202408051802320,2026-07-02,na,not_retrieved (index-only; fetch source_url on demand),,46565806,46.6,no
