date,year,title,slug,path,source,source_url,format
2020-01-14,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/579875.pdf,text
2020-01-28,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-01-27/2020-01-28_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/592239.pdf,text
2020-02-09,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-02-03/2020-02-09_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/700371.pdf,text
2020-02-23,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-02-17/2020-02-23_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/700365.pdf,text
2020-04-14,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-04-13/2020-04-14_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/598611.pdf,text
2020-04-28,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-04-27/2020-04-28_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/604497.pdf,text
2020-07-14,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-07-13/2020-07-14_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/623965.pdf,text
2020-07-28,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-07-27/2020-07-28_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/631017.pdf,text
2020-08-11,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-08-10/2020-08-11_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/634321.pdf,text
2020-08-25,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-08-24/2020-08-25_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/642047.pdf,text
2020-09-08,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-09-07/2020-09-08_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/642049.pdf,text
2020-09-22,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-09-21/2020-09-22_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/653625.pdf,text
2020-10-13,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-10-12/2020-10-13_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/657511.pdf,text
2020-10-27,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-10-26/2020-10-27_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/662781.pdf,text
2020-11-10,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-11-09/2020-11-10_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/666081.pdf,text
2020-11-18,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-11-16/2020-11-18_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/675135.pdf,text
2020-11-24,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-11-23/2020-11-24_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/675137.pdf,text
2020-12-08,2020,Planning Commission,planning-commission-meeting,planning_commission/minutes/2020/2020-12-07/2020-12-08_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/792961.pdf,text
2021-01-12,2021,Planning Commission,planning-commission-meeting,planning_commission/minutes/2021/2021-01-11/2021-01-12_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/685673.pdf,text
2021-01-26,2021,Planning Commission,planning-commission-meeting,planning_commission/minutes/2021/2021-01-25/2021-01-26_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/691699.pdf,text
2021-03-09,2021,Planning Commission,planning-commission-meeting,planning_commission/minutes/2021/2021-03-08/2021-03-09_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/700367.pdf,text
2021-03-23,2021,Planning Commission,planning-commission-meeting,planning_commission/minutes/2021/2021-03-22/2021-03-23_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/712249.pdf,text
2021-04-13,2021,Planning Commission,planning-commission-meeting,planning_commission/minutes/2021/2021-04-12/2021-04-13_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/720065.pdf,text
2021-04-27,2021,Planning Commission,planning-commission-meeting,planning_commission/minutes/2021/2021-04-26/2021-04-27_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/722805.pdf,text
2021-05-11,2021,Planning Commission,planning-commission-meeting,planning_commission/minutes/2021/2021-05-10/2021-05-11_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/722803.pdf,text
2021-05-25,2021,Planning Commission,planning-commission-meeting,planning_commission/minutes/2021/2021-05-24/2021-05-25_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/737891.pdf,text
2021-06-22,2021,Planning Commission,planning-commission-meeting,planning_commission/minutes/2021/2021-06-21/2021-06-22_planning-commission-meeting.md,pmn,https://www.utah.gov/pmn/files/743545.pdf,text
