source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,1,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,6,0,,roll-call,Positive recommendation 6:0,crosswalk,medium
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,2,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,rule:lu-rezone,high
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,3,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,crosswalk,medium
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,4,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,General-Plan-Amendment,recommendation,pass,5,2,,roll-call,Positive recommendation 5:2,rule:lu-gpa,high
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,5,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,crosswalk,high
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,6,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,General-Plan-Amendment,recommendation,fail,3,4,,roll-call,Negative recommendation 3:4 (failed),rule:lu-gpa,high
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,7,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,General-Plan-Amendment,recommendation,pass,6,1,,roll-call,Negative recommendation 6:1,rule:lu-gpa,high
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,8,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,General-Plan-Amendment,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,rule:lu-gpa,high
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,9,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,crosswalk,high
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,10,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,rule:lu-subdiv,high
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,11,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,rule:lu-cup,high
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,12,2020-01-14,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,rule:lu-subdiv,high
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,13,2020-01-14,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7:0 Pass,crosswalk,high
planning_commission/minutes/2020/2020-01-13/2020-01-14_planning-commission-meeting.md,14,2020-01-14,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7:0 Pass,crosswalk,high
planning_commission/minutes/2020/2020-01-27/2020-01-28_planning-commission-meeting.md,1,2020-01-28,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,rule:lu-rezone,high
planning_commission/minutes/2020/2020-01-27/2020-01-28_planning-commission-meeting.md,2,2020-01-28,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,rule:lu-rezone,high
planning_commission/minutes/2020/2020-01-27/2020-01-28_planning-commission-meeting.md,3,2020-01-28,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,5,2,,roll-call,Positive recommendation 5:2,rule:lu-rezone,high
planning_commission/minutes/2020/2020-01-27/2020-01-28_planning-commission-meeting.md,4,2020-01-28,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,crosswalk,medium
planning_commission/minutes/2020/2020-01-27/2020-01-28_planning-commission-meeting.md,5,2020-01-28,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,rule:lu-subdiv,high
planning_commission/minutes/2020/2020-01-27/2020-01-28_planning-commission-meeting.md,6,2020-01-28,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,7,0,,roll-call,Positive recommendation 7:0,crosswalk,medium
