referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
2,medium,subject,Council,PlanningCommission,28,309,2021-06-22,"Commissioner Gedge motioned to recommend approval of File No. PLZBA202000378, rezone of property from Agricultural to Residential.",32,2021-07-20,"Council Member Zander motioned to approve Zoning Ordinance 2021-07-Z, Rezoning Property from the A-5 Agricultural Zone to the R-M-5 Residential Zone",,0.313,
5,medium,subject,Council,RDA,0,56,2022-04-19,"Board Member Zander motioned to approve Resolution RDA 2022-03, Approving and Adopting the Community Reinvestment Project Area Budget, with the amendments as proposed",54,2022-04-19,"Council Member Shelton motioned to approve Ordinance 2022-10, Adopting the Project Area Plan, with the amendments as proposed",,0.329,
6,medium,subject,Council,RDA,-364,100,2023-05-02,"Board Member Harris motioned to approved Resolution RDA 2023-02, Adopting a final budget for the Redevelopment Agency of the City of South Jordan",59,2022-05-03,"Council Member Shelton motioned to approved Resolution R2022-24, amending the future land use plan map of the general plan of the City of South Jordan",,0.36,
1,medium,subject,Council,RDA,287,8,2020-09-01,Board Member Marlor made a motion to approve Resolution RDA 2020-06,27,2021-06-15,Council Member McGuire motioned to recess the City Council Meeting and move to the Redevelopment Agency (RDA) Meeting,,0.386,
13,medium,subject,Council,PlanningCommission,35,483,2026-01-27,"Commissioner Harding motioned that the planning commission recommend that the city council approve of Resolution R2026-02 amending the future land use plan map of the general plan of the city of South Jordan, from Agricultural Preservation. AP to stable neighborhood. on property located at approximately at 10049 South Temple drive.",201,2026-03-03,"Council Member Shelton motioned to approve Resolution R2026-05, Amending the Future Land Use Plan Map of the General Plan of the City of South Jordan from Agricultural Preservation (AP) to Stable Neighborhood (SN) on property located at 11011 S. 1055 W. Derek Rindlisbacher (Applicant)",,0.653,
3,medium,subject,Council,PlanningCommission,357,252,2020-08-25,Commissioner Gedge motioned to move that the Planning Commission recommend to the City Council that it approve Ordinance No 2020-10 amending Chapter 17.130.030 of the South Jordan City Municipal Code regulating the Accessory Living Unit Floating Zone.,33,2021-08-17,"Council Member McGuire motioned to approve Ordinance 2021-16, Amending section 17.130.030 of the South Jordan Municipal Code regulating the Accessory Dwelling Unit Floating Zone, adding that all mentions of accessory apartments be changed to Internal ADUs",,0.717,
4,medium,subject,Council,PlanningCommission,14,317,2021-08-24,"Commissioner Darby motioned to approve Rezone Ordinance 2021-08-Z, Aubrey Cove Rezone.",34,2021-09-07,"Council Member Marlor motioned to approve Zoning Ordinance 2021-08-Z, to rezone A5 to R2.5 at Aubrey Cove",,1.0,
7,medium,subject,Council,PlanningCommission,7,370,2022-05-10,"Commissioner Bevans motioned to recommend approval to the city council for Resolution R2022-26, adopting the City of South Jordan Annexation Policy Plan, including the changes discussed this evening.",65,2022-05-17,"Council Member McGuire motioned to approve Resolution R2022-26, adopting the City of South Jordan Annexation Policy Plan",,1.0,
8,medium,subject,Council,PlanningCommission,7,405,2023-02-14,"Commissioner Bevans motioned to recommend the adoption of Resolution 2023-11, Adopting a South Jordan Streetscape Master Plan for the City of South Jordan.",91,2023-02-21,"Council Member Harris motioned to approve Resolution R2023-11, Adopting the South Jordan Streetscape Master plan for the City of South Jordan",,1.0,
9,medium,subject,Council,RDA,0,110,2023-07-18,"Board Member Jason McGuire motioned to approve Resolution RDA 2023-04, Accepting the City of South Jordan’s Designation of Agent for the South Station Housing and Transit Reinvestment Area",107,2023-07-18,"Council Member Marlor motioned to approve Resolution R2023-34, Designating the South Jordan Redevelopment Agency as the City’s Agent for the South Station Housing and Transit Reinvestment Zone",,1.0,
10,low,address,Council,PlanningCommission,21,462,2025-08-12,"Commissioner Harding moves that the planning commission recommend that the city council approve of resolution. R2025-42, amending the future land use plan map of the general plan of the city of South Jordan, from stable neighbor neighborhood. SN, to economic center. EC, on properties located at 9828 South temple drive and 9816 South temple drive ncluding all properties listed on the application.",183,2025-09-02,"Council Member Zander motioned to approve Resolution R2025-41, Authorizing the Mayor Pro Tempore of the City of South Jordan to enter into a Development Agreement with Spectrum, LLC (Shea Bess) and Jordan Valley Water Conservancy District (Ben Purdue) pertaining to property located at 9828 S. Temple Drive, 9822 S. Temple Drive, and 9816 S. Temple Drive with the amendment to the development agreement that the fencing required by City Code is fulfilled by either landscaping the parcel between the Applicant’s property and the current precast masonry fence at the time of or before development, or,",9816 s temple; 9828 s temple,0.094,
