date,year,title,slug,path,source,source_url,format
2018-07-09,2018,City Council Meeting,city-council-meeting,minutes/2018/2018-07-09/2018-07-09_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/459651.pdf,text
2018-07-30,2018,City Council Meeting,city-council-meeting,minutes/2018/2018-07-30/2018-07-30_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/459649.pdf,text
2018-08-13,2018,City Council Meeting,city-council-meeting,minutes/2018/2018-08-13/2018-08-13_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/459647.pdf,text
2018-09-10,2018,City Council Meeting,city-council-meeting,minutes/2018/2018-09-10/2018-09-10_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/459645.pdf,text
2018-10-22,2018,City Council Meeting,city-council-meeting,minutes/2018/2018-10-22/2018-10-22_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/459641.pdf,ocr
2018-11-13,2018,City Council Meeting,city-council-meeting,minutes/2018/2018-11-12/2018-11-13_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/459639.pdf,text
2018-12-17,2018,City Council Meeting,city-council-meeting,minutes/2018/2018-12-17/2018-12-17_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/466813.pdf,text
2019-01-14,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-01-14/2019-01-14_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/466811.pdf,text
2019-02-11,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-02-11/2019-02-11_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/522689.pdf,text
2019-03-11,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-03-11/2019-03-11_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/522691.pdf,text
2019-04-08,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-04-08/2019-04-08_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/522693.pdf,text
2019-05-13,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-05-13/2019-05-13_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/522695.pdf,text
2019-06-10,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-06-10/2019-06-10_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/522697.pdf,text
2019-07-08,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-07-08/2019-07-08_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/522699.pdf,text
2019-07-22,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-07-22/2019-07-22_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/522701.pdf,text
2019-08-12,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-08-12/2019-08-12_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/568097.pdf,text
2019-09-09,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-09-09/2019-09-09_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/568095.pdf,text
2019-09-23,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-09-23/2019-09-23_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/568093.pdf,text
2019-10-14,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-10-14/2019-10-14_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/568091.pdf,text
2019-11-12,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-11-11/2019-11-12_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/568087.pdf,text
2019-11-19,2019,Board of Canvassers Meeting,board-of-canvassers-meeting,minutes/2019/2019-11-18/2019-11-19_board-of-canvassers-meeting.md,pmn,https://www.utah.gov/pmn/files/568083.pdf,ocr
2019-11-19,2019,City Council Special Meeting,city-council-special-meeting,minutes/2019/2019-11-18/2019-11-19_city-council-special-meeting.md,pmn,https://www.utah.gov/pmn/files/568077.pdf,text
2019-12-09,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-12-09/2019-12-09_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/568073.pdf,text
2019-12-20,2019,City Council Meeting,city-council-meeting,minutes/2019/2019-12-16/2019-12-20_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/568069.pdf,text
2020-01-13,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-01-13/2020-01-13_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/612061.pdf,text
2020-02-24,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-02-24/2020-02-24_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/612057.pdf,text
2020-03-10,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-03-09/2020-03-10_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/612053.pdf,text
2020-04-06,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-04-06/2020-04-06_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/612049.pdf,text
2020-05-11,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-05-11/2020-05-11_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/612047.pdf,text
2020-05-20,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-05-18/2020-05-20_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/619767.pdf,text
2020-06-08,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-06-08/2020-06-08_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/619769.pdf,text
2020-06-25,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-06-22/2020-06-25_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/619771.pdf,text
2020-07-13,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-07-13/2020-07-13_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/627539.pdf,text
2020-07-21,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,pmn,https://www.utah.gov/pmn/files/627537.pdf,text
