meeting_date,file_id,filename,notice_date,meeting_type,url,raw_stem,provenance
2018-07-09,459651,07-09-18.pdf,2018/07/09,Regular,https://www.utah.gov/pmn/files/459651.pdf,2018-07-09,
2018-07-30,459649,07-30-18.pdf,2018/07/30,Regular,https://www.utah.gov/pmn/files/459649.pdf,2018-07-30,
2018-08-13,459647,08-13-18.pdf,2018/08/13,Regular,https://www.utah.gov/pmn/files/459647.pdf,2018-08-13,
2018-09-10,459645,09-10-18.pdf,2018/09/10,Regular,https://www.utah.gov/pmn/files/459645.pdf,2018-09-10,
2018-10-22,459641,10-22-18.pdf,2018/10/22,Regular,https://www.utah.gov/pmn/files/459641.pdf,2018-10-22,
2018-11-13,459639,11-13-18.pdf,2018/11/13,Regular,https://www.utah.gov/pmn/files/459639.pdf,2018-11-13,
2018-12-17,466813,12-17-18.pdf,2018/12/17,Regular,https://www.utah.gov/pmn/files/466813.pdf,2018-12-17,
2019-01-14,466811,01-14-19.pdf,2019/01/14,Regular,https://www.utah.gov/pmn/files/466811.pdf,2019-01-14,
2019-02-11,522689,02-11-19.pdf,2019/02/11,Regular,https://www.utah.gov/pmn/files/522689.pdf,2019-02-11,
2019-03-11,522691,03-11-19.pdf,2019/03/11,Regular,https://www.utah.gov/pmn/files/522691.pdf,2019-03-11,
2019-04-08,522693,04-08-19.pdf,2019/04/08,Regular,https://www.utah.gov/pmn/files/522693.pdf,2019-04-08,
2019-05-13,522695,05-13-19.pdf,2019/05/13,Regular,https://www.utah.gov/pmn/files/522695.pdf,2019-05-13,
2019-06-10,522697,06-10-19.pdf,2019/06/10,Regular,https://www.utah.gov/pmn/files/522697.pdf,2019-06-10,
2019-07-08,522699,07-08-19.pdf,2019/07/08,Regular,https://www.utah.gov/pmn/files/522699.pdf,2019-07-08,
2019-07-22,522701,07-22-19.pdf,2019/07/22,Regular,https://www.utah.gov/pmn/files/522701.pdf,2019-07-22,
2019-08-12,568097,08-12-19.pdf,2019/08/12,Regular,https://www.utah.gov/pmn/files/568097.pdf,2019-08-12,
2019-09-09,568095,09-09-19.pdf,2019/09/09,Regular,https://www.utah.gov/pmn/files/568095.pdf,2019-09-09,
2019-09-23,568093,09-23-19.pdf,2019/09/23,Regular,https://www.utah.gov/pmn/files/568093.pdf,2019-09-23,
2019-10-14,568091,10-14-19.pdf,2019/10/14,Regular,https://www.utah.gov/pmn/files/568091.pdf,2019-10-14,
2019-11-12,568087,11-12-19.pdf,2019/11/12,Regular,https://www.utah.gov/pmn/files/568087.pdf,2019-11-12,
2019-11-19,568083,11-19-19 Board of Canvassers.pdf,2019/11/19,BoardOfCanvassers,https://www.utah.gov/pmn/files/568083.pdf,2019-11-19-boc,
2019-11-19,568077,11-19-19 Special Meeting.pdf,2019/11/19,Special,https://www.utah.gov/pmn/files/568077.pdf,2019-11-19-special,
2019-12-09,568073,12-9-19.pdf,2019/12/09,Regular,https://www.utah.gov/pmn/files/568073.pdf,2019-12-09,
2019-12-20,568069,12-20-19.pdf,2019/12/20,Regular,https://www.utah.gov/pmn/files/568069.pdf,2019-12-20,
2020-01-13,612061,01-13-20.pdf,2020/01/13,Regular,https://www.utah.gov/pmn/files/612061.pdf,2020-01-13,
2020-02-24,612057,02-24-20.pdf,2020/02/24,Regular,https://www.utah.gov/pmn/files/612057.pdf,2020-02-24,
2020-03-10,612053,03-10-20.pdf,2020/03/10,Regular,https://www.utah.gov/pmn/files/612053.pdf,2020-03-10,
2020-04-06,612049,04-06-20.pdf,2020/04/06,Regular,https://www.utah.gov/pmn/files/612049.pdf,2020-04-06,
2020-05-11,612047,05-11-20.pdf,2020/05/11,Regular,https://www.utah.gov/pmn/files/612047.pdf,2020-05-11,
2020-05-20,619767,05-20-20.pdf,2020/05/20,Regular,https://www.utah.gov/pmn/files/619767.pdf,2020-05-20,
2020-06-08,619769,06-08-20.pdf,2020/06/08,Regular,https://www.utah.gov/pmn/files/619769.pdf,2020-06-08,
2020-06-25,619771,06-25-20.pdf,2020/06/25,Regular,https://www.utah.gov/pmn/files/619771.pdf,2020-06-25,
2020-07-13,627539,07-13-20.pdf,2020/07/13,Regular,https://www.utah.gov/pmn/files/627539.pdf,2020-07-13,
2020-07-21,627537,07-21-20.pdf,2020/07/21,Regular,https://www.utah.gov/pmn/files/627537.pdf,2020-07-21,
2020-08-10,674495,08-10-20.pdf,2020/08/10,Regular,https://www.utah.gov/pmn/files/674495.pdf,2020-08-10,
2020-09-14,674493,09-14-20.pdf,2020/09/14,Regular,https://www.utah.gov/pmn/files/674493.pdf,2020-09-14,
2020-10-12,674497,10-12-20.pdf,2020/10/12,Regular,https://www.utah.gov/pmn/files/674497.pdf,2020-10-12,
2020-10-22,674499,10-22-20.pdf,2020/10/22,Regular,https://www.utah.gov/pmn/files/674499.pdf,2020-10-22,
2020-11-10,674501,11-10-20.pdf,2020/11/10,Regular,https://www.utah.gov/pmn/files/674501.pdf,2020-11-10,
2020-11-19,674503,11-19-20.pdf,2020/11/19,Regular,https://www.utah.gov/pmn/files/674503.pdf,2020-11-19,
2020-11-25,674509,11-25-20.pdf,2020/11/25,Regular,https://www.utah.gov/pmn/files/674509.pdf,2020-11-25,
2020-11-30,674507,11-30-20.pdf,2020/11/30,Regular,https://www.utah.gov/pmn/files/674507.pdf,2020-11-30,
2020-12-03,684777,12-03-20.pdf,2020/12/03,Regular,https://www.utah.gov/pmn/files/684777.pdf,2020-12-03,
2020-12-28,684781,12-28-20.pdf,2020/12/28,Regular,https://www.utah.gov/pmn/files/684781.pdf,2020-12-28,
2021-01-11,684785,01-11-21.pdf,2021/01/11,Regular,https://www.utah.gov/pmn/files/684785.pdf,2021-01-11,
2021-02-08,695135,02-08-21.pdf,2021/02/08,Regular,https://www.utah.gov/pmn/files/695135.pdf,2021-02-08,
2021-02-22,717579,02-22-21.pdf,2021/02/22,Regular,https://www.utah.gov/pmn/files/717579.pdf,2021-02-22,
2021-03-08,706925,03-08-21.pdf,2021/03/08,Regular,https://www.utah.gov/pmn/files/706925.pdf,2021-03-08,
2021-03-30,717599,03-30-21.pdf,2021/03/30,Regular,https://www.utah.gov/pmn/files/717599.pdf,2021-03-30,
2021-04-12,717601,04-12-21.pdf,2021/04/12,Regular,https://www.utah.gov/pmn/files/717601.pdf,2021-04-12,
2021-05-10,734303,05-10-21.pdf,2021/05/10,Regular,https://www.utah.gov/pmn/files/734303.pdf,2021-05-10,
2021-06-14,739207,06-14-21.pdf,2021/06/14,Regular,https://www.utah.gov/pmn/files/739207.pdf,2021-06-14,
2021-06-24,739209,06-24-21.pdf,2021/06/24,Regular,https://www.utah.gov/pmn/files/739209.pdf,2021-06-24,
2021-06-29,739211,06-29-21.pdf,2021/06/29,Regular,https://www.utah.gov/pmn/files/739211.pdf,2021-06-29,
2021-07-12,759369,07-12-21.pdf,2021/07/12,Regular,https://www.utah.gov/pmn/files/759369.pdf,2021-07-12,
2021-08-09,759367,08-09-21.pdf,2021/08/09,Regular,https://www.utah.gov/pmn/files/759367.pdf,2021-08-09,
2021-08-16,759363,08-16-21.pdf,2021/08/16,Regular,https://www.utah.gov/pmn/files/759363.pdf,2021-08-16,
2021-09-13,769527,09-13-21.pdf,2021/09/13,Regular,https://www.utah.gov/pmn/files/769527.pdf,2021-09-13,
2021-10-11,840995,10-11-21.pdf,2021/10/11,Regular,https://www.utah.gov/pmn/files/840995.pdf,2021-10-11,
2021-11-08,840997,11-08-21.pdf,2021/11/08,Regular,https://www.utah.gov/pmn/files/840997.pdf,2021-11-08,
2021-11-16,840999,11-16-21 Board of Canvassers.pdf,2021/11/16,BoardOfCanvassers,https://www.utah.gov/pmn/files/840999.pdf,2021-11-16-boc,
2021-11-22,841003,11-22-21.pdf,2021/11/22,Regular,https://www.utah.gov/pmn/files/841003.pdf,2021-11-22,
2022-01-10,841005,01-10-22.pdf,2022/01/10,Regular,https://www.utah.gov/pmn/files/841005.pdf,2022-01-10,
2022-02-14,841011,02-14-22.pdf,2022/02/14,Regular,https://www.utah.gov/pmn/files/841011.pdf,2022-02-14,
2022-03-14,841321,03-14-22.docx,2022/03/14,Regular,https://www.utah.gov/pmn/files/841321.docx,2022-03-14,
2022-04-11,846223,04-11-22.pdf,2022/04/11,Regular,https://www.utah.gov/pmn/files/846223.pdf,2022-04-11,
2022-05-09,860109,05-09-22.pdf,2022/05/09,Regular,https://www.utah.gov/pmn/files/860109.pdf,2022-05-09,
2022-06-13,868647,06-13-22.pdf,2022/06/13,Regular,https://www.utah.gov/pmn/files/868647.pdf,2022-06-13,
2022-07-11,889977,07-11-22.pdf,2022/07/11,Regular,https://www.utah.gov/pmn/files/889977.pdf,2022-07-11,
2022-09-12,899363,09-12-22.pdf,2022/09/12,Regular,https://www.utah.gov/pmn/files/899363.pdf,2022-09-12,
2022-09-27,899361,09-27-22.pdf,2022/09/27,Regular,https://www.utah.gov/pmn/files/899361.pdf,2022-09-27,
2022-10-10,917023,10-10-22.pdf,2022/10/10,Regular,https://www.utah.gov/pmn/files/917023.pdf,2022-10-10,
2023-01-09,950393,01-09-23.pdf,2023/01/09,Regular,https://www.utah.gov/pmn/files/950393.pdf,2023-01-09,
2023-02-13,960503,02-13-23.pdf,2023/02/13,Regular,https://www.utah.gov/pmn/files/960503.pdf,2023-02-13,
2023-03-13,1106035,03-13-23.pdf,2023/03/13,Regular,https://www.utah.gov/pmn/files/1106035.pdf,2023-03-13,
2023-04-10,1106031,04-10-23.pdf,2023/04/10,Regular,https://www.utah.gov/pmn/files/1106031.pdf,2023-04-10,
2023-04-18,1106029,04-18-23.pdf,2023/04/18,Regular,https://www.utah.gov/pmn/files/1106029.pdf,2023-04-18,
2023-05-12,1106027,05-12-23.pdf,2023/05/12,Regular,https://www.utah.gov/pmn/files/1106027.pdf,2023-05-12,
2023-06-12,1106039,06-12-23.pdf,2023/06/12,Regular,https://www.utah.gov/pmn/files/1106039.pdf,2023-06-12,
2023-07-10,1106041,07-10-23.pdf,2023/07/10,Regular,https://www.utah.gov/pmn/files/1106041.pdf,2023-07-10,
2023-08-14,1106043,08-14-23.pdf,2023/08/14,Regular,https://www.utah.gov/pmn/files/1106043.pdf,2023-08-14,
2023-10-09,1106047,10-09-23.pdf,2023/10/09,Regular,https://www.utah.gov/pmn/files/1106047.pdf,2023-10-09,
2023-10-12,1106049,10-12-23.pdf,2023/10/12,Regular,https://www.utah.gov/pmn/files/1106049.pdf,2023-10-12,
2023-11-13,1106053,11-13-23.pdf,2023/11/13,Regular,https://www.utah.gov/pmn/files/1106053.pdf,2023-11-13,
2023-12-06,1106055,12-06-23.pdf,2023/12/06,Regular,https://www.utah.gov/pmn/files/1106055.pdf,2023-12-06,
2024-01-08,1166997,01-08-24 Approved Minutes.pdf,2024/01/08,Regular,https://www.utah.gov/pmn/files/1166997.pdf,2024-01-08,
2024-02-12,1166999,02-12-24 Approved Minutes.pdf,2024/02/12,Regular,https://www.utah.gov/pmn/files/1166999.pdf,2024-02-12,
2024-02-20,1167001,02-20-24 Approved Minutes.pdf,2024/02/20,Regular,https://www.utah.gov/pmn/files/1167001.pdf,2024-02-20,
2024-03-11,1167003,03-11-24 Approved Minutes.pdf,2024/03/11,Regular,https://www.utah.gov/pmn/files/1167003.pdf,2024-03-11,
2024-04-08,1167005,04-08-24 Approved Minutes.pdf,2024/04/08,Regular,https://www.utah.gov/pmn/files/1167005.pdf,2024-04-08,
2024-05-13,1167007,05-13-24 Approved Minutes.pdf,2024/05/13,Regular,https://www.utah.gov/pmn/files/1167007.pdf,2024-05-13,
2024-05-20,1167013,05-20-24 Approved Minutes.pdf,2024/05/20,Regular,https://www.utah.gov/pmn/files/1167013.pdf,2024-05-20,
2024-06-10,1156517,Approved Minutes 6-10-2024.pdf,2024/06/10,Regular,https://www.utah.gov/pmn/files/1156517.pdf,2024-06-10,
2024-07-08,1214251,07-08-2024 Approved Minutes.pdf,2024/07/08,Regular,https://www.utah.gov/pmn/files/1214251.pdf,2024-07-08,
2024-08-12,1243979,08-12-2024 Kearns CC Meeting Minutes - APPROVED.pdf,2024/08/12,Regular,https://www.utah.gov/pmn/files/1243979.pdf,2024-08-12,
2024-09-09,1261653,09-09-2024 Kearns CC Meeting Minutes - APPROVED.pdf,2024/09/09,Regular,https://www.utah.gov/pmn/files/1261653.pdf,2024-09-09,
2024-10-15,1270901,10-15-2024 Kearns CC Meeting Minutes - APPROVED.pdf,2024/10/15,Regular,https://www.utah.gov/pmn/files/1270901.pdf,2024-10-15,
2024-12-09,1219513,12-09-2024 Approved Minutes.pdf,2024/12/09,Special,https://www.utah.gov/pmn/files/1219513.pdf,2024-12-09,
2025-02-10,1243987,02-10-2025 Kearns CC Meeting Minutes - APPROVED.pdf,2025/02/10,Regular,https://www.utah.gov/pmn/files/1243987.pdf,2025-02-10,
2025-03-10,1418865,03-10-2025 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,2025/03/10,Regular,https://www.utah.gov/pmn/files/1418865.pdf,2025-03-10,
2025-04-03,1270887,04-03-2025 Kearns WS Meeting Minutes - APPROVED.pdf,2025/04/03,WorkSession,https://www.utah.gov/pmn/files/1270887.pdf,2025-04-03,
2025-04-14,1270915,04-14-2025 Kearns CC Meeting Minutes - APPROVED.pdf,2025/04/14,Regular,https://www.utah.gov/pmn/files/1270915.pdf,2025-04-14,
2025-05-12,1438051,05-12-2025 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,2025/05/12,Regular,https://www.utah.gov/pmn/files/1438051.pdf,2025-05-12,
2025-06-09,1306635,06-09-2025 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,2025/06/09,Regular,https://www.utah.gov/pmn/files/1306635.pdf,2025-06-09,
2025-07-14,1320109,07-14-2025 Kearns CRA Meeting Minutes - APPROVED.pdf,2025/09/08,CRA,https://www.utah.gov/pmn/files/1320109.pdf,2025-07-14-cra,pmn_minutes
2025-07-14,1309359,07-14-2025 Kearns CC Meeting Approved Minutes with Attachments.pdf,2025/07/14,Regular,https://www.utah.gov/pmn/files/1309359.pdf,2025-07-14,
2025-08-11,1320127,08-11-2025 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,2025/08/11,Regular,https://www.utah.gov/pmn/files/1320127.pdf,2025-08-11,
2025-08-26,1320125,08-26-2025 Kearns BOC Meeting Minutes with Attachments - APPROVED.pdf,2025/08/26,BoardOfCanvassers,https://www.utah.gov/pmn/files/1320125.pdf,2025-08-26,
2025-09-08,1430807,09-08-2025 Kearns CRA Meeting Minutes - DRAFT.pdf,2026/05/11,CRA,https://www.utah.gov/pmn/files/1430807.pdf,2025-09-08-cra,pmn_minutes
2025-09-08,1337985,09-08-2025 Kearns CC Meeting Minutes - APPROVED.pdf,2025/09/08,Regular,https://www.utah.gov/pmn/files/1337985.pdf,2025-09-08,
2025-10-14,1353763,10-14-2025 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,2025/10/14,Regular,https://www.utah.gov/pmn/files/1353763.pdf,2025-10-14,
2025-11-10,1363073,11-10-2025 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,2025/11/10,Regular,https://www.utah.gov/pmn/files/1363073.pdf,2025-11-10,
2025-11-18,1363055,11-18-2025 Kearns BOC Meeting Minutes - APPROVED.pdf,2025/11/18,BoardOfCanvassers,https://www.utah.gov/pmn/files/1363055.pdf,2025-11-18,
2025-12-08,1377837,12-08-2025 Kearns CC Meeting Minutes - APPROVED.pdf,2025/12/08,Regular,https://www.utah.gov/pmn/files/1377837.pdf,2025-12-08,
2026-01-12,1390559,01-12-2026 Kearns CC Meeting Minutes - APPROVED.pdf,2026/01/12,Regular,https://www.utah.gov/pmn/files/1390559.pdf,2026-01-12,
2026-03-09,1418831,03-09-2026 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,2026/03/09,Regular,https://www.utah.gov/pmn/files/1418831.pdf,2026-03-09,
2026-04-13,1430803,04-13-2026 Kearns CC Meeting Minutes - FINAL DRAFT.pdf,2026/05/11,Regular,https://www.utah.gov/pmn/files/1430803.pdf,2026-04-13,
2026-05-11,1445065,05-11-2026 Kearns CC Meeting Minutes - FINAL DRAFT.pdf,2026/06/08,Regular,https://www.utah.gov/pmn/files/1445065.pdf,2026-05-11,
2026-05-29,1445067,05-29-2026 Kearns CC Special Meeting Minutes - FINAL DRAFT.pdf,2026/06/08,Special,https://www.utah.gov/pmn/files/1445067.pdf,2026-05-29,
