date,body,provenance,md_path,raw_path,snapshot_url,snapshot_timestamp,snapshot_used,expected_bytes,bytes,sha256,status,note
2024-01-09,Council,wayback_minutes,legislative/minutes/2024/2024-01-09_council.md,legislative/raw/2024-01-09_council.pdf,https://web.archive.org/web/20240518224523id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/01-09-2024%20MINUTES%20FINAL.pdf,20240518224523,https://web.archive.org/web/20240518224523id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/01-09-2024%20MINUTES%20FINAL.pdf,910963,1795878,365616c9c093baecea0ff02e1276ec130fcdf8df2715c26646aefc40853da0f7,present,already retained; not re-fetched
2024-01-23,Council,wayback_minutes,legislative/minutes/2024/2024-01-23_council.md,legislative/raw/2024-01-23_council.pdf,https://web.archive.org/web/20240613175521id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/01-23-2024%20MINUTES%20FINAL.pdf,20240613175521,https://web.archive.org/web/20240613175521id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/01-23-2024%20MINUTES%20FINAL.pdf,2257705,2369096,dc8486ff977f5c59330c06646dd186437d8f3a4ed61f5fcd360ad41a3b8b43b2,present,already retained; not re-fetched
2024-02-27,Council,wayback_ocr,legislative/minutes/2024/2024-02-27_council_2.md,legislative/raw/2024-02-27_council_2.pdf,https://web.archive.org/web/20240613175703id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/02-27-24%20MINUTES%20FINAL.pdf,20240613175703,https://web.archive.org/web/20240613175703id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/02-27-24%20MINUTES%20FINAL.pdf,1537632,1539251,83186af56a90be8fdfa96552ff58c21babe5d6d536dfde5e3daa165bad0f4380,present,already retained; not re-fetched
2024-03-07,Council,wayback_ocr,legislative/minutes/2024/2024-03-07_council_2.md,legislative/raw/2024-03-07_council_2.pdf,https://web.archive.org/web/20240613174425id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-07-2024%20MINUTES%20FINAL.pdf,20240613174425,https://web.archive.org/web/20240613174425id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-07-2024%20MINUTES%20FINAL.pdf,188946,187729,f122db0d1bbe22b3797bdaab9dcaec8c09a03eda7bff4c04d7d37ce9648fe203,present,already retained; not re-fetched
2024-03-12,Council,wayback_ocr,legislative/minutes/2024/2024-03-12_council_2.md,legislative/raw/2024-03-12_council_2.pdf,https://web.archive.org/web/20240518223936id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-12-2024%20MINUTES%20FINAL.pdf,20240518223936,https://web.archive.org/web/20240518223936id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-12-2024%20MINUTES%20FINAL.pdf,1049050,3130893,b23302fbe45337c44f339165655766f61cb217e3e1f73ef4b4312bf40e389c30,present,already retained; not re-fetched
2024-03-18,BoardOfCanvassers,wayback_minutes,legislative/minutes/2024/2024-03-18_boardofcanvassers.md,legislative/raw/2024-03-18_boardofcanvassers.pdf,https://web.archive.org/web/20240518230358id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-18-24%20Board%20of%20Canvassers%20MINUTES%20FINAL.pdf,20240518230358,https://web.archive.org/web/20240518230358id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-18-24%20Board%20of%20Canvassers%20MINUTES%20FINAL.pdf,1021502,3911535,a77f9b596c187fe7347ed3f07d4da184b32857a8dddd7cb8addbd5e79150af36,present,already retained; not re-fetched
2024-03-26,Council,wayback_minutes,legislative/minutes/2024/2024-03-26_council.md,legislative/raw/2024-03-26_council.pdf,https://web.archive.org/web/20240520070827id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-26-24%20MINUTES%20FINAL.pdf,20240520070827,https://web.archive.org/web/20240520070827id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-26-24%20MINUTES%20FINAL.pdf,1004551,3759836,b7940d514ca93a958d8f0856535ca987e0ee346086c7efc2fd8a3882938794bb,present,already retained; not re-fetched
2024-04-09,Council,wayback_minutes,legislative/minutes/2024/2024-04-09_council.md,legislative/raw/2024-04-09_council.pdf,https://web.archive.org/web/20240613193536id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/04-09-24%20MINUTES%20FINAL.pdf,20240613193536,https://web.archive.org/web/20240613193536id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/04-09-24%20MINUTES%20FINAL.pdf,1219009,1344030,d82773b94478cf1f7e5d797f138ee537ad42974d218ebc3bbdc583530900eb4b,present,already retained; not re-fetched
2024-04-16,Council,wayback_minutes,legislative/minutes/2024/2024-04-16_council.md,legislative/raw/2024-04-16_council.pdf,https://web.archive.org/web/20240613220917id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/04-16-2024%20MINUTES%20FINAL.pdf,20240613220917,https://web.archive.org/web/20240613220917id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/04-16-2024%20MINUTES%20FINAL.pdf,578383,612389,4c53e15e1358d8de8a29c95fb216e9c44acc496cc80f9237986371a3f40fac3c,present,already retained; not re-fetched
2024-04-23,Council,wayback_minutes,legislative/minutes/2024/2024-04-23_council.md,legislative/raw/2024-04-23_council.pdf,https://web.archive.org/web/20240613175457id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/04-23-2024%20MINUTES%20FINAL.pdf,20240613175457,https://web.archive.org/web/20240613175457id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/04-23-2024%20MINUTES%20FINAL.pdf,7813169,9020828,84dba1182aa871dfa066ea761b6e0d6e29d9fe8e0687be94331e5bc7976eaabe,present,already retained; not re-fetched
2024-05-14,Council,wayback_minutes,legislative/minutes/2024/2024-05-14_council.md,legislative/raw/2024-05-14_council.pdf,https://web.archive.org/web/20240601155250id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/05-14-2024%20MINUTES%20FINAL.pdf,20240601155250,https://web.archive.org/web/20240601155250id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/05-14-2024%20MINUTES%20FINAL.pdf,3216417,3375803,7c7b9c1a412d33390bef5dc407c96f382164a60dee6d710da1c13b6b8d4dd47c,present,already retained; not re-fetched
