date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path
2026-05-19,"Ogden City Council Meeting - May 19, 2026",,https://www.youtube.com/watch?v=gbl1FhEiQ_0,gbl1FhEiQ_0,none,https://www.youtube.com/watch?v=gbl1FhEiQ_0,2026-07-05,na,yt-dlp probe: no auto-captions available,
2026-05-12,"Ogden City Council Meeting - May 12, 2026",,https://www.youtube.com/watch?v=UfI8Z8LjFh8,UfI8Z8LjFh8,asr_en-orig,https://www.youtube.com/watch?v=UfI8Z8LjFh8,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube ASR),raw/2026-05-12_ogden-city-council-meeting-may-12-2026.vtt
2026-05-05,"Ogden City Council Meeting - May 5, 2026",,https://www.youtube.com/watch?v=W1Mh6pxpRMk,W1Mh6pxpRMk,asr_en-orig,https://www.youtube.com/watch?v=W1Mh6pxpRMk,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube ASR),raw/2026-05-05_ogden-city-council-meeting-may-5-2026.vtt
2026-04-21,"Ogden City Council Meeting - April 21, 2026",,https://www.youtube.com/watch?v=zAghtjS1x7E,zAghtjS1x7E,asr_en-orig,https://www.youtube.com/watch?v=zAghtjS1x7E,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube ASR),raw/2026-04-21_ogden-city-council-meeting-april-21-2026.vtt
2026-04-07,"Ogden City Council Meeting - April 7, 2026",,https://www.youtube.com/watch?v=I5iDDjHfKEQ,I5iDDjHfKEQ,asr_en-orig,https://www.youtube.com/watch?v=I5iDDjHfKEQ,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube ASR),raw/2026-04-07_ogden-city-council-meeting-april-7-2026.vtt
2026-03-03,"Ogden City Council Meeting - March 3, 2026",,https://www.youtube.com/watch?v=sSM-fR0okkg,sSM-fR0okkg,asr_en-orig,https://www.youtube.com/watch?v=sSM-fR0okkg,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube ASR),raw/2026-03-03_ogden-city-council-meeting-march-3-2026.vtt
2026-02-17,"Ogden City Council Meeting - FEBRUARY 17, 2026",,https://www.youtube.com/watch?v=K3mfgbfx4Ck,K3mfgbfx4Ck,asr_en-orig,https://www.youtube.com/watch?v=K3mfgbfx4Ck,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube ASR),raw/2026-02-17_ogden-city-council-meeting-february-17-2026.vtt
2026-02-10,"Ogden City Council Meeting - FEBRUARY 10, 2026",,https://www.youtube.com/watch?v=p6ljKjgdv_U,p6ljKjgdv_U,asr_en-orig,https://www.youtube.com/watch?v=p6ljKjgdv_U,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube ASR),raw/2026-02-10_ogden-city-council-meeting-february-10-2026.vtt
2026-02-03,"Ogden City Council Meeting - FEBRUARY 3, 2026",,https://www.youtube.com/watch?v=mzIlwjge80k,mzIlwjge80k,asr_en-orig,https://www.youtube.com/watch?v=mzIlwjge80k,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube ASR),raw/2026-02-03_ogden-city-council-meeting-february-3-2026.vtt
2026-01-20,"Ogden City Council Meeting - January 20, 2026",,https://www.youtube.com/watch?v=GgCqkUvbBTk,GgCqkUvbBTk,asr_en-orig,https://www.youtube.com/watch?v=GgCqkUvbBTk,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube ASR),raw/2026-01-20_ogden-city-council-meeting-january-20-2026.vtt
2026-01-06,Ogden City Council Meeting - January 6 2026,,https://www.youtube.com/watch?v=HW7pRSeMY3U,HW7pRSeMY3U,asr_en-orig,https://www.youtube.com/watch?v=HW7pRSeMY3U,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube ASR),raw/2026-01-06_ogden-city-council-meeting-january-6-2026.vtt
