year,election_type,office,district,contest,candidate,votes,pct,rank,is_winner
2019,municipal general,Mayor,,West Jordan City Mayor,DIRK BURTON,7205,52.13,1,True
2019,municipal general,Mayor,,West Jordan City Mayor,JIM RIDING,6616,47.87,2,False
2019,municipal general,Council,At-Large,West Jordan City Council At-Large,KELVIN GREEN,6220,46.77,1,True
2019,municipal general,Council,At-Large,West Jordan City Council At-Large,MIKEY SMITH,4327,32.54,2,False
2019,municipal general,Council,At-Large,West Jordan City Council At-Large,DAVID B. NEWTON,2626,19.75,3,False
2019,municipal general,Council,At-Large,West Jordan City Council At-Large,Write-in,125,0.94,4,False
2019,municipal general,Council,1,West Jordan City Council District 1,CHRISTOPHER M MCCONNEHEY,1998,50.68,1,True
2019,municipal general,Council,1,West Jordan City Council District 1,MARILYN RICHARDS,1944,49.32,2,False
2019,municipal general,Council,2,West Jordan City Council District 2,MELISSA WORTHEN,3154,81.92,1,True
2019,municipal general,Council,2,West Jordan City Council District 2,JOHN PRICE,696,18.08,2,False
2019,municipal general,Council,3,West Jordan City Council District 3,ZACH JACOB,1366,57.47,1,True
2019,municipal general,Council,3,West Jordan City Council District 3,AMY L MARTZ,1011,42.53,2,False
2019,municipal general,Council,4,West Jordan City Council District 4,DAVID PACK,1870,57.19,1,True
2019,municipal general,Council,4,West Jordan City Council District 4,PAMELA BERRY,1400,42.81,2,False
2021,municipal general,Council,At-Large,West Jordan City Council At-Large,KAYLEEN WHITELOCK,5588,22.24,1,True
2021,municipal general,Council,At-Large,West Jordan City Council At-Large,KELVIN GREEN,4988,19.85,2,True
2021,municipal general,Council,At-Large,West Jordan City Council At-Large,PAMELA BLOOM,4951,19.7,3,True
2021,municipal general,Council,At-Large,West Jordan City Council At-Large,CHAD LAMB,4625,18.41,4,False
2021,municipal general,Council,At-Large,West Jordan City Council At-Large,MIKEY SMITH,2640,10.51,5,False
2021,municipal general,Council,At-Large,West Jordan City Council At-Large,MIKE S. WITHERS,2336,9.3,6,False
2023,municipal general,Mayor,,West Jordan City Mayor,DIRK BURTON,8735,60.47,1,True
2023,municipal general,Mayor,,West Jordan City Mayor,KAYLEEN WHITELOCK,5710,39.53,2,False
2023,municipal general,Council,1,West Jordan City Council District 1,CHAD LAMB,2417,64.54,1,True
2023,municipal general,Council,1,West Jordan City Council District 1,RULON GREEN,1328,35.46,2,False
2023,municipal general,Council,2,West Jordan City Council District 2,BOB BEDORE,2026,54.17,1,True
2023,municipal general,Council,2,West Jordan City Council District 2,GARY LEANY,1714,45.83,2,False
2023,municipal general,Council,3,West Jordan City Council District 3,ZACH JACOB,1913,65.81,1,True
2023,municipal general,Council,3,West Jordan City Council District 3,STERLING MORRIS,994,34.19,2,False
2023,municipal general,Council,4,West Jordan City Council District 4,KENT SHELTON,2207,57.19,1,True
2023,municipal general,Council,4,West Jordan City Council District 4,DAVID F. PACK,1652,42.81,2,False
2025,municipal general,Council,At-Large,West Jordan City Council At-Large,KAYLEEN WHITELOCK,6038,17.96,1,True
2025,municipal general,Council,At-Large,West Jordan City Council At-Large,ANNETTE HARRIS,5939,17.67,2,True
2025,municipal general,Council,At-Large,West Jordan City Council At-Large,JESSICA WIGNALL,5595,16.65,3,True
2025,municipal general,Council,At-Large,West Jordan City Council At-Large,SERGIO SOTELO,5516,16.41,4,False
2025,municipal general,Council,At-Large,West Jordan City Council At-Large,CHRIS MCCONNEHEY,5344,15.9,5,False
2025,municipal general,Council,At-Large,West Jordan City Council At-Large,ROB BENNETT,5178,15.41,6,False
2025,municipal general,Council,At-Large,West Jordan City Council At-Large,Write-in (unresolved),0,0.0,7,False
