year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2019,municipal general,Mayor,,West Jordan City Mayor,WJD001,DIRK BURTON,82,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD001,JIM RIDING,91,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD002,DIRK BURTON,0,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD002,JIM RIDING,0,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD003,DIRK BURTON,81,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD003,JIM RIDING,85,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD004,DIRK BURTON,22,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD004,JIM RIDING,15,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD005,DIRK BURTON,49,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD005,JIM RIDING,72,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD006,DIRK BURTON,10,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD006,JIM RIDING,23,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD007,DIRK BURTON,71,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD007,JIM RIDING,72,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD008,DIRK BURTON,60,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD008,JIM RIDING,55,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD009,DIRK BURTON,100,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD009,JIM RIDING,114,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD011,DIRK BURTON,64,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD011,JIM RIDING,61,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD012,DIRK BURTON,153,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD012,JIM RIDING,172,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD013,DIRK BURTON,316,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD013,JIM RIDING,160,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD014,DIRK BURTON,0,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD014,JIM RIDING,0,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD015,DIRK BURTON,126,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD015,JIM RIDING,122,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD016,DIRK BURTON,88,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD016,JIM RIDING,90,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD017,DIRK BURTON,97,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD017,JIM RIDING,88,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD018,DIRK BURTON,39,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD018,JIM RIDING,37,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD019,DIRK BURTON,20,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD019,JIM RIDING,29,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD020,DIRK BURTON,98,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD020,JIM RIDING,143,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD021,DIRK BURTON,76,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD021,JIM RIDING,100,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD022,DIRK BURTON,87,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD022,JIM RIDING,77,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD023,DIRK BURTON,83,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD023,JIM RIDING,172,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD024,DIRK BURTON,67,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD024,JIM RIDING,304,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD025,DIRK BURTON,131,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD025,JIM RIDING,172,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD027,DIRK BURTON,197,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD027,JIM RIDING,110,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD028,DIRK BURTON,159,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD028,JIM RIDING,137,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD030,DIRK BURTON,150,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD030,JIM RIDING,162,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD031,DIRK BURTON,151,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD031,JIM RIDING,176,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD032,DIRK BURTON,116,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD032,JIM RIDING,141,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD033,DIRK BURTON,102,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD033,JIM RIDING,156,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD034,DIRK BURTON,105,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD034,JIM RIDING,99,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD035,DIRK BURTON,138,False
2019,municipal general,Mayor,,West Jordan City Mayor,WJD035,JIM RIDING,161,False
