candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
(multiple candidates — combined filing),,2017,2017-10-31,Pre-general combined disclosures (Oct 31 2017),interim,,,,,,,,,,,0.00,0,0,raw/2017_state_candidates-financial-disclosures-for-october-31-2017.pdf,64c542a3,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
(multiple candidates — combined filing),,2017,2017-12-07,Year-end combined final reports (Dec 7 2017),summary,,,,,,,,,,,0.00,0,0,raw/2017_state_ch-municipal-campaign-financial-reports-12-7-2017.pdf,fb50eba1,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
(multiple candidates — combined filing),Council,2017,2017-12-07,District 3 + amended District 4 combined report,summary,,,,,,,,,,,0.00,0,0,raw/2017_state_financial-report-dist-3-and-amended-dist-4-new.pdf,afdc6646,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18); amendment (no original recovered)",
Tonia Dalton,Council,2017,2017-08-31,Pre-primary financial disclosure (Aug 31 2017),statement,,,,,,,,,,,0.00,0,0,raw/2017_state_tonia-dalton-financial-disclosure-8-31-17.pdf,e989b6fe,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
Christopher McHugh,Council,2019,2019-08-13,PRIMARY financial disclosure statement,statement,,,,,,,,,,,0.00,0,0,raw/2019_state_christopher-mchugh-financial-disclosure-primary.pdf,8500b383,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
Christopher McHugh,Council,2019,2019-09-10,"Report (Sept 10 2019, primary season)",interim,,,,,,,,,,,0.00,0,0,raw/2019_state_christopher-mchugh-municipal-campaign-financial-reporting-september-10-2019.pdf,94f00d7a,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
Deborah Case,Council,2019,2019-08-13,PRIMARY financial disclosure statement,statement,,,,,,,,,,,0.00,0,0,raw/2019_state_deborah-case-financial-disclosure-primary.pdf,1c6a4651,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
Deborah Case,Council,2019,2019-08-23,AMENDED pre-primary report (Aug 23 2019),interim,,,,,,,,,,,0.00,0,0,raw/2019_state_deborah-case-amended-campaign-financial-report-8-23-19.pdf,ade2e08e,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18); amendment (no original recovered)",
Deborah Case,Council,2019,2019-10-01,Pre-general report (Oct 2019),interim,,,,,,,,,,,0.00,0,0,raw/2019_state_case-deborah-financial-reporting-oct-2019.pdf,a2a3c38c,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
Deborah Case,Council,2019,2019-12-05,Year-end report (Dec 5 2019),summary,,,,,,,,,,,0.00,0,0,raw/2019_state_deborah-case-financial-reporting-for-dec-5-2019.pdf,5a22d69b,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
Douglas Petersen,Council,2019,2019-10-01,Pre-general report (Oct 2019),interim,,,,,,,,,,,0.00,0,0,raw/2019_state_petersen-douglas-financial-reporting-oct-2019.pdf,d70f5844,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
Douglas Petersen,Council,2019,2019-11-05,AMENDED financial disclosure statement,statement,,,,,,,,,,,0.00,0,0,raw/2019_state_douglas-petersen-amended-financial-disclosure.pdf,0eac286b,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18); amendment (no original recovered)",
Douglas Petersen,Council,2019,2019-12-05,Year-end report (Dec 5 2019),summary,,,,,,,,,,,0.00,0,0,raw/2019_state_douglas-petersen-financial-reporting-for-dec-5-2019.pdf,42bd3f4b,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
Scott Bracken,Council,2019,2019-10-01,Pre-general report (Oct 2019),interim,,,,,,,,,,,0.00,0,0,raw/2019_state_bracken-scott-financial-reporting-oct-2019.pdf,8b4b89b7,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
Scott Bracken,Council,2019,2019-12-05,Year-end report (Dec 5 2019),summary,,,,,,,,,,,0.00,0,0,raw/2019_state_scott-bracken-financial-reporting-for-dec-5-2019.pdf,3d9f9f19,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
Timothy E. Hallbeck,Council,2019,2019-10-01,Pre-general report (Oct 2019),interim,,,,,,,,,,,0.00,0,0,raw/2019_state_hallbeck-timothy-e-financial-reporting-oct-2019.pdf,2e7a196c,low,"not transcribed (below-2020-floor bonus acquisition; scan/handwritten §10-3-208 template — inventory-only, vision deferred 2026-07-18)",
Edward Schwartz,Mayor,2021,2021-11-02,Pre-general financial statement,interim,1219.16,1219.16,,0.00,1259.16,1219.16,False,True,40.00,0.00,1094.16,5,7,raw/2021_state_edward-schwartz-cottonwood-heights-candidate-for-mayor.pdf,1207fa99,low,vision-transcribed(read-tool); contrib!=stated,
Eric Kraan,Mayor,2021,2021-11-02,Pre-general financial statement,interim,11321.42,11321.42,,0.00,11321.42,11321.42,True,True,0.00,0.00,978.15,71,21,raw/2021_state_eric-kraan-cottonwood-heights-candidate-for-mayor.pdf,d44a8779,high,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Eric Kraan,Mayor,2021,2022-01-10,Year-end final financial report,summary,11383.91,11383.91,,0.00,11383.91,11383.91,True,True,0.00,0.00,987.75,73,22,raw/2021_state_eric-kraan-final-financial-report.pdf,504b351e,high,vision-transcribed(read-tool),
Maile Evans,Mayor,2021,2021-11-02,Pre-general financial statement,interim,14147.00,17986.27,,-3839.27,17202.00,17986.27,False,True,3055.00,0.00,5000.00,74,43,raw/2021_state_maile-evans-cottonwood-heights-candidate-for-mayor.pdf,98906b10,low,vision-transcribed(read-tool); contrib!=stated; superseded (cumulative snapshot; cycle total = latest report),
Maile Evans,Mayor,2021,2022-01-10,Year-end final financial report,summary,18336.22,18336.22,,0.00,21391.22,18336.22,False,True,3055.00,0.00,5000.00,79,45,raw/2021_state_maile-evans-final-financial-report.pdf,9b40cd0c,low,vision-transcribed(read-tool); contrib!=stated,
Mike Weichers,Mayor,2021,2021-11-02,Pre-general financial statement,interim,24966.25,21023.63,,2468.13,25301.76,21023.63,False,True,335.51,0.00,1000.00,44,69,raw/2021_state_michael-wiechers-cottonwood-heights-candidate-for-mayor.pdf,3edeef3b,low,vision-transcribed(read-tool); contrib!=stated; superseded (cumulative snapshot; cycle total = latest report),
Mike Weichers,Mayor,2021,2022-01-10,Year-end final financial report,summary,25662.35,21871.89,,1879.97,25997.76,21871.89,False,True,335.41,0.00,1000.00,47,73,raw/2021_state_mike-weichers-fina-financial-report.pdf,7d939fa6,low,vision-transcribed(read-tool); contrib!=stated,
Timothy Hallbeck,Mayor,2021,2021-11-02,Pre-general financial statement,interim,0.00,89.00,,0.00,0.00,89.00,True,True,0.00,0.00,0.00,0,2,raw/2021_state_timothy-hallbeck-cottonwood-heights-candidate-for-mayor.pdf,5d541189,high,vision-transcribed(read-tool),
Timothy Hallbeck,Mayor,2021,2022-01-10,Year-end final financial report,summary,0.00,0.00,,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2021_state_timothy-hallbeck-final-financial-report.pdf,7ee237dc,medium,vision-transcribed(read-tool),
David Rawlings,Council,2021,2021-11-02,Pre-general financial statement,interim,6926.01,1255.43,,5819.33,,8330.19,,False,,7074.76,0.00,0,43,raw/2021_state_david-rawlings-cottonwood-heights-candidate-for-district-3.pdf,4bff9077,low,vision-transcribed(read-tool); totals-only(no itemization); expend!=stated; superseded by amendment/re-file (same reporting period),
David Rawlings,Council,2021,2021-11-02,AMENDED pre-general financial statement,interim,6896.01,6465.19,,549.57,7014.76,6465.19,False,True,118.75,0.00,5107.01,34,26,raw/2021_state_david-rawlings-amended-cottonwood-heights-candidate-for-district-3.pdf,4675e746,low,vision-transcribed(read-tool); contrib!=stated; amendment,
David Rawlings,Council,2021,2022-01-10,Year-end final financial report,summary,6946.44,7065.19,,0.00,50.43,600.00,False,False,-6896.01,-6465.19,50.43,1,1,raw/2021_state_david-rawlings-final-financial-report.pdf,0e9340a6,low,vision-transcribed(read-tool); contrib!=stated; expend!=stated,
E. Samuel McShaffrey,Council,2021,2021-11-02,Pre-general financial statement,interim,64.69,64.69,,0.00,64.69,64.69,True,True,0.00,0.00,64.69,1,1,raw/2021_state_e-samuel-mcshaffrey-cottonwood-heights-candidate-for-district-3.pdf,0b43d7bf,high,vision-transcribed(read-tool),
