year,election_type,office,district,contest,contest_verbatim,n_seats,n_candidates,voting_method,total_votes,total_first_choice_votes,winner,winner_votes,winner_pct,runner_up,runner_up_votes,margin_votes,margin_pct,registered_voters,ballots_cast,turnout_pct,uncontested,suppressed_precincts,note,source_file
2002,general,Assessor,,Assessor,County Assessor,1,2,plurality,215946,,LEE GARDNER RE,125066,0.5792,LIZ FEHRMANN DEM,90880,34186,0.1583,435575,226022,0.5189,false,0,n_seats not printed by the workbook; all Salt Lake County offices in this file are single-seat,2002-11-05-general-canvass.xls
2002,general,Auditor,,Auditor,County Auditor,1,3,plurality,216207,,CRAIG B. SORENSEN RE,123338,0.5705,MARK A. WHEATLEY DEM,83593,39745,0.1838,435575,226022,0.5189,false,0,n_seats not printed by the workbook; all Salt Lake County offices in this file are single-seat,2002-11-05-general-canvass.xls
2002,general,Clerk,,Clerk,County Clerk,1,2,plurality,218243,,SHERRIE SWENSEN DE,134339,0.6155,KEITH PROWS REP,83904,50435,0.2311,435575,226022,0.5189,false,0,n_seats not printed by the workbook; all Salt Lake County offices in this file are single-seat,2002-11-05-general-canvass.xls
2002,general,Council,1,Council 1,SLCO Council DISTRICT #1,1,3,plurality,33207,,JOE HATCH DEM,19701,0.5933,SEAN B. THOMAS REP,10702,8999,0.2710,69662,35011,0.5026,false,0,n_seats not printed by the workbook; all Salt Lake County offices in this file are single-seat,2002-11-05-general-canvass.xls
2002,general,Council,3,Council 3,SLCO Council DISTRICT #3,1,2,plurality,29025,,DAVID A. WILDE REP,16949,0.5839,MANUEL ROMERO DEM,12076,4873,0.1679,64297,30775,0.4786,false,0,n_seats not printed by the workbook; all Salt Lake County offices in this file are single-seat,2002-11-05-general-canvass.xls
2002,general,Council,5,Council 5,SLCO Council DISTRICT #5,1,2,plurality,29878,,CORTLUND G. ASHTON REP,19226,0.6435,ELIZABETH ROMERO DEM,10652,8574,0.2870,65595,32160,0.4903,false,0,n_seats not printed by the workbook; all Salt Lake County offices in this file are single-seat,2002-11-05-general-canvass.xls
2002,general,Council,At-Large A,Council At-Large A,SL County Council At-Large #A,1,3,plurality,220009,,RANDY HORIUCHI DE,108724,0.4942,J BRUCE READING REP,96882,11842,0.0538,435575,226022,0.5189,false,0,n_seats not printed by the workbook; all Salt Lake County offices in this file are single-seat,2002-11-05-general-canvass.xls
2002,general,District Attorney,,District Attorney,County District Attorney,1,2,plurality,217704,,DAVID E. YOCOM DE,114075,0.5240,LOHRA L. MILLER RE,103629,10446,0.0480,435575,226022,0.5189,false,0,n_seats not printed by the workbook; all Salt Lake County offices in this file are single-seat,2002-11-05-general-canvass.xls
2002,general,Recorder,,Recorder,County Recorder,1,2,plurality,214343,,GARY OTT RE,113485,0.5295,JAN JOHNSON DE,100858,12627,0.0589,435575,226022,0.5189,false,0,n_seats not printed by the workbook; all Salt Lake County offices in this file are single-seat,2002-11-05-general-canvass.xls
2002,general,Sheriff,,Sheriff,County Sheriff,1,2,plurality,219794,,AARON D. KENNARD RE,121314,0.5519,BEAU BABKA DEM,98480,22834,0.1039,435575,226022,0.5189,false,0,n_seats not printed by the workbook; all Salt Lake County offices in this file are single-seat,2002-11-05-general-canvass.xls
