date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,district,source,adid,is_incremental,date_precision,in_election_results,matched_election_candidate,join_confidence,sha256
2021-11-30,Aileen Hampton,Council,2021,summary,2021 cycle filing (state LG tree; single per-candidate file),Aileen Hampton — South Salt Lake 2021 campaign-finance filing (2021 cycle filing (state LG tree; single per-candidate file)),"https://municipal.utah.gov/salt%20lake/2021/South%20Salt%20Lake%20City/Hampton,%20Aileen.pdf",2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_state_hampton-aileen.pdf,3,state_lg_municipal_disclosures,,no,label_inferred,yes,AILEEN E. HAMPTON,exact,6abd37ce343a2be34f15ed1c59cb8913829edd62e30f3aef92737aebf954157c
2021-11-30,Cherie Wood,Mayor,2021,summary,2021 cycle filing (state LG tree; single per-candidate file),Cherie Wood — South Salt Lake 2021 campaign-finance filing (2021 cycle filing (state LG tree; single per-candidate file)),"https://municipal.utah.gov/salt%20lake/2021/South%20Salt%20Lake%20City/Wood,%20Cherie.pdf",2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_state_wood-cherie.pdf,,state_lg_municipal_disclosures,,no,label_inferred,yes,CHERIE WOOD,exact,4416da17609db410df1e3fe3905edc0260bf4aa45119f1d827f2f10276205794
2021-11-30,Clarissa Williams,Council,2021,summary,2021 cycle filing (state LG tree; single per-candidate file),Clarissa Williams — South Salt Lake 2021 campaign-finance filing (2021 cycle filing (state LG tree; single per-candidate file)),"https://municipal.utah.gov/salt%20lake/2021/South%20Salt%20Lake%20City/Williams,%20Clarissa.pdf",2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_state_williams-clarissa.pdf,At-Large,state_lg_municipal_disclosures,,no,label_inferred,yes,CLARISSA J. WILLIAMS,exact,458d505aa22f480f16638cb4a793cab1c94c7c62166203c25a19220a099bf493
2021-11-30,Corey Thomas,Council,2021,summary,2021 cycle filing (state LG tree; single per-candidate file),Corey Thomas — South Salt Lake 2021 campaign-finance filing (2021 cycle filing (state LG tree; single per-candidate file)),"https://municipal.utah.gov/salt%20lake/2021/South%20Salt%20Lake%20City/Thomas,%20Corey.pdf",2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_state_thomas-corey.pdf,2,state_lg_municipal_disclosures,,no,label_inferred,yes,COREY THOMAS,exact,337f83b0f85acfb3f0bd8fdbdedc3c7d9475080d4b876161fa1ea5cc7063fda9
2021-11-30,Jake Christensen,Mayor,2021,summary,2021 cycle filing (state LG tree; single per-candidate file),Jake Christensen — South Salt Lake 2021 campaign-finance filing (2021 cycle filing (state LG tree; single per-candidate file)),"https://municipal.utah.gov/salt%20lake/2021/South%20Salt%20Lake%20City/Christensen,%20Jake.pdf",2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_state_christensen-jake.pdf,,state_lg_municipal_disclosures,,no,label_inferred,yes,JAKE CHRISTENSEN,exact,cc536f55608bd3020e34105f904a7b158f89a20489feacb045e598be4859ab39
2021-11-30,Olivia Spencer,Council,2021,summary,2021 cycle filing (state LG tree; single per-candidate file),Olivia Spencer — South Salt Lake 2021 campaign-finance filing (2021 cycle filing (state LG tree; single per-candidate file)),"https://municipal.utah.gov/salt%20lake/2021/South%20Salt%20Lake%20City/Spencer,%20Olivia.pdf",2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_state_spencer-olivia.pdf,At-Large,state_lg_municipal_disclosures,,no,label_inferred,yes,OLIVIA SPENCER,exact,59d804cd23268fb8d13b6860f06b57639ddae57fd558e9c775f8a65ac41264f2
2021-11-30,Sam Garfield,Council,2021,summary,2021 cycle filing (state LG tree; single per-candidate file),Sam Garfield — South Salt Lake 2021 campaign-finance filing (2021 cycle filing (state LG tree; single per-candidate file)),"https://municipal.utah.gov/salt%20lake/2021/South%20Salt%20Lake%20City/Garfield,%20Sam.pdf",2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_state_garfield-sam.pdf,2,state_lg_municipal_disclosures,,no,label_inferred,yes,SAM GARFIELD,exact,bef70e8284a181494094e0979ab0cbab2904c498746c331c3a09f21afacab728
2021-11-30,Shane Siwik,Mayor,2021,summary,2021 cycle filing (state LG tree; single per-candidate file),Shane Siwik — South Salt Lake 2021 campaign-finance filing (2021 cycle filing (state LG tree; single per-candidate file)),"https://municipal.utah.gov/salt%20lake/2021/South%20Salt%20Lake%20City/Siwik,%20Shane.pdf",2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_state_siwik-shane.pdf,,state_lg_municipal_disclosures,,no,label_inferred,yes,L. SHANE SIWIK,exact,e51e8437f846a4409aafd30814ad50ff6e479ef6638fdcd32d5262d714888f21
2021-11-30,Sharla Bynum,Council,2021,summary,2021 cycle filing (state LG tree; single per-candidate file),Sharla Bynum — South Salt Lake 2021 campaign-finance filing (2021 cycle filing (state LG tree; single per-candidate file)),"https://municipal.utah.gov/salt%20lake/2021/South%20Salt%20Lake%20City/Bynum,%20Sharla.pdf",2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_state_bynum-sharla.pdf,3,state_lg_municipal_disclosures,,no,label_inferred,yes,SHARLA BYNUM,exact,3b21cccf5c764a7ab094822c2128956e2c85a80d90f8ae3764eb2878d2fa4480
2023-10-31,Conrad Campos,Council,2023,summary,Final report (pre-general; through ~Oct 22),Conrad Campos — South Salt Lake 2023 campaign-finance filing (Final report (pre-general; through ~Oct 22)),https://sslc.gov/Archive.aspx?ADID=323,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid323_conrad-campos-final-campaign-financial-disclosure.pdf,At-Large,city_archive_center,323,no,label_inferred,yes,CONRAD N. CAMPOS,exact,d7dd666dbfa38a07e07ae5f73ce82630c4eeaae7e7ec54c7d33b8eb0a0e6e8e9
2023-10-31,Jeanette Potter,Council,2023,summary,Final report (pre-general; through ~Oct 22),Jeanette Potter — South Salt Lake 2023 campaign-finance filing (Final report (pre-general; through ~Oct 22)),https://sslc.gov/Archive.aspx?ADID=324,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid324_jeanette-potter-final-campaign-financial-disclosure.pdf,1,city_archive_center,324,no,label_inferred,yes,JEANETTE POTTER,exact,fd09e5f2d6e32b367a47a41f74ef9547ae505f849f927ebaac6027a8f3b65d3e
2023-10-31,LeAnne Huff,Council,2023,summary,Final report (pre-general; through ~Oct 22),LeAnne Huff — South Salt Lake 2023 campaign-finance filing (Final report (pre-general; through ~Oct 22)),https://sslc.gov/Archive.aspx?ADID=325,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid325_leanne-huff-final-campaign-financial-disclosure.pdf,1,city_archive_center,325,no,label_inferred,yes,LEANNE HUFF,normalized,1e95f8ea34fa2682b0d35d4790febc22896a75f4806d3c8c78134b6b9483d6d7
2023-10-31,Natalie Pinkney,Council,2023,summary,Final report (pre-general; through ~Oct 22),Natalie Pinkney — South Salt Lake 2023 campaign-finance filing (Final report (pre-general; through ~Oct 22)),https://sslc.gov/Archive.aspx?ADID=322,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid322_natalie-pinkney-final-campaign-financial-disclosure.pdf,At-Large,city_archive_center,322,no,label_inferred,yes,NATALIE PINKNEY,exact,5c4b48cafd81991c9b887e594941466be94d4e8ac35e5fcaba27e82ed5b8dbbe
2023-10-31,Nicholas Mitchell,Council,2023,summary,Final report (pre-general; through ~Oct 22),Nicholas Mitchell — South Salt Lake 2023 campaign-finance filing (Final report (pre-general; through ~Oct 22)),https://sslc.gov/Archive.aspx?ADID=327,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2023_adid327_nicholas-mitchell-final-campaign-financial-disclosure.pdf,4,city_archive_center,327,no,label_inferred,yes,NICK MITCHELL,normalized,0a4bb943895d85df823b91b35a69cf2c07d9c36fcfc6f8d8d07c1abbbb11063a
2023-10-31,Paul Sanchez,Council,2023,summary,Final report (pre-general; through ~Oct 22),Paul Sanchez — South Salt Lake 2023 campaign-finance filing (Final report (pre-general; through ~Oct 22)),https://sslc.gov/Archive.aspx?ADID=328,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2023_adid328_paul-sanchez-final-campaign-financial-disclosure.pdf,5,city_archive_center,328,no,label_inferred,yes,PAUL SANCHEZ,exact,334c7fe9175920049f3a3500f6d816a00f35368c9a05967eaa47b40f762a6c40
2023-10-31,Portia Mila,Council,2023,summary,Final report (pre-general; through ~Oct 22),Portia Mila — South Salt Lake 2023 campaign-finance filing (Final report (pre-general; through ~Oct 22)),https://sslc.gov/Archive.aspx?ADID=326,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid326_portia-mila-final-campaign-financial-disclosure.pdf,4,city_archive_center,326,no,label_inferred,yes,PORTIA MILA,exact,30f9c0b8fb072d1b5cb26bd0286ee7d956b7cacdf4795f2b438a4a10ac2bcdf9
2023-11-15,Conrad Campos,Council,2023,interim,Election-period report (~Oct 23-Nov 8),Conrad Campos — South Salt Lake 2023 campaign-finance filing (Election-period report (~Oct 23-Nov 8)),https://sslc.gov/Archive.aspx?ADID=330,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid330_conrad-campos-electionl-campaign-financial-disclosure.pdf,At-Large,city_archive_center,330,no,label_inferred,yes,CONRAD N. CAMPOS,exact,a61034c8a234cfa726a492694e31f7fd9ae46d836dd9d6d228a30bf497400516
2023-11-15,Jeanette Potter,Council,2023,interim,Election-period report (~Oct 23-Nov 8),Jeanette Potter — South Salt Lake 2023 campaign-finance filing (Election-period report (~Oct 23-Nov 8)),https://sslc.gov/Archive.aspx?ADID=331,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid331_jeanette-potter-electionl-campaign-financial-disclosure.pdf,1,city_archive_center,331,no,label_inferred,yes,JEANETTE POTTER,exact,1cde318825139c333a751cc63bc6d491759b59c9805aa1c0e4a7a8622f89880f
2023-11-15,LeAnne Huff,Council,2023,interim,Election-period report (~Oct 23-Nov 8),LeAnne Huff — South Salt Lake 2023 campaign-finance filing (Election-period report (~Oct 23-Nov 8)),https://sslc.gov/Archive.aspx?ADID=332,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid332_leanne-huff-electionl-campaign-financial-disclosure.pdf,1,city_archive_center,332,no,label_inferred,yes,LEANNE HUFF,normalized,58ffd0cab43d1f3800635d15cd3abbe50e0ef38e975bf4cc93a296bcfaa0d3a0
2023-11-15,Natalie Pinkney,Council,2023,interim,Election-period report (~Oct 23-Nov 8),Natalie Pinkney — South Salt Lake 2023 campaign-finance filing (Election-period report (~Oct 23-Nov 8)),https://sslc.gov/Archive.aspx?ADID=329,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid329_natalie-pinkney-electionl-campaign-financial-disclosure.pdf,At-Large,city_archive_center,329,no,label_inferred,yes,NATALIE PINKNEY,exact,f17fbf6068918f0bb392c460f9d59015ce036623db890ff7485e8f6bc510dcde
2023-11-15,Nicholas Mitchell,Council,2023,interim,Election-period report (~Oct 23-Nov 8),Nicholas Mitchell — South Salt Lake 2023 campaign-finance filing (Election-period report (~Oct 23-Nov 8)),https://sslc.gov/Archive.aspx?ADID=334,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2023_adid334_nicholas-mitchell-electionl-campaign-financial-disclosure.pdf,4,city_archive_center,334,no,label_inferred,yes,NICK MITCHELL,normalized,ca2d996055fdf690ef774fbe3efd3e8908846f4536334aea7c86017d16fd621e
2023-11-15,Paul Sanchez,Council,2023,interim,Election-period report (~Oct 23-Nov 8),Paul Sanchez — South Salt Lake 2023 campaign-finance filing (Election-period report (~Oct 23-Nov 8)),https://sslc.gov/Archive.aspx?ADID=335,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid335_paul-sanchez-electionl-campaign-financial-disclosure.pdf,5,city_archive_center,335,no,label_inferred,yes,PAUL SANCHEZ,exact,aa9f5f3d7706a0399edb33fefc85a147a0f52cb76a622e0ecc6489522d78160c
2023-11-15,Portia Mila,Council,2023,interim,Election-period report (~Oct 23-Nov 8),Portia Mila — South Salt Lake 2023 campaign-finance filing (Election-period report (~Oct 23-Nov 8)),https://sslc.gov/Archive.aspx?ADID=333,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid333_portia-mila-electionl-campaign-financial-disclosure.pdf,4,city_archive_center,333,no,label_inferred,yes,PORTIA MILA,exact,7aa12c23e0dfbf4090e2f7d0e8ea9840fb1f0efd28f50dfe5fc835bca80ec421
2023-12-31,Conrad Campos,Council,2023,summary,Final report (year-end; transactions Nov 15+),Conrad Campos — South Salt Lake 2023 campaign-finance filing (Final report (year-end; transactions Nov 15+)),https://sslc.gov/Archive.aspx?ADID=337,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid337_conrad-campos-final-campaign-financial-disclosure.pdf,At-Large,city_archive_center,337,no,label_inferred,yes,CONRAD N. CAMPOS,exact,c398e3e08bcb5af063dc8ffc723b31bbaa8015b4a4f60aa4b4b617a8a1e279a7
2023-12-31,LeAnne Huff,Council,2023,summary,Final report (year-end; transactions Nov 15+),LeAnne Huff — South Salt Lake 2023 campaign-finance filing (Final report (year-end; transactions Nov 15+)),https://sslc.gov/Archive.aspx?ADID=338,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid338_leanne-huff-final-campaign-financial-disclosure.pdf,1,city_archive_center,338,no,label_inferred,yes,LEANNE HUFF,normalized,85ffa07642c40f4a9d097e3cb83dbca304284d25e0bad8ab25b9878c882ed536
